Date,AAPL,MSFT,NVDA,AVGO,AMD,INTC,QCOM,TXN,MU,ORCL,CRM,NOW,SNOW,PANW,ANET,ADBE,SHOP,SAP,ASML,TSM,LRCX,KLAC,AMAT,ADI,NXPI,INTU,CDNS,CRWD,ZS,MDB
2020-02-03,74.47329711914062,165.57061767578125,5.981531620025635,26.309505462646484,48.02000045776367,56.82435607910156,75.71157836914062,104.7474365234375,52.494171142578125,48.87992858886719,183.48983764648438,343.20001220703125,,39.32833480834961,14.079375267028809,358.0,46.93899917602539,120.3154296875,273.0047912597656,49.059181213378906,28.7316837310791,158.1576385498047,56.429325103759766,98.76449584960938,113.68926239013672,272.5279235839844,72.83000183105469,61.08000183105469,56.81999969482422,163.3300018310547
2020-02-04,76.93195343017578,171.02053833007812,6.1507744789123535,26.858570098876953,49.45000076293945,57.741729736328125,77.85649871826172,107.3533706665039,54.17306137084961,49.75459289550781,186.3794403076172,352.0299987792969,,40.03166580200195,14.457500457763672,366.739990234375,48.54600143432617,122.89154815673828,283.4925842285156,51.52243423461914,30.311534881591797,166.41317749023438,59.53803634643555,100.97322845458984,118.03966522216797,280.35302734375,74.41999816894531,63.55500030517578,58.880001068115234,172.14999389648438
2020-02-05,77.55924224853516,170.8116912841797,6.2411208152771,27.356786727905273,49.84000015258789,59.40005111694336,79.58997344970703,112.42098999023438,55.41269302368164,50.399070739746094,183.55911254882812,338.5,,40.276668548583984,14.369375228881836,365.54998779296875,47.555999755859375,124.65128326416016,290.2096862792969,51.88072204589844,30.332027435302734,159.4141387939453,60.28449249267578,104.76219177246094,121.40422058105469,279.2832336425781,74.31999969482422,61.814998626708984,58.5099983215332,163.2100067138672
2020-02-06,78.46646881103516,174.35324096679688,6.3279829025268555,27.555896759033203,49.31999969482422,59.47097396850586,79.32730865478516,112.4889144897461,57.27701950073242,50.371463775634766,184.7861785888672,341.70001220703125,,41.01166534423828,14.532500267028809,367.4599914550781,47.29800033569336,123.80769348144531,293.269775390625,51.970306396484375,30.13640594482422,159.84226989746094,59.70811080932617,103.96308898925781,122.40814208984375,283.5234680175781,74.54000091552734,62.189998626708984,58.400001525878906,163.61000061035156
2020-02-07,77.39990997314453,174.60012817382812,6.261779308319092,27.171459197998047,49.72999954223633,58.52250671386719,76.53450775146484,109.24632263183594,55.52005386352539,50.380680084228516,183.78671264648438,341.05999755859375,,40.970001220703125,14.485625267028809,366.0899963378906,47.86899948120117,122.51055145263672,288.9306640625,50.34008026123047,29.380023956298828,153.6622772216797,58.309669494628906,100.80262756347656,119.62244415283203,284.0052490234375,73.55000305175781,62.09000015258789,58.970001220703125,164.11000061035156
2020-02-10,77.76753234863281,179.1671142578125,6.545013427734375,27.082683563232422,52.2599983215332,58.8504753112793,77.56758117675781,110.0527114868164,55.95930099487305,50.629249572753906,187.15130615234375,342.7699890136719,,41.253334045410156,14.525625228881836,370.0,49.16899871826172,122.66475677490234,293.3929748535156,51.0745735168457,29.792678833007812,157.21762084960938,59.45299530029297,101.36830139160156,120.46363067626953,286.9252014160156,74.62999725341797,63.29999923706055,60.84000015258789,166.25
2020-02-11,77.29830169677734,175.12234497070312,6.66746711730957,27.596403121948242,53.79999923706055,59.754642486572266,78.79325103759766,110.94400024414062,55.88120651245117,50.77656555175781,187.14141845703125,343.57000732421875,,41.13833236694336,14.46875,369.2799987792969,49.275001525878906,123.86213684082031,299.3900451660156,52.54356384277344,30.336685180664062,161.0522003173828,60.898681640625,104.9417724609375,122.57093048095703,286.1350402832031,75.70999908447266,65.19000244140625,60.91999816894531,166.80999755859375
2020-02-12,79.13397216796875,175.37876892089844,6.783199787139893,27.987733840942383,53.88999938964844,59.79896545410156,80.29908752441406,112.40401458740234,57.85291290283203,51.310569763183594,187.48782348632812,349.79998779296875,,40.78666687011719,14.6537504196167,374.2900085449219,53.125,125.32251739501953,300.7448425292969,53.41242599487305,31.170394897460938,163.77920532226562,61.76800537109375,106.67463684082031,124.66026306152344,287.80218505859375,77.0999984741211,65.08000183105469,60.47999954223633,170.58999633789062
2020-02-13,78.57048797607422,174.42926025390625,6.7393951416015625,27.924808502197266,54.529998779296875,59.78123474121094,78.81953430175781,112.73507690429688,57.91147994995117,50.92387390136719,186.67630004882812,351.80999755859375,,40.935001373291016,14.851249694824219,374.8399963378906,53.297000885009766,124.6784896850586,300.56488037109375,53.14371109008789,31.818737030029297,166.3386993408203,63.65778350830078,106.73750305175781,125.43806457519531,287.0216064453125,79.25,65.30999755859375,61.900001525878906,169.91000366210938
2020-02-14,78.58982849121094,175.9863739013672,7.212532043457031,27.390399932861328,55.310001373291016,59.63052749633789,78.44306945800781,112.22579193115234,57.1013298034668,51.071189880371094,187.97268676757812,356.1600036621094,,41.20833206176758,13.966875076293945,379.6700134277344,53.12200164794922,124.66941833496094,299.664794921875,52.12257385253906,31.606346130371094,164.0677490234375,63.16645431518555,105.63312530517578,123.98189544677734,293.2373962402344,78.76000213623047,64.8499984741211,62.11000061035156,171.3300018310547
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,77.15078735351562,177.77134704589844,7.381278038024902,26.78530502319336,56.88999938964844,58.628875732421875,77.0685806274414,111.40239715576172,56.36925506591797,51.052772521972656,189.10084533691406,357.489990234375,,41.53666687011719,14.1118745803833,378.8500061035156,53.64099884033203,124.95968627929688,292.9192810058594,50.3221549987793,30.305952072143555,157.50613403320312,61.76359176635742,106.45913696289062,121.07860565185547,292.5435485839844,78.58000183105469,66.04000091552734,63.86000061035156,176.89999389648438
2020-02-19,78.26815795898438,178.30459594726562,7.832513332366943,27.211111068725586,58.900001525878906,59.48871612548828,79.28351593017578,113.0067138671875,58.555702209472656,51.04356384277344,190.86227416992188,357.7200012207031,,41.45166778564453,14.063750267028809,383.2799987792969,54.32099914550781,126.71943664550781,300.697509765625,51.62992477416992,31.098663330078125,160.99636840820312,63.89632797241211,111.23575592041016,122.0553970336914,294.5093994140625,80.0199966430664,66.02999877929688,65.16999816894531,180.08999633789062
2020-02-20,77.46519470214844,175.5816192626953,7.68317985534668,26.655149459838867,57.27000045776367,58.01721954345703,78.32923889160156,111.59761047363281,57.589378356933594,51.10801315307617,191.34719848632812,352.94000244140625,,41.52333450317383,14.267499923706055,378.9599914550781,53.55799865722656,125.56741333007812,296.98358154296875,50.59088134765625,30.599374771118164,156.478759765625,62.93895721435547,111.82835388183594,121.91974639892578,290.298095703125,76.97000122070312,63.380001068115234,65.18000030517578,178.10000610351562
2020-02-21,75.7117691040039,170.03102111816406,7.319056034088135,26.246578216552734,53.279998779296875,57.03327941894531,76.19306182861328,109.09352111816406,55.6274299621582,50.343841552734375,187.52737426757812,344.4800109863281,,40.5,13.9662504196167,372.95001220703125,52.066001892089844,123.93470001220703,289.90655517578125,49.793678283691406,29.51043701171875,150.698486328125,60.91997528076172,110.22117614746094,118.03060150146484,286.76141357421875,74.7300033569336,60.93000030517578,54.5099983215332,164.89999389648438
2020-02-24,72.11543273925781,162.70005798339844,6.80161714553833,25.134653091430664,49.119998931884766,54.74627685546875,72.9450454711914,103.08370971679688,53.694766998291016,48.474815368652344,184.0044403076172,333.55999755859375,,39.55500030517578,13.359375,357.4100036621094,49.09600067138672,118.75524139404297,275.1269836425781,48.476951599121094,27.98833656311035,143.78648376464844,57.89625930786133,105.37274932861328,112.1878662109375,276.0260314941406,71.38999938964844,58.08000183105469,51.86000061035156,153.85000610351562
2020-02-25,69.67272186279297,160.01519775390625,6.5221171379089355,24.36578941345215,47.56999969482422,52.94681167602539,70.2310562133789,100.48624420166016,50.85433578491211,46.9188346862793,179.38304138183594,329.7200012207031,,32.82666778564453,12.874375343322754,347.79998779296875,46.645999908447266,115.9070053100586,269.6225280761719,48.24405288696289,27.22076416015625,137.87533569335938,55.791969299316406,102.94851684570312,109.2755355834961,274.4551696777344,68.44999694824219,57.7400016784668,50.40999984741211,149.3800048828125
2020-02-26,70.77798461914062,162.01451110839844,6.661494255065918,24.64161491394043,47.4900016784668,52.87589645385742,69.74078369140625,100.83427429199219,51.11788558959961,47.92239761352539,177.00802612304688,334.2699890136719,,31.59666633605957,12.696249961853027,351.3399963378906,47.11800003051758,115.10877227783203,271.26153564453125,49.29206085205078,27.628772735595703,137.744384765625,56.69245147705078,103.11013793945312,108.0545425415039,269.9162902832031,68.87999725341797,58.459999084472656,51.33000183105469,151.25999450683594
2020-02-27,66.15135955810547,150.5991668701172,6.290677547454834,23.613306045532227,44.0099983215332,49.489707946777344,66.48399353027344,96.0298080444336,49.370689392089844,46.75310516357422,170.3579864501953,320.1000061035156,,31.260000228881836,12.073749542236328,337.5199890136719,43.83700180053711,113.21297454833984,262.6495666503906,47.733497619628906,26.613414764404297,138.4177703857422,54.02892303466797,97.24237823486328,103.68603515625,259.00750732421875,65.83999633789062,57.5,49.7400016784668,150.18499755859375
2020-02-28,66.11265563964844,154.2456512451172,6.725746154785156,23.49866485595703,45.47999954223633,49.21492004394531,68.55013275146484,96.88715362548828,51.303348541259766,45.53779220581055,168.6261749267578,326.0899963378906,,30.770000457763672,12.069999694824219,345.1199951171875,46.33100128173828,112.08818054199219,262.15692138671875,48.22615051269531,27.333480834960938,143.76779174804688,55.090545654296875,98.44300842285156,102.82682037353516,256.193603515625,66.13999938964844,59.63999938964844,51.9900016784668,152.5
2020-03-02,72.267822265625,164.50897216796875,6.8841328620910645,24.56317710876465,47.459999084472656,51.572837829589844,70.5287094116211,100.987060546875,53.28481674194336,46.86359786987305,174.9199981689453,344.3999938964844,,31.54833221435547,12.286874771118164,360.2799987792969,48.84000015258789,114.77314758300781,272.3700866699219,50.14300537109375,27.976224899291992,148.47244262695312,57.024208068847656,100.44705963134766,108.60626220703125,270.96673583984375,68.36000061035156,59.130001068115234,52.779998779296875,155.63999938964844
2020-03-03,69.97261810302734,156.6258087158203,6.621647834777832,23.63916015625,46.75,49.61381912231445,68.77774047851562,96.60700988769531,50.5615119934082,44.97615051269531,167.60690307617188,329.6300048828125,,30.34000015258789,11.984375,348.3399963378906,47.694000244140625,112.29682159423828,269.3477478027344,49.1577033996582,27.14996910095215,143.861328125,55.014713287353516,96.77294921875,105.42259216308594,258.4967346191406,66.2300033569336,56.47999954223633,51.33000183105469,155.16000366210938
2020-03-04,73.21827697753906,162.37632751464844,7.085354328155518,24.604551315307617,50.11000061035156,52.016056060791016,72.18400573730469,101.0549545288086,53.968082427978516,46.53213882446289,173.86111450195312,345.07000732421875,,30.981666564941406,12.601875305175781,363.8500061035156,51.222999572753906,113.98399353027344,285.74737548828125,51.12832260131836,28.526750564575195,150.3150634765625,57.365447998046875,101.52130889892578,109.68257141113281,275.1780090332031,70.2699966430664,57.20000076293945,53.38999938964844,159.32000732421875
2020-03-05,70.84329986572266,158.3014373779297,6.805935382843018,23.621061325073242,48.11000061035156,50.49138259887695,69.86316680908203,97.37948608398438,52.43561553955078,44.193565368652344,167.8345489501953,329.3299865722656,,30.174999237060547,12.28499984741211,351.0299987792969,49.821998596191406,110.0109634399414,273.09002685546875,49.9190788269043,27.864442825317383,146.5550537109375,56.04789733886719,98.28052520751953,104.25585174560547,276.748779296875,67.83999633789062,55.91999816894531,53.36000061035156,159.05999755859375
2020-03-06,69.90248107910156,153.8267364501953,6.625382423400879,23.225425720214844,48.59000015258789,49.4365348815918,68.36299896240234,96.05525970458984,50.239410400390625,43.613521575927734,162.3719940185547,317.239990234375,,29.36166763305664,11.923749923706055,336.7699890136719,47.207000732421875,110.20145416259766,272.9573974609375,49.327903747558594,27.424768447875977,145.6103973388672,54.777740478515625,96.59241485595703,101.01795196533203,266.1483459472656,64.7300033569336,51.959999084472656,49.38999938964844,150.11000061035156
2020-03-09,64.3737564086914,143.40147399902344,6.11236572265625,21.35239028930664,43.27000045776367,45.07526397705078,64.10078430175781,89.16265106201172,44.870906829833984,42.36137390136719,149.63595581054688,292.0899963378906,,26.463333129882812,11.60562515258789,305.7900085449219,41.832000732421875,101.13970184326172,250.03013610839844,46.42573547363281,24.92737579345703,135.54632568359375,49.355899810791016,88.02546691894531,92.22669982910156,250.59457397460938,59.75,45.7400016784668,43.939998626708984,127.8499984741211
2020-03-10,69.01005554199219,153.20785522460938,6.501860618591309,22.66084098815918,45.380001068115234,47.84980773925781,69.61607360839844,95.17247009277344,46.715721130371094,44.72757339477539,159.66050720214844,312.79998779296875,,27.911666870117188,12.4975004196167,332.3800048828125,45.034000396728516,107.02666473388672,265.04656982421875,48.826290130615234,26.78761100769043,144.57215881347656,53.2421760559082,92.4759521484375,96.640380859375,259.8651428222656,62.91999816894531,46.90999984741211,47.0099983215332,133.85000610351562
2020-03-11,66.6133041381836,146.26724243164062,6.138016700744629,21.20154571533203,45.70000076293945,45.79327392578125,65.84803009033203,90.40194702148438,42.67470169067383,41.173675537109375,152.96099853515625,290.6300048828125,,26.2549991607666,11.387499809265137,315.2300109863281,42.23099899291992,102.1556396484375,250.24801635742188,46.7929801940918,25.76853370666504,135.54632568359375,49.75400924682617,85.22699737548828,90.91523742675781,251.6353302001953,62.22999954223633,42.849998474121094,42.880001068115234,123.8499984741211
2020-03-12,60.03491973876953,132.3955078125,5.3869218826293945,18.857891082763672,39.0099983215332,40.368282318115234,59.14145278930664,82.78783416748047,37.8820915222168,36.643821716308594,139.12649536132812,262.1199951171875,,23.424999237060547,10.180624961853027,285.0,37.77799987792969,92.01446533203125,228.08819580078125,43.613128662109375,22.156112670898438,117.25150299072266,42.75868225097656,81.25496673583984,83.18219757080078,229.2973175048828,56.939998626708984,37.81999969482422,39.5,111.55000305175781
2020-03-13,67.22760772705078,151.21803283691406,5.997809410095215,20.188749313354492,43.900001525878906,48.24870681762695,66.89815521240234,90.0114974975586,41.962154388427734,44.12911605834961,146.24166870117188,287.6700134277344,,25.261667251586914,11.047499656677246,335.5,39.09000015258789,98.28238677978516,243.43618774414062,46.784019470214844,24.385229110717773,135.96722412109375,48.237388610839844,90.08368682861328,86.76483917236328,251.76060485839844,62.470001220703125,39.54999923706055,41.88999938964844,115.16999816894531
2020-03-16,58.5789794921875,128.9299774169922,4.891089916229248,16.16858673095703,38.709999084472656,39.54389953613281,56.900047302246094,79.36698913574219,33.64586639404297,39.33226776123047,123.00608825683594,265.42999267578125,,22.86166763305664,9.8149995803833,286.0299987792969,32.229000091552734,88.43148040771484,217.29725646972656,40.21831512451172,19.8915958404541,121.12376403808594,38.41741180419922,75.11638641357422,72.9427719116211,215.3143768310547,54.599998474121094,33.0099983215332,41.81999969482422,98.97000122070312
2020-03-17,61.15469741821289,139.5455780029297,5.410828590393066,17.196897506713867,41.880001068115234,44.39270782470703,60.76516342163086,90.1048812866211,36.48628616333008,43.14396286010742,134.0103302001953,287.4200134277344,,23.593332290649414,10.512499809265137,311.80999755859375,35.50899887084961,93.3932113647461,225.804931640625,43.478790283203125,21.359664916992188,139.9517059326172,42.521705627441406,86.15682220458984,72.72484588623047,230.48265075683594,58.939998626708984,38.0099983215332,46.86000061035156,114.5199966430664
2020-03-18,59.65763473510742,133.67127990722656,5.050971031188965,14.4696683883667,39.119998931884766,42.20320510864258,53.99681091308594,84.88448333740234,33.86058807373047,43.521446228027344,130.8634490966797,278.1600036621094,,22.09666633605957,11.0625,294.6099853515625,33.68299865722656,87.941650390625,186.62966918945312,39.74357604980469,18.084453582763672,123.48075103759766,37.137779235839844,74.23171997070312,58.63029861450195,216.8948211669922,54.31999969482422,38.630001068115234,50.16999816894531,105.7300033569336
2020-03-19,59.200531005859375,135.87059020996094,5.303742408752441,16.760746002197266,39.81999969482422,40.722869873046875,57.358917236328125,86.21715545654297,35.42233657836914,41.49591064453125,138.00828552246094,277.6600036621094,,23.184999465942383,11.117500305175781,307.510009765625,33.25,85.38368225097656,202.77346801757812,39.68661117553711,18.165494918823242,119.12216186523438,38.09512710571289,81.53482818603516,69.1285629272461,208.0482635498047,55.720001220703125,41.7400016784668,51.80500030517578,122.18000030517578
2020-03-20,55.44215393066406,130.7674560546875,5.123939037322998,16.85016441345215,39.61000061035156,40.6253547668457,53.74971389770508,82.84725952148438,35.246646881103516,42.0299186706543,137.8994140625,254.6999969482422,,23.921667098999023,10.279999732971191,295.3399963378906,34.60599899291992,85.53788757324219,204.73460388183594,40.26531982421875,17.502256393432617,106.64501953125,36.009796142578125,76.80451965332031,66.82184600830078,194.50857543945312,55.08000183105469,49.0099983215332,53.63999938964844,120.5
2020-03-23,54.26434326171875,129.463134765625,5.29677152633667,16.959741592407227,41.63999938964844,43.949493408203125,55.17927932739258,83.56027221679688,37.33548355102539,40.685699462890625,139.05723571777344,255.32000732421875,,24.360000610351562,10.117500305175781,307.2699890136719,37.53900146484375,89.18435668945312,220.8878936767578,40.925411224365234,17.964290618896484,108.83365631103516,38.076168060302734,76.8767318725586,70.17293548583984,187.647216796875,55.86000061035156,51.45000076293945,58.029998779296875,125.56999969482422
2020-03-24,59.70842742919922,141.23074340820312,6.205505847930908,18.65071678161621,46.220001220703125,46.44923782348633,57.76485061645508,89.43426513671875,42.23545837402344,44.04625701904297,152.04066467285156,272.0,,26.786666870117188,11.65999984741211,310.0,43.0,96.12354278564453,246.52468872070312,44.189666748046875,21.613372802734375,127.5400390625,42.78711700439453,84.6131362915039,77.85589599609375,225.32699584960938,63.34000015258789,57.33000183105469,62.13999938964844,136.42999267578125
2020-03-25,59.3795051574707,139.87881469726562,6.116849899291992,19.07061195373535,44.630001068115234,45.43870162963867,55.66462326049805,84.17145538330078,41.48386764526367,42.29691696166992,145.5291748046875,264.6700134277344,,27.668333053588867,11.770625114440918,305.9100036621094,44.65999984741211,96.51358795166016,248.2869415283203,44.307228088378906,21.88606834411621,128.57821655273438,42.39848327636719,85.18186950683594,77.06578063964844,224.13204956054688,61.349998474121094,55.779998779296875,59.130001068115234,134.3000030517578
2020-03-26,62.504215240478516,148.62838745117188,6.406230449676514,21.316482543945312,47.5,49.23264694213867,60.87104797363281,91.47149658203125,43.7191162109375,46.476890563964844,153.1193084716797,294.7300109863281,,28.0,12.535625457763672,322.6700134277344,44.74100112915039,104.54126739501953,261.3894958496094,45.093902587890625,24.39657211303711,140.07333374023438,46.635494232177734,83.61109924316406,81.47941589355469,239.3677520751953,66.94000244140625,58.63999938964844,60.54999923706055,133.11000061035156
2020-03-27,59.91641616821289,142.52557373046875,6.293915271759033,20.222475051879883,46.58000183105469,46.422637939453125,58.76200485229492,85.30889129638672,42.440433502197266,45.878448486328125,144.48019409179688,274.0,,27.09000015258789,11.9556245803833,305.8299865722656,42.1619987487793,100.03306579589844,239.3339080810547,42.41737747192383,22.604827880859375,133.03970336914062,42.701805114746094,80.04531860351562,73.832763671875,221.34703063964844,62.279998779296875,58.790000915527344,58.630001068115234,132.11000061035156
2020-03-30,61.62630844116211,152.55091857910156,6.614176273345947,21.048240661621094,47.86000061035156,49.188323974609375,60.91516876220703,86.59913635253906,43.455570220947266,46.36641311645508,148.2901153564453,286.3900146484375,,27.7450008392334,12.858124732971191,318.3900146484375,43.03799819946289,102.40962982177734,253.9333953857422,43.240230560302734,23.924274444580078,139.8488311767578,44.834529876708984,82.12158203125,77.12935638427734,229.4033660888672,66.91000366210938,57.720001220703125,58.84000015258789,136.42999267578125
2020-03-31,61.50054168701172,150.15171813964844,6.56461763381958,20.784379959106445,45.47999954223633,47.97390365600586,59.69740295410156,84.82504272460938,41.05438995361328,44.49739074707031,142.48123168945312,286.5799865722656,,27.32666778564453,12.659375190734863,318.239990234375,41.69300079345703,100.23262786865234,247.8795623779297,43.213104248046875,22.490503311157227,134.44271850585938,43.431671142578125,80.92998504638672,75.31304931640625,221.64573669433594,66.04000091552734,55.68000030517578,60.86000061035156,136.5399932861328
2020-04-01,58.26457214355469,144.82009887695312,6.053345203399658,19.603593826293945,43.65999984741211,45.98828887939453,58.15312957763672,82.24455261230469,38.9362678527832,44.847259521484375,132.6644744873047,273.07000732421875,,27.309999465942383,12.048125267028809,301.2099914550781,38.46699905395508,95.72442626953125,235.9137420654297,42.05568313598633,20.92835235595703,123.09728240966797,41.04302215576172,75.9107894897461,67.86620330810547,210.19725036621094,65.23999786376953,54.58000183105469,61.9900016784668,126.13999938964844
2020-04-02,59.2368049621582,147.819091796875,6.362152099609375,20.780872344970703,44.4900016784668,48.17778778076172,60.02391052246094,86.59913635253906,40.10759353637695,45.85081481933594,132.92178344726562,259.0,,27.59000015258789,12.131250381469727,303.9599914550781,34.630001068115234,95.23460388183594,234.27474975585938,43.52054977416992,20.669708251953125,123.8735580444336,40.98615646362305,79.16964721679688,70.6360855102539,217.0393829345703,65.93000030517578,56.689998626708984,61.18000030517578,125.08000183105469
2020-04-03,58.385498046875,146.45762634277344,6.074264049530029,20.535423278808594,42.59000015258789,47.98277282714844,57.5618896484375,84.86750793457031,40.23447799682617,45.4825553894043,132.91188049316406,249.57000732421875,,27.110000610351562,12.164999961853027,293.6099853515625,35.76499938964844,95.41600799560547,231.7451934814453,42.55302429199219,20.442935943603516,119.66463470458984,40.07619094848633,78.14056396484375,68.79254150390625,210.45742797851562,63.93000030517578,57.81999969482422,63.400001525878906,120.47000122070312
2020-04-06,63.478878021240234,157.34942626953125,6.684154987335205,22.12909698486328,47.52000045776367,51.79444885253906,62.609474182128906,92.49011993408203,45.26133728027344,47.40681457519531,146.01406860351562,269.95001220703125,,28.55666732788086,12.975000381469727,319.1300048828125,39.26499938964844,101.6023178100586,256.87042236328125,45.184326171875,23.49789047241211,138.89476013183594,43.74446487426758,86.48181915283203,78.95475006103516,231.3981475830078,69.41999816894531,59.06999969482422,63.310001373291016,132.4499969482422
2020-04-07,62.74366760253906,155.65469360351562,6.450809001922607,22.20184898376465,47.560001373291016,51.767860412597656,64.18022155761719,90.19824981689453,45.42728042602539,46.73469543457031,143.5598602294922,262.3500061035156,,28.801666259765625,13.071249961853027,308.92999267578125,37.854000091552734,101.43903350830078,258.253662109375,44.95827102661133,24.010486602783203,137.744384765625,45.08097839355469,86.88803100585938,76.53903198242188,231.05123901367188,69.05000305175781,59.599998474121094,62.36000061035156,131.82000732421875
2020-04-08,64.34954833984375,157.2161102294922,6.648045063018799,22.88823699951172,48.790000915527344,52.281986236572266,64.7096939086914,93.51721954345703,47.135433197021484,48.224056243896484,149.54689025878906,274.04998779296875,,29.360000610351562,13.411874771118164,317.17999267578125,41.45100021362305,104.33263397216797,263.9285888671875,45.45558547973633,24.99726104736328,142.51449584960938,48.77769088745117,91.537109375,83.16857147216797,236.99713134765625,71.83999633789062,60.31999969482422,64.93000030517578,135.32000732421875
2020-04-09,64.81391143798828,157.22561645507812,6.548430919647217,22.292144775390625,48.380001068115234,50.65094757080078,63.16542053222656,91.41207885742188,45.02708435058594,49.19538879394531,152.9412078857422,278.05999755859375,,29.64666748046875,13.119375228881836,318.70001220703125,41.77399826049805,110.1288833618164,262.251708984375,43.70139694213867,24.20353126525879,140.4099884033203,47.005165100097656,89.18096923828125,81.7064437866211,243.4676971435547,71.6500015258789,58.150001525878906,62.59000015258789,140.33999633789062
2020-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,66.08606719970703,157.577880859375,6.720266342163086,22.78480339050293,50.939998626708984,52.03378677368164,64.68321228027344,91.39510345458984,45.06611633300781,49.00111389160156,150.9125518798828,283.55999755859375,,30.49333381652832,12.630000114440918,320.6499938964844,44.744998931884766,111.00875854492188,259.6842346191406,44.08116912841797,24.250381469726562,142.2525634765625,47.28004455566406,89.97537231445312,80.92544555664062,241.52651977539062,71.55000305175781,58.77000045776367,62.16999816894531,141.89999389648438
2020-04-14,69.42361450195312,165.37539672851562,7.071408271789551,23.460662841796875,54.93000030517578,53.77119445800781,68.43360137939453,94.1793212890625,46.481449127197266,49.953948974609375,156.0682830810547,302.0899963378906,,31.321666717529297,12.95687484741211,340.7699890136719,49.60599899291992,111.87049102783203,273.7342834472656,45.781124114990234,25.53702735900879,151.26905822753906,49.73504638671875,92.99951934814453,83.80427551269531,252.37197875976562,76.33000183105469,60.88999938964844,66.4800033569336,149.0
2020-04-15,68.78997802734375,163.6426544189453,6.993957996368408,22.567398071289062,54.9900016784668,52.18448257446289,67.0569839477539,91.65825653076172,45.31990051269531,49.17688751220703,154.00994873046875,295.9200134277344,,31.058332443237305,12.76187515258789,332.54998779296875,49.71699905395508,107.6253433227539,267.6329650878906,44.90400695800781,24.62803840637207,143.30950927734375,47.744503021240234,90.67949676513672,79.13638305664062,243.3324737548828,75.69999694824219,61.81999969482422,69.95999908447266,149.91000366210938
2020-04-16,69.3365478515625,168.55531311035156,7.339123249053955,22.64191246032715,56.95000076293945,53.886436462402344,67.8158950805664,94.55281066894531,44.441429138183594,49.676429748535156,155.42506408691406,291.94000244140625,,31.71500015258789,12.8256254196167,342.70001220703125,52.643001556396484,108.1968002319336,277.0217590332031,47.38160705566406,25.368350982666016,146.51763916015625,49.507545471191406,91.92526245117188,80.83463287353516,248.6248321533203,78.58999633789062,63.45000076293945,70.37000274658203,153.97999572753906
2020-04-17,68.39573669433594,170.04054260253906,7.279851913452148,23.307252883911133,56.599998474121094,53.50526428222656,67.2158203125,96.38629913330078,44.60735321044922,50.527496337890625,160.92718505859375,299.5899963378906,,32.23833465576172,13.126250267028809,344.1099853515625,59.03900146484375,111.94306182861328,280.1007995605469,48.548057556152344,26.14708137512207,150.78269958496094,50.426998138427734,92.80093383789062,81.88806915283203,256.2736511230469,78.6500015258789,64.73999786376953,68.0,154.19000244140625
2020-04-20,66.97607421875,166.67018127441406,7.1486101150512695,22.641036987304688,56.970001220703125,52.45927429199219,65.57447814941406,94.67163848876953,42.36235427856445,49.870689392089844,161.0657196044922,302.4599914550781,,32.38166809082031,13.249375343322754,344.8800048828125,62.9900016784668,111.17203521728516,276.244873046875,47.553409576416016,24.995386123657227,146.1902618408203,47.9909553527832,91.09474182128906,78.7367935180664,254.96026611328125,77.83999633789062,68.43000030517578,70.51000213623047,160.27999877929688
2020-04-21,64.90580749511719,159.7772216796875,6.711799144744873,21.709196090698242,52.91999816894531,49.95952224731445,63.39482116699219,90.6905746459961,40.419921875,47.46550369262695,148.99273681640625,288.7699890136719,,31.084999084472656,12.503125190734863,328.989990234375,58.5,105.2215805053711,266.3065490722656,46.45024108886719,22.830671310424805,138.97897338867188,45.81084442138672,87.08662414550781,73.61481475830078,240.6187286376953,74.58999633789062,66.06999969482422,65.18000030517578,152.24000549316406
2020-04-22,66.77532196044922,165.2040252685547,7.12619686126709,22.789182662963867,55.91999816894531,53.27479553222656,65.9009780883789,95.05364990234375,42.86016082763672,48.353572845458984,152.5354766845703,299.6099853515625,,31.976667404174805,13.210624694824219,336.7699890136719,62.65599822998047,106.21936798095703,279.45660400390625,47.87892150878906,25.468626022338867,148.41632080078125,49.39380645751953,92.18707275390625,80.8800277709961,254.8153533935547,79.80000305175781,68.06999969482422,66.91000366210938,158.3300018310547
2020-04-23,66.51655578613281,163.2046356201172,7.072902679443359,22.698017120361328,55.900001525878906,52.335174560546875,65.13326263427734,93.76338958740234,42.723514556884766,48.0760498046875,150.14064025878906,297.30999755859375,,32.01499938964844,13.076874732971191,335.3699951171875,62.04899978637695,104.45055389404297,274.1795654296875,47.59861373901367,24.73580551147461,149.13648986816406,48.246883392333984,91.9072036743164,79.99005889892578,249.22360229492188,79.83000183105469,68.91000366210938,66.23999786376953,158.08999633789062
2020-04-24,68.43685913085938,166.1846466064453,7.211865425109863,23.213462829589844,56.18000030517578,52.530181884765625,67.10111236572266,96.70887756347656,43.10417938232422,49.03812789916992,152.37710571289062,302.94000244140625,,32.241668701171875,13.55062484741211,344.1000061035156,64.31900024414062,105.6660385131836,277.89117431640625,47.68000030517578,24.989761352539062,154.25267028808594,49.0431022644043,95.6174545288086,85.75679779052734,254.63192749023438,80.5199966430664,72.0,67.5,159.94000244140625
