Date,NEE,DUK,SO,D,AEP,EXC,SRE,XEL
2020-07-30,61.51290512084961,68.0422592163086,44.73331832885742,64.15379333496094,70.50404357910156,22.555118560791016,51.85649871826172,58.57231140136719
2020-07-31,61.155601501464844,68.17903900146484,44.223148345947266,63.76818084716797,71.16755676269531,22.637203216552734,52.15401077270508,58.60627365112305
2020-08-03,60.47804641723633,67.4307861328125,43.737274169921875,63.21730041503906,70.25828552246094,22.273693084716797,51.97801971435547,58.36857986450195
2020-08-04,62.10332489013672,68.13880920410156,44.08548355102539,63.65012741088867,70.06989288330078,22.719287872314453,52.38867950439453,59.36176681518555
2020-08-05,61.826622009277344,67.18941497802734,43.24330139160156,62.72938537597656,69.48831176757812,22.11539077758789,53.230953216552734,59.24292755126953
2020-08-06,61.61531066894531,67.75260925292969,43.640098571777344,62.66641616821289,69.93065643310547,22.220932006835938,53.72123336791992,59.506072998046875
2020-08-07,62.698116302490234,69.6835708618164,44.287933349609375,63.44552230834961,71.52464294433594,22.824825286865234,54.4336051940918,61.40753936767578
2020-08-10,61.796146392822266,68.19512176513672,44.59565734863281,63.05204391479492,70.97955322265625,22.461313247680664,55.97148895263672,61.500919342041016
2020-08-11,60.5216178894043,67.31813049316406,43.883033752441406,61.82435989379883,68.79087829589844,22.220932006835938,54.94065856933594,59.86259841918945
2020-08-12,62.00310516357422,67.84111785888672,44.425601959228516,62.62708282470703,69.50118255615234,22.695831298828125,56.23129653930664,60.67751693725586
2020-08-13,61.96171188354492,67.34056091308594,44.54707717895508,62.41459274291992,69.0964584350586,22.46666717529297,56.42824935913086,60.50774383544922
2020-08-14,61.11204528808594,66.8603744506836,43.8834114074707,62.052581787109375,68.51005554199219,22.46074676513672,55.26749038696289,60.040855407714844
2020-08-17,61.6545295715332,67.22662353515625,43.90798568725586,61.91880798339844,67.08948516845703,22.111370086669922,54.34141540527344,59.590965270996094
2020-08-18,61.66759490966797,66.46160125732422,43.465553283691406,61.52532196044922,67.35375213623047,21.95148468017578,54.207332611083984,59.42119598388672
2020-08-19,61.51290512084961,66.46160125732422,43.580257415771484,61.336456298828125,66.83344268798828,21.921876907348633,53.7296142578125,59.064659118652344
2020-08-20,61.462799072265625,65.95698547363281,42.81009292602539,61.147560119628906,65.58629608154297,21.501441955566406,52.89153289794922,58.58079528808594
2020-08-21,61.528167724609375,65.9244155883789,42.90840148925781,61.8873176574707,65.31375122070312,21.62580108642578,52.581443786621094,59.090118408203125
2020-08-24,61.576087951660156,66.30695343017578,43.30988311767578,62.24931716918945,66.71778869628906,22.318626403808594,53.37342834472656,59.76923370361328
2020-08-25,61.288516998291016,65.80233764648438,42.941184997558594,61.77714538574219,65.88362121582031,21.98701286315918,52.594017028808594,58.54683303833008
2020-08-26,60.785247802734375,64.74430084228516,42.37583923339844,61.446624755859375,64.92555236816406,22.07583999633789,51.26564407348633,57.83379364013672
2020-08-27,61.06550979614258,64.74430084228516,42.769126892089844,61.38365936279297,64.72732543945312,21.844894409179688,51.789451599121094,58.25822067260742
2020-08-28,61.21220779418945,64.87452697753906,42.94937515258789,61.399391174316406,64.71082305908203,21.933719635009766,51.257266998291016,58.27520751953125
2020-08-31,61.12901306152344,65.38727569580078,42.75273513793945,61.72992706298828,65.10725402832031,21.856740951538086,51.81459426879883,58.971275329589844
2020-09-01,60.68231964111328,64.46759796142578,42.449581146240234,61.242000579833984,64.2730941772461,21.513290405273438,51.227935791015625,58.19031524658203
2020-09-02,63.11942672729492,66.30695343017578,43.596641540527344,62.642799377441406,66.32962036132812,22.519962310791016,52.19173049926758,60.736934661865234
2020-09-03,61.43994903564453,66.03836822509766,43.09685516357422,62.905601501464844,65.7101821899414,22.08176612854004,51.42487335205078,59.97296142578125
2020-09-04,60.72392654418945,65.9000015258789,42.842864990234375,62.46760940551758,65.28897094726562,21.96333122253418,50.65803146362305,59.43815994262695
2020-09-07,,,,,,,,
2020-09-08,60.853111267089844,65.70468139648438,43.30168151855469,62.27648162841797,65.23114776611328,21.56657600402832,49.90375518798828,58.665679931640625
2020-09-09,61.82969665527344,67.21849060058594,43.30168151855469,63.423248291015625,65.99925994873047,21.714618682861328,50.683170318603516,59.92201614379883
2020-09-10,60.634159088134766,66.73829650878906,42.2447395324707,62.69855499267578,64.85122680664062,21.22312355041504,49.49728012084961,58.68265914916992
2020-09-11,60.905670166015625,67.57659149169922,42.40862274169922,63.423248291015625,65.37155151367188,21.217205047607422,49.363197326660156,58.45347213745117
2020-09-14,61.73118591308594,68.67534637451172,43.30988311767578,64.29131317138672,66.35440063476562,21.471834182739258,49.92890167236328,59.40163803100586
2020-09-15,64.74854278564453,68.7323226928711,43.432777404785156,64.42669677734375,66.07357025146484,21.418535232543945,49.291954040527344,60.14479446411133
2020-09-16,61.38739776611328,69.04973602294922,43.66218948364258,64.98414611816406,66.45352935791016,21.471834182739258,50.63706970214844,60.58045959472656
2020-09-17,61.20564651489258,68.8543930053711,43.85063552856445,63.56660842895508,66.10665130615234,21.276416778564453,50.71670150756836,58.46200942993164
2020-09-18,60.636348724365234,67.511474609375,43.26891326904297,62.085350036621094,65.06597137451172,20.767160415649414,50.27669906616211,57.14654541015625
2020-09-21,60.47867965698242,67.20221710205078,43.44916915893555,62.09331130981445,65.5450210571289,20.57766342163086,48.885475158691406,56.924442291259766
2020-09-22,60.885963439941406,67.29988098144531,43.52289962768555,61.719024658203125,65.94971466064453,20.850051879882812,49.88699722290039,57.12089920043945
2020-09-23,59.845855712890625,66.15230560302734,43.03949737548828,60.739479064941406,65.39632415771484,20.41777992248535,47.980350494384766,56.5400390625
2020-09-24,60.77210235595703,66.4697265625,43.465553283691406,60.77132034301758,66.47828674316406,20.613197326660156,48.946678161621094,57.291748046875
2020-09-25,61.70927429199219,67.12084197998047,44.08824920654297,61.36063766479492,66.61044311523438,21.033634185791016,49.73750686645508,58.51327133178711
2020-09-28,62.217288970947266,67.44637298583984,44.006309509277344,61.50401306152344,66.61044311523438,21.16390609741211,49.35689926147461,58.812225341796875
2020-09-29,61.99394607543945,67.07198333740234,43.99811935424805,62.021644592285156,66.8747329711914,20.915199279785156,49.132755279541016,58.64140701293945
2020-09-30,60.77647399902344,72.07737731933594,44.42417526245117,62.85783767700195,67.50243377685547,21.175748825073242,50.0546875,58.948909759521484
2020-10-01,61.91511154174805,73.2900619506836,44.75190353393555,62.587066650390625,68.60091400146484,21.217205047607422,50.380313873291016,60.11917495727539
2020-10-02,61.56694412231445,74.5353012084961,46.095603942871094,63.55070114135742,70.45095825195312,21.28234100341797,50.959693908691406,60.20461654663086
2020-10-05,63.04279708862305,74.6655044555664,46.84120559692383,63.781620025634766,71.8963394165039,21.78567886352539,51.49679183959961,61.05025863647461
2020-10-06,63.56172561645508,73.87603759765625,47.38195037841797,64.59394073486328,73.03610229492188,22.01070213317871,51.691322326660156,61.88739013671875
2020-10-07,65.05946350097656,74.30741882324219,47.35737991333008,64.52225494384766,73.18477630615234,22.413372039794922,51.89853286743164,61.57986831665039
2020-10-08,65.9178237915039,75.81309509277344,48.10297393798828,65.35047149658203,73.82071685791016,23.283851623535156,53.58592224121094,61.938636779785156
2020-10-09,66.3272933959961,75.9351806640625,48.12754440307617,65.12750244140625,74.18413543701172,23.21278953552246,53.28989028930664,62.10947799682617
2020-10-12,66.93163299560547,75.78052520751953,48.22587203979492,65.63716888427734,74.7292251586914,23.674680709838867,53.615516662597656,62.886802673339844
2020-10-13,66.01197814941406,75.62588500976562,47.79981994628906,64.96026611328125,73.69682312011719,24.266841888427734,53.51826095581055,62.357200622558594
2020-10-14,65.83024597167969,75.42243957519531,47.521244049072266,64.54615020751953,73.78766632080078,24.296451568603516,53.746620178222656,61.801944732666016
2020-10-15,65.3528823852539,74.84457397460938,47.53763198852539,64.35501861572266,73.95286560058594,24.51555061340332,54.359825134277344,61.67383575439453
2020-10-16,66.91630554199219,75.17828369140625,47.808013916015625,64.83283996582031,75.58818817138672,24.92414665222168,54.1779899597168,62.46825408935547
2020-10-19,65.59156036376953,74.93409729003906,47.554019927978516,64.42669677734375,75.38997650146484,24.78795051574707,54.11878204345703,61.238197326660156
2020-10-20,65.90687561035156,74.92595672607422,48.01285171508789,64.5700454711914,74.89441680908203,25.107717514038086,54.8419303894043,61.101524353027344
2020-10-21,65.1821060180664,75.2922134399414,48.234066009521484,63.89313507080078,74.66315460205078,24.95374870300293,54.68124008178711,61.101524353027344
2020-10-22,66.18714904785156,76.41537475585938,49.61873245239258,64.64967346191406,76.14979553222656,25.007047653198242,55.94147872924805,60.99901580810547
2020-10-23,66.36231994628906,75.5119400024414,49.85634231567383,64.61781311035156,75.88550567626953,24.989280700683594,56.60967254638672,61.05025863647461
2020-10-26,66.27033996582031,75.83750915527344,49.65969467163086,65.07971954345703,77.29784393310547,24.693199157714844,55.53550720214844,61.238197326660156
2020-10-27,66.37328338623047,75.73985290527344,49.331966400146484,65.67699432373047,76.42237854003906,24.367507934570312,55.09144973754883,61.784881591796875
2020-10-28,65.21713256835938,74.0469741821289,47.81619644165039,63.55070114135742,74.59707641601562,23.43189239501953,53.32795715332031,60.01668167114258
2020-10-29,64.82299041748047,75.07245635986328,47.693294525146484,64.46652221679688,74.77877807617188,23.78127098083496,53.80160140991211,60.42668914794922
2020-10-30,64.12229919433594,74.96664428710938,47.07061004638672,63.98072052001953,74.27497863769531,23.621379852294922,53.01500701904297,59.8202018737793
2020-11-02,65.80394744873047,76.3583984375,48.34877395629883,65.03195190429688,75.34867858886719,24.255001068115234,53.970760345458984,61.3150634765625
2020-11-03,66.5834732055664,77.74198150634766,49.04520034790039,66.02740478515625,75.06785583496094,25.149168014526367,54.59666442871094,62.34010314941406
2020-11-04,64.2186279296875,76.1386489868164,48.96327209472656,65.86016082763672,74.4566879272461,25.001127243041992,54.31330108642578,62.11802291870117
2020-11-05,65.47111511230469,76.68395233154297,49.2991828918457,66.21056365966797,74.919189453125,25.504465103149414,53.712799072265625,62.98077392578125
2020-11-06,66.32071685791016,76.04911804199219,49.127140045166016,66.65653228759766,75.09263610839844,25.36826515197754,52.790870666503906,62.62199401855469
2020-11-09,66.13679504394531,77.64432525634766,51.06075668334961,66.91136932373047,75.15925598144531,25.652503967285156,55.1422004699707,62.7244987487793
2020-11-10,66.55722045898438,79.06048583984375,52.57652282714844,68.29708862304688,75.60057067871094,25.45709228515625,57.497764587402344,62.98077392578125
2020-11-11,67.914794921875,79.19884490966797,52.37168884277344,68.23336029052734,75.90034484863281,25.960432052612305,56.516624450683594,63.800804138183594
2020-11-12,67.15279388427734,77.47667694091797,52.04396438598633,67.35734558105469,74.64299011230469,25.285364151000977,55.949954986572266,63.006404876708984
2020-11-13,67.60823059082031,78.0767822265625,52.88817596435547,67.6360855102539,74.83450317382812,25.627744674682617,56.901485443115234,63.279727935791016
2020-11-16,68.09873962402344,78.1014175415039,53.07026672363281,68.54393005371094,74.284912109375,25.896629333496094,57.277854919433594,63.81789779663086
2020-11-17,67.1002426147461,76.38338470458984,51.61356735229492,67.03083801269531,72.21981811523438,25.735294342041016,56.69425582885742,62.041133880615234
2020-11-18,66.38202667236328,75.24075317382812,51.13351058959961,64.67355346679688,70.05481719970703,25.51421356201172,56.26288604736328,60.22167205810547
2020-11-19,65.80394744873047,75.38050842285156,50.54587173461914,63.518829345703125,68.65587615966797,25.305076599121094,55.0829963684082,59.23933029174805
2020-11-20,66.1718521118164,76.10388946533203,50.38862228393555,62.634849548339844,68.68920135498047,25.01827049255371,55.154884338378906,59.20516586303711
2020-11-23,65.31344604492188,76.72041320800781,50.03272247314453,62.95341110229492,69.45526885986328,24.83901596069336,55.417083740234375,58.3936653137207
2020-11-24,65.67256164550781,79.12897491455078,50.64518737792969,63.21620559692383,70.62938690185547,25.544090270996094,55.954166412353516,58.20574188232422
2020-11-25,66.85175323486328,79.03855895996094,50.39689254760742,63.2401008605957,71.0873794555664,25.22740364074707,55.80616760253906,58.18011474609375
2020-11-26,,,,,,,,
2020-11-27,66.11255645751953,77.76438903808594,50.198246002197266,62.9454345703125,70.71265411376953,24.940595626831055,55.17181396484375,57.761566162109375
2020-11-30,64.75740051269531,76.16964721679688,49.536109924316406,62.5074348449707,70.68765258789062,24.540252685546875,53.91156768798828,57.53947067260742
2020-12-01,65.25021362304688,76.6628646850586,50.13204574584961,63.83738708496094,70.95413208007812,24.64780616760254,54.029972076416016,58.43638229370117
2020-12-02,65.39098358154297,77.16431427001953,51.216285705566406,63.932926177978516,71.50371551513672,24.83901596069336,55.582027435302734,58.66701889038086
2020-12-03,64.54620361328125,75.91482543945312,51.216285705566406,62.929595947265625,70.56275177001953,24.528305053710938,55.82729721069336,57.49674606323242
2020-12-04,63.81583786010742,74.92837524414062,50.9183235168457,60.90686798095703,69.43863677978516,24.456605911254883,54.20335388183594,56.16417694091797
2020-12-07,64.47581481933594,75.52025604248047,51.09212875366211,61.11554718017578,69.8133316040039,24.617929458618164,54.228721618652344,56.89881896972656
2020-12-08,64.83660125732422,75.22431945800781,50.487937927246094,59.99983596801758,69.52188873291016,24.689634323120117,54.68124008178711,56.41190719604492
2020-12-09,64.82778930664062,75.12567138671875,50.29757308959961,59.63864517211914,69.61348724365234,24.552200317382812,54.53744888305664,56.001888275146484
2020-12-10,64.4845962524414,75.42982482910156,50.07410430908203,59.65468215942383,68.68087005615234,24.617929458618164,54.44019317626953,55.67729568481445
2020-12-11,64.94220733642578,75.24897003173828,50.00788879394531,60.12826919555664,68.91401672363281,24.611953735351562,54.1314697265625,55.52353286743164
2020-12-14,64.72219848632812,74.91194152832031,49.37885665893555,59.77509689331055,68.45603942871094,24.534278869628906,54.148372650146484,55.557708740234375
2020-12-15,65.91896057128906,75.71752166748047,50.3720588684082,60.58579635620117,70.18804931640625,25.526165008544922,55.37902069091797,56.39482116699219
2020-12-16,65.5053939819336,74.48448181152344,50.01616668701172,60.336944580078125,68.9723129272461,25.358856201171875,54.6051139831543,56.02751541137695
2020-12-17,66.05097198486328,75.23251342773438,50.54587173461914,60.94699478149414,69.82998657226562,25.484338760375977,56.16769027709961,57.24050521850586
2020-12-18,65.56700134277344,74.24610137939453,49.7761344909668,60.497520446777344,69.35536193847656,25.43653678894043,55.72429275512695,56.463165283203125
2020-12-21,65.47019958496094,73.24320220947266,49.6602668762207,59.81521987915039,68.381103515625,24.803163528442383,54.02314758300781,55.856685638427734
2020-12-22,65.74298858642578,73.5966796875,49.42850875854492,58.99649429321289,67.78153991699219,24.952543258666992,53.835540771484375,55.744895935058594
2020-12-23,65.40857696533203,73.19389343261719,49.1471061706543,59.429935455322266,67.20698547363281,24.922666549682617,53.69913101196289,55.297767639160156
2020-12-24,65.9805679321289,73.71177673339844,49.494728088378906,59.58243942260742,67.79820251464844,24.994365692138672,53.67780303955078,55.572914123535156
2020-12-25,,,,,,,,
2020-12-28,66.42936706542969,74.18855285644531,49.6519889831543,59.15703582763672,67.68163299560547,25.22142791748047,53.92934036254883,56.166236877441406
2020-12-29,66.28855895996094,73.86795043945312,49.71820068359375,59.301513671875,67.5983657836914,24.994365692138672,53.88671112060547,56.252201080322266
2020-12-30,66.7989501953125,74.44336700439453,50.16513442993164,59.44599914550781,67.87316131591797,25.054122924804688,53.643680572509766,56.44997787475586
2020-12-31,67.89012145996094,75.26539611816406,50.84383773803711,60.36104202270508,69.33869934082031,25.22740364074707,54.321598052978516,57.3270378112793
2021-01-01,,,,,,,,
2021-01-04,65.3117904663086,73.74464416503906,49.13055419921875,59.309547424316406,67.89810943603516,24.600000381469727,52.7824592590332,56.45859146118164
2021-01-05,65.79578399658203,73.77752685546875,49.453346252441406,58.59517288208008,67.8065414428711,24.564151763916016,52.61618423461914,55.908260345458984
2021-01-06,69.01648712158203,74.73109436035156,50.661746978759766,59.84733581542969,68.34778594970703,25.364835739135742,52.78671646118164,57.1464729309082
2021-01-07,69.7732925415039,73.89262390136719,50.60380935668945,58.56305694580078,66.524169921875,25.113872528076172,51.119686126708984,56.028656005859375
2021-01-08,71.39241790771484,74.0241470336914,50.95970916748047,58.75569152832031,65.93295288085938,25.22142791748047,51.068519592285156,56.544578552246094
2021-01-11,70.1252670288086,73.3993911743164,50.661746978759766,58.33028030395508,65.59989166259766,25.012296676635742,50.48442077636719,55.37515640258789
2021-01-12,70.17805480957031,73.10347747802734,48.6836051940918,57.41523361206055,64.817138671875,25.14375114440918,50.30960464477539,54.51530075073242
2021-01-13,72.0172119140625,75.26539611816406,49.42023849487305,57.98513412475586,65.07527160644531,25.573970794677734,51.65262985229492,55.89966583251953
2021-01-14,72.62438201904297,75.34762573242188,48.865699768066406,57.00586700439453,65.64151763916016,25.44251251220703,52.240989685058594,54.652870178222656
2021-01-15,72.1932144165039,75.71752166748047,49.37885665893555,57.85669708251953,67.00714874267578,25.90857696533203,52.08324432373047,55.85667419433594
2021-01-18,,,,,,,,
2021-01-19,72.87078094482422,74.29541015625,50.537593841552734,56.957698822021484,67.20698547363281,25.585918426513672,51.7933235168457,55.64170455932617
2021-01-20,73.96196746826172,74.62422943115234,50.198246002197266,57.45536804199219,67.24032592773438,25.723350524902344,52.38595962524414,56.26081085205078
2021-01-21,73.66275787353516,74.13099670410156,49.56094741821289,57.631954193115234,67.42349243164062,25.705421447753906,52.17277145385742,55.985660552978516
2021-01-22,74.10275268554688,74.221435546875,49.7761344909668,58.0252571105957,68.34778594970703,25.418609619140625,51.7805290222168,55.68470001220703
2021-01-25,76.44348907470703,76.37516021728516,50.50448989868164,59.04467010498047,68.7724609375,25.902605056762695,53.70764923095703,57.18085861206055
2021-01-26,75.00031280517578,76.38338470458984,49.403682708740234,59.10888671875,68.13128662109375,25.603837966918945,53.11927032470703,56.587554931640625
2021-01-27,70.56524658203125,75.38872528076172,48.451866149902344,58.659366607666016,66.98217010498047,24.510379791259766,51.140995025634766,54.876426696777344
2021-01-28,72.56278991699219,75.19965362548828,48.865699768066406,58.33028030395508,67.08208465576172,25.11984634399414,53.16190719604492,54.72166061401367
2021-01-29,71.16362762451172,77.27117919921875,48.76637649536133,58.50687026977539,67.37352752685547,24.833040237426758,52.76540756225586,55.022605895996094
2021-02-01,71.89398956298828,76.58065795898438,48.92364501953125,58.33829879760742,67.5983657836914,25.14375114440918,53.268497467041016,54.9796257019043
2021-02-02,72.97637939453125,76.53134155273438,49.362300872802734,58.410545349121094,68.37276458740234,25.603837966918945,53.11501693725586,55.20317840576172
2021-02-03,73.08197784423828,76.76973724365234,49.205047607421875,58.250003814697266,67.68163299560547,25.38275909423828,52.58207702636719,54.32612609863281
2021-02-04,73.0379867553711,77.55888366699219,49.941673278808594,58.346336364746094,68.45603942871094,26.093812942504883,53.75027847290039,54.67866516113281
2021-02-05,73.56595611572266,77.87947082519531,50.38862228393555,59.189144134521484,68.43939208984375,26.09978675842285,53.822757720947266,54.549678802490234
2021-02-08,73.38996124267578,76.94236755371094,50.264461517333984,59.26137924194336,67.43183135986328,26.135635375976562,53.23011779785156,53.526451110839844
2021-02-09,73.76835632324219,76.71218872070312,50.18997573852539,58.683441162109375,67.09567260742188,26.034055709838867,53.439029693603516,53.4146614074707
2021-02-10,73.83875274658203,77.02458190917969,50.43000411987305,58.66740417480469,67.23854064941406,25.884679794311523,54.082828521728516,53.552242279052734
2021-02-11,73.87396240234375,75.10174560546875,50.72795486450195,58.6433219909668,66.34773254394531,25.538114547729492,53.635162353515625,52.94173049926758
2021-02-12,73.15238189697266,74.6033935546875,50.26792907714844,57.688148498535156,66.06200408935547,25.22142791748047,53.080902099609375,52.91595458984375
2021-02-15,,,,,,,,
2021-02-16,71.44522094726562,73.4073486328125,49.598812103271484,57.09416198730469,65.70905303955078,25.083999633789062,53.157649993896484,52.0302848815918
2021-02-17,70.99644470214844,74.08843994140625,49.57372283935547,58.10552215576172,65.96115112304688,25.197526931762695,53.127803802490234,52.36564254760742
2021-02-18,71.04043579101562,74.3625259399414,50.05883026123047,58.36238479614258,67.63351440429688,25.51421356201172,52.98283767700195,53.56943893432617
2021-02-19,68.72608184814453,73.44889068603516,49.607177734375,57.11022186279297,66.45699310302734,24.725482940673828,53.110748291015625,53.37167739868164
2021-02-22,66.086181640625,73.38243865966797,49.5904426574707,57.12626266479492,64.51570892333984,24.259414672851562,52.296409606933594,51.96149826049805
2021-02-23,65.74298858642578,73.9555435180664,49.280975341796875,57.82459259033203,65.62499237060547,24.378921508789062,52.68013000488281,53.25129318237305
2021-02-24,64.9070053100586,72.54354095458984,48.829322814941406,57.12626266479492,64.79302978515625,24.014432907104492,52.2580451965332,51.77232360839844
2021-02-25,65.51294708251953,72.36082458496094,48.31074523925781,56.69282531738281,64.12074279785156,23.255578994750977,50.77007293701172,51.454185485839844
2021-02-26,64.99989318847656,71.0899887084961,47.44088363647461,54.838661193847656,62.902183532714844,23.06437110900879,49.44837951660156,50.37934875488281
2021-03-01,67.14944458007812,72.29438018798828,48.32748031616211,56.130958557128906,64.46528625488281,23.488615036010742,50.26697540283203,50.860870361328125
2021-03-02,66.82215118408203,72.46047973632812,48.369293212890625,56.02660369873047,64.24676513671875,23.488615036010742,49.938682556152344,50.71469497680664
2021-03-03,64.15068054199219,72.48538970947266,48.168556213378906,55.85000991821289,64.13755798339844,23.62006378173828,49.87046813964844,49.89783477783203
2021-03-04,63.06264114379883,71.8126220703125,48.01799774169922,55.080509185791016,64.91908264160156,23.763471603393555,49.878997802734375,50.66310501098633
2021-03-05,62.540714263916016,73.53195190429688,48.80423355102539,56.58712387084961,66.30572509765625,23.916120529174805,50.80844497680664,52.7525634765625
2021-03-08,62.6822509765625,74.9356460571289,49.858097076416016,58.32053756713867,67.64191436767578,24.54961585998535,52.40300750732422,53.27708435058594
2021-03-09,65.4775619506836,75.54196166992188,49.6908073425293,59.08194351196289,67.73435974121094,25.056413650512695,52.62470245361328,53.440467834472656
2021-03-10,65.86679077148438,75.40907287597656,50.00028610229492,59.30065155029297,68.23859405517578,25.255516052246094,53.92934036254883,53.46625900268555
2021-03-11,66.22062683105469,75.3260269165039,49.58207321166992,58.66883850097656,67.23013305664062,25.35807991027832,54.10841751098633,53.19108963012695
2021-03-12,66.93714141845703,75.91573333740234,50.05047607421875,59.56795120239258,68.10414123535156,25.69594955444336,54.892906188964844,53.77845001220703
2021-03-15,66.80445861816406,76.68818664550781,51.003963470458984,60.37795639038086,69.14619445800781,26.160512924194336,56.27854919433594,54.63605499267578
2021-03-16,66.68059539794922,77.26127624511719,51.229801177978516,60.175472259521484,70.17144012451172,26.160512924194336,55.95026397705078,54.93058395385742
2021-03-17,64.53988647460938,76.28948974609375,50.769779205322266,59.26824951171875,69.01171875,25.925214767456055,55.208396911621094,54.306861877441406
2021-03-18,62.92108154296875,76.68818664550781,50.51885986328125,59.535545349121094,69.41511535644531,25.762313842773438,55.259559631347656,54.05564880371094
2021-03-19,62.66455078125,77.01210021972656,49.93336868286133,59.41404724121094,70.31430053710938,25.925214767456055,54.83748245239258,54.566741943359375
2021-03-22,63.416473388671875,77.34434509277344,49.92500686645508,59.535545349121094,70.28067779541016,25.81661605834961,54.615779876708984,55.22511672973633
2021-03-23,65.4775619506836,78.09186553955078,50.71122741699219,60.086341857910156,71.12947082519531,25.822649002075195,55.22119903564453,56.68913269042969
2021-03-24,64.42491149902344,78.39918518066406,50.76142120361328,60.070167541503906,71.4236068725586,25.901081085205078,55.457706451416016,56.81040573120117
2021-03-25,64.97335052490234,79.3460693359375,51.338539123535156,60.928775787353516,71.19669342041016,26.166549682617188,56.32199478149414,57.17424011230469
2021-03-26,65.51294708251953,79.59521484375,51.57272720336914,61.38236618041992,71.4236068725586,26.263076782226562,56.82080078125,57.442779541015625
2021-03-29,66.16754913330078,81.04875183105469,52.124752044677734,62.127567291259766,72.13792419433594,26.395811080932617,56.842308044433594,58.04051971435547
2021-03-30,65.65447998046875,79.9357681274414,51.47235870361328,61.17987823486328,71.20511627197266,26.24498176574707,56.575721740722656,57.18290710449219
2021-03-31,66.88407135009766,80.17664337158203,51.990928649902344,61.528167724609375,71.17990112304688,26.38977813720703,57.010013580322266,57.61604690551758
2021-04-01,67.02561950683594,79.968994140625,52.13312530517578,61.33376693725586,71.88581085205078,26.49234962463379,56.67461395263672,57.85859298706055
2021-04-02,,,,,,,,
2021-04-05,67.91902923583984,80.50887298583984,52.40913391113281,61.892677307128906,72.51609802246094,26.83624839782715,57.55180740356445,59.00209045410156
2021-04-06,68.60902404785156,81.04045104980469,52.7855110168457,61.86835861206055,72.91946411132812,26.8845157623291,57.72382736206055,59.04539489746094
2021-04-07,68.47632598876953,81.24810791015625,52.52622985839844,61.73876953125,72.85224151611328,27.11981201171875,57.41423034667969,58.950111389160156
2021-04-08,68.78596496582031,81.08199310302734,52.576419830322266,61.73066329956055,72.33120727539062,27.08964729309082,57.2551155090332,58.664222717285156
2021-04-09,68.94517517089844,81.01554107666016,52.467681884765625,61.8035888671875,72.179931640625,27.047412872314453,57.741024017333984,58.41301727294922
2021-04-12,68.6797866821289,81.09859466552734,52.601505279541016,61.77118682861328,72.27238464355469,26.993112564086914,57.31531524658203,58.828834533691406
2021-04-13,69.91822052001953,81.81290435791016,53.16190719604492,62.75128936767578,72.87745666503906,27.25255012512207,58.067813873291016,59.32261657714844
2021-04-14,69.99783325195312,82.05376434326172,53.437904357910156,62.710777282714844,73.1716079711914,27.42147445678711,58.23982238769531,59.495872497558594
2021-04-15,70.92665100097656,82.85114288330078,53.93975067138672,63.43169403076172,73.7934799194336,27.61454963684082,59.18153381347656,60.60470199584961
2021-04-16,71.59895324707031,83.61527252197266,54.37468719482422,63.9015007019043,74.41535949707031,27.84984588623047,59.40084457397461,60.95986557006836
2021-04-19,70.58167266845703,83.22490692138672,54.299407958984375,63.779991149902344,74.4993896484375,27.451644897460938,59.443843841552734,61.06382751464844
2021-04-20,71.23625946044922,84.22991180419922,55.27799987792969,64.88969421386719,75.7515640258789,27.63265037536621,60.140438079833984,61.98208236694336
2021-04-21,68.9717025756836,83.964111328125,54.97690963745117,64.96259307861328,75.08765411376953,27.560251235961914,59.598628997802734,61.782840728759766
2021-04-22,69.28131103515625,83.12522888183594,54.449954986572266,64.330810546875,73.91111755371094,27.19824981689453,59.1041374206543,61.60958480834961
2021-04-23,69.21056365966797,82.93419647216797,54.642333984375,64.29840087890625,73.70101928710938,27.095680236816406,58.94074630737305,61.57491683959961
2021-04-26,68.93633270263672,82.3943099975586,54.08195114135742,63.73139953613281,73.61698150634766,26.938812255859375,58.69132614135742,61.159114837646484
2021-04-27,68.3613510131836,81.9042739868164,53.80592727661133,63.41549301147461,73.28083038330078,26.87244987487793,58.020530700683594,60.63934326171875
2021-04-28,68.19326782226562,81.87104034423828,53.814300537109375,62.88898468017578,72.88584899902344,26.91468048095703,58.01622772216797,60.47474670410156
2021-04-29,68.30827331542969,82.68502807617188,54.500144958496094,64.00677490234375,74.02877807617188,27.083614349365234,58.5322265625,61.12446212768555
2021-04-30,68.56480407714844,83.63188934326172,55.34489822387695,64.7196044921875,74.54979705810547,27.11377716064453,59.15574645996094,61.7655143737793
2021-05-03,67.8482666015625,83.64849090576172,55.24454879760742,65.1003189086914,74.52458953857422,27.083614349365234,59.366432189941406,62.042720794677734
2021-05-04,66.95482635498047,83.7066421508789,55.554012298583984,64.32270050048828,74.2724838256836,27.017250061035156,59.332027435302734,62.2332878112793
2021-05-05,65.26525115966797,82.5271987915039,54.742698669433594,63.14008712768555,73.50773620605469,26.263076782226562,58.25702667236328,61.28905487060547
2021-05-06,65.4687271118164,83.5073013305664,55.24454879760742,63.56938934326172,74.0539779663086,26.83624839782715,58.742923736572266,61.98208236694336
2021-05-07,65.92871856689453,83.77308654785156,55.420188903808594,63.54508590698242,73.8929672241211,26.956911087036133,59.263240814208984,61.782840728759766
