Date,PLD,AMT,CCI,SPG,O,PSA,WELL,EQIX
2020-10-02,90.77436828613281,210.9490966796875,134.19833374023438,50.526180267333984,47.76150894165039,186.3821258544922,50.14496612548828,704.0996704101562
2020-10-05,91.61923217773438,210.97511291503906,134.2301788330078,50.9410514831543,47.30528259277344,187.651123046875,49.73820877075195,713.3851318359375
2020-10-06,91.00081634521484,208.96360778808594,131.3889617919922,51.84489822387695,47.05101013183594,184.5230712890625,49.03717803955078,715.7109985351562
2020-10-07,92.11567687988281,209.62254333496094,131.253662109375,52.6227912902832,46.901405334472656,185.93756103515625,48.552520751953125,726.9602661132812
2020-10-08,93.05635833740234,211.17454528808594,131.93809509277344,52.87937927246094,47.67923355102539,187.53797912597656,49.5218391418457,746.0921630859375
2020-10-09,93.11731719970703,212.14561462402344,133.19557189941406,51.105926513671875,47.260414123535156,189.14645385742188,48.73427200317383,750.572021484375
2020-10-12,94.31928253173828,213.61956787109375,133.887939453125,51.33232116699219,47.3651237487793,190.0113525390625,48.35345458984375,755.6854858398438
2020-10-13,92.87344360351562,210.17742919921875,132.74986267089844,49.67205810546875,46.123592376708984,190.26190185546875,46.96006393432617,747.6397705078125
2020-10-14,90.60887908935547,206.78733825683594,131.3411865234375,49.59658432006836,45.62248992919922,188.73422241210938,46.622535705566406,739.7572021484375
2020-10-15,91.43632507324219,207.74110412597656,133.81631469726562,49.14379119873047,45.18123245239258,189.41319274902344,47.64379119873047,737.4312133789062
2020-10-16,90.80921936035156,210.44625854492188,132.82943725585938,48.917388916015625,45.27099609375,188.33010864257812,46.97737121582031,740.019775390625
2020-10-19,89.72917938232422,207.74110412597656,130.77613830566406,48.23064041137695,43.939701080322266,186.8671112060547,45.50608825683594,733.0599975585938
2020-10-20,90.17338562011719,211.38262939453125,130.88755798339844,48.645713806152344,44.20145797729492,188.42706298828125,46.81294250488281,728.480712890625
2020-10-21,89.40693664550781,209.59657287597656,130.35430908203125,48.4570426940918,44.6352424621582,188.33815002441406,46.48406982421875,726.8698120117188
2020-10-22,89.53758239746094,204.42037963867188,124.353515625,50.072021484375,44.94190979003906,190.0355682373047,47.81687545776367,703.6923828125
2020-10-23,89.9207992553711,206.11106872558594,126.12036895751953,50.47200012207031,45.43552780151367,190.5286407470703,48.69099044799805,703.2218627929688
2020-10-26,87.5081787109375,205.59083557128906,127.27430725097656,48.811729431152344,44.7474365234375,190.94081115722656,48.20634078979492,697.2940673828125
2020-10-27,86.34974670410156,204.7584686279297,127.82344818115234,46.774139404296875,43.92473220825195,189.6314239501953,46.76100540161133,699.855224609375
2020-10-28,84.93006134033203,199.53030395507812,124.83106994628906,45.85344696044922,43.236656188964844,186.8105010986328,45.22913360595703,684.2527465820312
2020-10-29,87.25556945800781,200.84817504882812,125.51546478271484,47.85330581665039,43.76766586303711,186.60032653808594,47.280296325683594,670.3245849609375
2020-10-30,86.40200805664062,199.11412048339844,124.31373596191406,47.4005126953125,43.44779586791992,185.1535186767578,46.53598403930664,661.7811889648438
2020-11-02,88.72754669189453,202.44351196289062,126.92415618896484,48.83437728881836,44.784420013427734,188.17652893066406,49.10641860961914,668.1888427734375
2020-11-03,90.92242431640625,203.08511352539062,127.6165771484375,49.045677185058594,44.49156188964844,190.33460998535156,51.07102584838867,680.8229370117188
2020-11-04,92.15922546386719,205.54750061035156,129.03318786621094,47.00053405761719,43.92837905883789,190.1568145751953,49.322792053222656,703.45703125
2020-11-05,92.22020721435547,208.01856994628906,129.6619415283203,47.89859390258789,43.55291748046875,186.43870544433594,49.201622009277344,706.8600463867188
2020-11-06,91.35794067382812,209.95201110839844,130.57717895507812,46.68357849121094,43.54541015625,186.98025512695312,48.03324508666992,718.932861328125
2020-11-09,86.75911712646484,206.33651733398438,128.75466918945312,59.69399642944336,46.25619888305664,179.50363159179688,58.33295822143555,672.6141357421875
2020-11-10,87.04653930664062,201.48109436035156,127.6722640991211,59.497779846191406,48.561500549316406,189.1707305908203,59.36554718017578,657.7357788085938
2020-11-11,88.85819244384766,206.74398803710938,131.03079223632812,55.399959564208984,47.637882232666016,190.60946655273438,57.335357666015625,688.5786743164062
2020-11-12,89.38079833984375,206.3625030517578,132.8692626953125,52.177528381347656,46.38386917114258,187.3682098388672,55.637699127197266,688.0899047851562
2020-11-13,90.17338562011719,210.7670135498047,133.71286010742188,56.373477935791016,47.34502410888672,189.17881774902344,57.379112243652344,688.54248046875
2020-11-16,89.938232421875,207.29885864257812,131.65158081054688,59.58835220336914,48.411319732666016,188.88780212402344,58.12294006347656,683.36572265625
2020-11-17,90.7569580078125,207.376953125,132.38377380371094,59.58835220336914,47.17230224609375,189.57485961914062,57.71165084838867,682.2305297851562
2020-11-18,88.31819152832031,206.09373474121094,135.81393432617188,57.81489562988281,45.94831466674805,185.8729248046875,55.856475830078125,666.9180908203125
2020-11-19,87.09010314941406,206.72666931152344,133.77650451660156,60.8486213684082,45.88826370239258,184.9272003173828,57.05533981323242,663.5306396484375
2020-11-20,87.33397674560547,201.72390747070312,132.88516235351562,61.21841812133789,45.347599029541016,180.76454162597656,56.4515266418457,661.2870483398438
2020-11-23,86.715576171875,198.47250366210938,132.39971923828125,64.45594787597656,45.723045349121094,177.1191864013672,55.72520446777344,646.1563110351562
2020-11-24,86.06230926513672,197.7355499267578,130.72044372558594,67.0066909790039,46.436431884765625,179.4955596923828,57.2916145324707,628.8275756835938
2020-11-25,86.23652648925781,202.01866149902344,131.28546142578125,65.79924011230469,47.232383728027344,180.48974609375,57.10783767700195,629.8812255859375
2020-11-26,,,,,,,,
2020-11-27,87.62141418457031,202.96371459960938,133.04432678222656,64.56159973144531,46.286231994628906,177.8466796875,56.477779388427734,636.2206420898438
2020-11-30,87.14234924316406,200.45797729492188,133.36268615722656,62.31269073486328,45.20383071899414,181.42735290527344,55.11265563964844,633.7410278320312
2020-12-01,87.27298736572266,204.47238159179688,135.93333435058594,64.13898468017578,45.50532531738281,182.14674377441406,55.55895233154297,647.1735229492188
2020-12-02,84.93876647949219,198.46380615234375,132.78167724609375,65.84452056884766,45.814388275146484,181.4758758544922,54.67510986328125,627.2293090820312
2020-12-03,84.57294464111328,196.1401824951172,133.2592010498047,67.640625,46.04804611206055,182.7044219970703,55.296424865722656,629.0729370117188
2020-12-04,85.93167114257812,198.26438903808594,130.12351989746094,70.87059783935547,46.17618942260742,181.4596710205078,56.18024826049805,643.313720703125
2020-12-07,84.94745635986328,194.4495086669922,129.28787231445312,67.44441223144531,45.79176330566406,181.6051483154297,57.5103759765625,633.5232543945312
2020-12-08,84.40745544433594,193.8772430419922,128.39651489257812,68.00284576416016,45.52794647216797,179.34201049804688,56.83656692504883,631.461669921875
2020-12-09,83.9893569946289,190.26168823242188,126.05667877197266,68.55377197265625,45.74652862548828,177.53146362304688,56.89781951904297,616.1309814453125
2020-12-10,84.64263153076172,190.2356719970703,125.12553405761719,68.25192260742188,45.173667907714844,175.0580596923828,56.03148651123047,623.9324951171875
2020-12-11,84.80809783935547,190.59121704101562,125.49156188964844,66.33506774902344,45.57317352294922,177.87091064453125,56.22401428222656,625.6307983398438
2020-12-14,84.37261199951172,187.9033966064453,124.56053924560547,65.89735412597656,45.693763732910156,182.50408935546875,55.34017562866211,626.6934814453125
2020-12-15,86.70686340332031,188.3629150390625,124.73712921142578,67.72364807128906,46.545528411865234,183.662353515625,57.64164352416992,631.7884521484375
2020-12-16,86.96814727783203,190.4177703857422,123.70174407958984,66.62184143066406,46.2440185546875,184.31491088867188,58.18417739868164,626.8387451171875
2020-12-17,88.11581420898438,193.096923828125,125.01006317138672,67.18782043457031,46.0028076171875,189.6985321044922,57.71165084838867,647.31884765625
2020-12-18,85.91686248779297,192.06512451171875,123.45291137695312,64.47103881835938,44.86463165283203,186.7375030517578,56.022735595703125,644.5851440429688
2020-12-21,85.19847869873047,190.5564727783203,123.01148223876953,63.12773895263672,45.053070068359375,186.55807495117188,54.823875427246094,639.7445068359375
2020-12-22,85.54891204833984,191.17210388183594,123.1960678100586,63.1805534362793,45.92743682861328,189.396728515625,54.84137725830078,647.95458984375
2020-12-23,84.26983642578125,188.49295043945312,122.369384765625,64.12345123291016,45.57317352294922,185.16323852539062,54.570106506347656,638.545654296875
2020-12-24,85.18971252441406,190.6377716064453,123.60543823242188,64.67536926269531,46.04804611206055,186.6722869873047,55.58519744873047,641.1430053710938
2020-12-25,,,,,,,,
2020-12-28,86.04827117919922,192.74777221679688,125.41132354736328,65.5262451171875,46.56061553955078,186.90882873535156,55.10389709472656,644.7213134765625
2020-12-29,85.61023712158203,192.23333740234375,125.05819702148438,63.84748077392578,45.957611083984375,185.81582641601562,55.28766632080078,643.722412109375
2020-12-30,86.57393646240234,192.1112823486328,125.52369689941406,64.36873626708984,46.19125747680664,186.7375030517578,55.83021926879883,636.1116333007812
2020-12-31,87.30982971191406,195.7034454345703,127.77112579345703,65.37295532226562,47.04252624511719,188.3689422607422,56.54778289794922,648.6267700195312
2021-01-01,,,,,,,,
2021-01-04,84.138427734375,191.46607971191406,124.40805053710938,63.47951126098633,45.29460144042969,179.61651611328125,53.90504455566406,628.9912719726562
2021-01-05,84.26983642578125,192.43389892578125,124.89765167236328,63.75547409057617,45.521610260009766,177.30807495117188,54.220069885253906,628.064697265625
2021-01-06,82.27236938476562,187.35951232910156,121.54265594482422,65.21195983886719,45.13570785522461,174.41236877441406,56.51278305053711,607.5574951171875
2021-01-07,83.50765991210938,189.63511657714844,122.36133575439453,65.25794982910156,44.568206787109375,177.3733367919922,55.392669677734375,616.6484985351562
2021-01-08,84.6290283203125,193.73297119140625,123.65359497070312,66.30049133300781,45.20379638671875,181.59048461914062,54.85012435913086,628.9003295898438
2021-01-11,82.92945098876953,187.3856658935547,122.8509750366211,63.732486724853516,44.96165466308594,180.47296142578125,53.53750228881836,619.754638671875
2021-01-12,82.97325134277344,187.37693786621094,120.76408386230469,65.4879379272461,43.7434196472168,181.280517578125,53.45875549316406,614.4324340820312
2021-01-13,83.58651733398438,188.72837829589844,122.55399322509766,68.12492370605469,43.72072219848633,183.3605499267578,55.83897399902344,626.7752685546875
2021-01-14,83.66534423828125,187.44668579101562,124.21544647216797,72.78565216064453,43.75855255126953,180.45664978027344,55.62021255493164,626.3665771484375
2021-01-15,85.5751953125,191.7189178466797,126.21399688720703,71.29085540771484,44.3790283203125,183.03428649902344,56.22401428222656,642.7959594726562
2021-01-18,,,,,,,,
2021-01-19,85.86428833007812,189.0945587158203,127.93161010742188,71.03787994384766,43.99312210083008,179.95907592773438,53.3799934387207,650.5701904296875
2021-01-20,87.90554809570312,194.23867797851562,127.666748046875,73.04629516601562,44.62873458862305,183.5155029296875,54.368839263916016,660.9420166015625
2021-01-21,87.98442077636719,193.73297119140625,127.8914794921875,72.44837951660156,44.711944580078125,181.06031799316406,54.123809814453125,653.8217163085938
2021-01-22,88.676513671875,195.2326202392578,127.55438995361328,73.1996078491211,45.279483795166016,181.7291259765625,55.19140625,654.966064453125
2021-01-25,89.97311401367188,198.3626708984375,129.1355438232422,74.72506713867188,45.68808364868164,184.20071411132812,54.74512481689453,656.782470703125
2021-01-26,92.907958984375,202.53028869628906,131.19029235839844,75.9285888671875,45.90751266479492,185.848388671875,54.071311950683594,667.753662109375
2021-01-27,90.48121643066406,199.714111328125,128.3249053955078,74.08114624023438,45.67293930053711,186.0197296142578,52.32114028930664,664.53857421875
2021-01-28,90.58636474609375,199.0602264404297,126.9203109741211,74.7480697631836,46.1193733215332,185.57925415039062,54.06254959106445,670.4691772460938
2021-01-29,90.41112518310547,198.23191833496094,127.8272476196289,71.23719024658203,44.86223602294922,185.6689453125,53.02996063232422,672.0404663085938
2021-02-01,92.7853012084961,205.39012145996094,131.8484649658203,71.24486541748047,45.697792053222656,189.80458068847656,54.70136260986328,687.2620239257812
2021-02-02,93.63508605957031,205.89576721191406,132.92396545410156,70.87689208984375,45.81932830810547,187.85507202148438,54.40382766723633,698.0242309570312
2021-02-03,92.89918518066406,202.54774475097656,130.95755004882812,71.58213806152344,45.92567825317383,188.67076110839844,54.333831787109375,685.6000366210938
2021-02-04,93.22335052490234,202.45184326171875,130.9334716796875,72.94661712646484,46.29788589477539,188.30364990234375,55.926483154296875,678.3525390625
2021-02-05,93.47740173339844,203.14060974121094,130.2351531982422,74.16548156738281,46.47260665893555,187.07199096679688,56.022735595703125,685.0549926757812
2021-02-08,93.81031036376953,202.96624755859375,129.14358520507812,75.84426879882812,46.25990295410156,189.65773010253906,55.31391906738281,678.8065795898438
2021-02-09,94.10819244384766,201.9810028076172,131.62371826171875,78.61156463623047,46.89798355102539,192.80633544921875,55.331417083740234,681.5856323242188
2021-02-10,94.19578552246094,201.9810028076172,130.89334106445312,81.42488861083984,47.47526931762695,190.95469665527344,56.819061279296875,682.0670776367188
2021-02-11,94.40605926513672,198.6329803466797,130.02647399902344,83.76290893554688,47.80189895629883,190.11453247070312,58.13167953491211,651.8235473632812
2021-02-12,94.32720947265625,198.0836944580078,132.00099182128906,83.75523376464844,47.444862365722656,189.12754821777344,59.0767707824707,644.6578979492188
2021-02-15,,,,,,,,
2021-02-16,93.37227630615234,196.1568145751953,129.99436950683594,84.30716705322266,46.86759948730469,187.5695343017578,58.77925491333008,624.9317016601562
2021-02-17,92.71521759033203,197.3164520263672,130.9334716796875,82.96569061279297,46.91314697265625,190.9302215576172,58.884254455566406,630.689453125
2021-02-18,92.67141723632812,199.01658630371094,132.35409545898438,81.65485382080078,46.27510452270508,191.6887969970703,59.65431594848633,622.6337890625
2021-02-19,92.25089263916016,197.3687286376953,133.07650756835938,83.88557434082031,46.40423583984375,191.44410705566406,60.38719940185547,617.7839965820312
2021-02-22,91.7427749633789,196.2353057861328,132.6912384033203,86.44590759277344,47.17143249511719,193.9401397705078,61.71168518066406,606.0860595703125
2021-02-23,91.59383392333984,194.5786895751953,129.73753356933594,88.24734497070312,47.38412094116211,197.67604064941406,62.33860397338867,600.9325561523438
2021-02-24,90.4461669921875,195.9824676513672,129.38438415527344,91.22161865234375,47.376522064208984,197.89630126953125,64.98756408691406,582.85400390625
2021-02-25,88.825439453125,195.95631408691406,128.10816955566406,88.0173568725586,46.78403091430664,198.50802612304688,62.05604553222656,582.279296875
2021-02-26,86.79295349121094,188.44064331054688,125.01006317138672,86.5608901977539,45.94907760620117,190.82418823242188,59.95454788208008,591.3734130859375
2021-03-01,87.10832214355469,186.3830108642578,123.38871002197266,87.32746124267578,46.13970184326172,189.21726989746094,60.466670989990234,591.3003540039062
2021-03-02,86.81047821044922,182.0584259033203,122.93119812011719,85.61034393310547,46.032962799072266,191.22389221191406,60.590301513671875,583.811767578125
2021-03-03,84.19975280761719,176.91429138183594,119.20699310302734,87.38111877441406,46.345577239990234,188.30364990234375,60.9434928894043,557.6244506835938
2021-03-04,83.7879867553711,175.41470336914062,119.69660949707031,84.40682220458984,45.33143997192383,188.71153259277344,61.57040786743164,550.537109375
2021-03-05,85.3036117553711,174.37713623046875,120.5152816772461,85.21939849853516,45.720333099365234,191.72958374023438,62.03838348388672,556.9129028320312
2021-03-08,84.0595703125,173.20875549316406,117.80238342285156,85.62566375732422,46.08632278442383,194.66610717773438,63.777854919433594,542.6470947265625
2021-03-09,86.13587951660156,176.73121643066406,121.22964477539062,85.08908081054688,46.292205810546875,195.79177856445312,64.24584197998047,567.9954223632812
2021-03-10,85.61023712158203,178.2308349609375,121.95198822021484,87.62642669677734,46.833587646484375,195.63677978515625,65.31425476074219,582.5803833007812
2021-03-11,87.22221374511719,186.496337890625,125.00199890136719,88.79927062988281,47.13860321044922,194.63348388671875,64.78446960449219,597.0741577148438
2021-03-12,88.73783111572266,187.62977600097656,128.45875549316406,90.3400650024414,47.98499298095703,198.25515747070312,65.44669342041016,609.3057861328125
2021-03-15,90.04318237304688,190.498291015625,130.77407836914062,92.76243591308594,48.73988342285156,199.43130493164062,65.8263931274414,610.7196655273438
2021-03-16,91.31349182128906,194.291015625,133.6155548095703,89.83413696289062,48.7703857421875,201.7753448486328,64.37828826904297,612.3433837890625
2021-03-17,89.44745635986328,194.5786895751953,133.54269409179688,90.63904571533203,48.709381103515625,198.75686645507812,65.06700897216797,598.7708129882812
2021-03-18,90.01162719726562,194.00328063964844,133.72891235351562,89.55049896240234,48.19849395751953,199.0447540283203,63.44231414794922,589.99609375
2021-03-19,88.48661041259766,193.4364776611328,134.07701110839844,89.45086669921875,47.08521270751953,192.01266479492188,62.44456100463867,595.6786499023438
2021-03-22,91.3691635131836,196.89791870117188,135.91468811035156,88.34698486328125,47.626583099365234,194.67745971679688,62.69179916381836,608.1110229492188
2021-03-23,92.73551177978516,200.40293884277344,136.5623016357422,84.63679504394531,48.000240325927734,199.7767333984375,62.68296813964844,616.3932495117188
2021-03-24,91.51901245117188,197.91802978515625,135.74472045898438,83.862548828125,48.213748931884766,198.32919311523438,62.850738525390625,604.1432495117188
2021-03-25,92.05674743652344,198.10986328125,135.5908660888672,87.1128158569336,48.73225021362305,198.4608154296875,62.83307647705078,609.4154052734375
2021-03-26,94.12830352783203,208.22373962402344,140.2862091064453,87.90237426757812,48.9686393737793,201.16671752929688,64.80211639404297,623.5625
2021-03-29,94.11946868896484,210.8480682373047,141.69482421875,87.24312591552734,48.96100997924805,203.96310424804688,63.292213439941406,627.4027099609375
2021-03-30,94.11066436767578,206.76763916015625,138.42428588867188,88.45429992675781,48.892372131347656,203.17349243164062,64.39595031738281,615.5449829101562
2021-03-31,93.44072723388672,208.43299865722656,139.34716796875,87.21247100830078,48.59774398803711,202.95143127441406,63.2480583190918,619.8776245117188
2021-04-01,95.6445083618164,209.3048858642578,141.2333984375,88.30866241455078,49.829898834228516,207.2118377685547,64.67849731445312,618.4273681640625
2021-04-02,,,,,,,,
2021-04-05,95.52992248535156,213.39401245117188,143.6458282470703,88.19367980957031,49.937042236328125,209.95062255859375,64.28115844726562,629.5916137695312
2021-04-06,96.36737060546875,212.3739013671875,142.9820098876953,89.29753875732422,49.84520721435547,209.98353576660156,65.48202514648438,628.1962890625
2021-04-07,96.64061737060547,213.35914611816406,142.6905517578125,89.69615173339844,50.16664505004883,210.32078552246094,66.40031433105469,624.3104248046875
2021-04-08,95.59162139892578,210.22035217285156,142.2777099609375,88.62638854980469,50.05949401855469,211.1761016845703,66.77117156982422,627.2659301757812
2021-04-09,96.53485107421875,209.5926055908203,141.86488342285156,89.8511734008789,49.89113235473633,212.09727478027344,66.32083129882812,627.0560913085938
2021-04-12,96.82573699951172,211.6521453857422,143.726806640625,88.94422149658203,50.258487701416016,214.5482177734375,66.56807708740234,630.6771850585938
2021-04-13,97.65436553955078,212.9755096435547,143.37869262695312,87.88997650146484,50.51103591918945,219.5570526123047,66.9212875366211,643.7571411132812
2021-04-14,96.66707611083984,211.80987548828125,142.2291259765625,88.18455505371094,50.02120590209961,216.87582397460938,66.30319213867188,633.3041381835938
2021-04-15,99.04716491699219,216.61260986328125,145.28924560546875,88.81243896484375,51.215126037597656,220.21499633789062,67.32746124267578,655.6878662109375
2021-04-16,99.22347259521484,217.8921356201172,145.41062927246094,90.7891616821289,51.291656494140625,219.43365478515625,66.83296966552734,645.9189453125
2021-04-19,98.9501953125,217.8220672607422,146.3011932373047,90.35505676269531,51.53655242919922,222.3780975341797,66.11775970458984,654.2650146484375
2021-04-20,101.15397644042969,221.44158935546875,148.1469268798828,88.5721435546875,52.493221282958984,224.83724975585938,67.21266174316406,662.410400390625
2021-04-21,101.11872100830078,221.0121612548828,148.05784606933594,91.18451690673828,53.06718826293945,224.99351501464844,67.42457580566406,662.3281860351562
2021-04-22,101.09228515625,220.45126342773438,149.12649536132812,89.6496353149414,52.86821365356445,227.43621826171875,66.77999114990234,654.88525390625
2021-04-23,101.259765625,222.64230346679688,151.53082275390625,90.63411712646484,53.11310577392578,227.63363647460938,66.61223602294922,655.012939453125
2021-04-26,101.56829833984375,221.72206115722656,150.65650939941406,93.15345764160156,53.05188751220703,226.2765655517578,67.00959014892578,653.9730224609375
2021-04-27,101.24214172363281,221.28382873535156,149.55552673339844,94.8510971069336,52.69983673095703,226.2272186279297,67.5217056274414,651.1546630859375
2021-04-28,101.4625015258789,220.81057739257812,149.91986083984375,95.42473602294922,52.5008659362793,224.72210693359375,66.68287658691406,645.225830078125
2021-04-29,102.493896484375,219.4609375,152.16226196289062,95.60301971435547,53.044227600097656,229.862548828125,67.1773452758789,644.0398559570312
2021-04-30,102.72308349609375,223.28204345703125,153.05276489257812,94.37049865722656,53.10184097290039,231.24427795410156,66.25021362304688,657.43017578125
2021-05-03,102.26469421386719,221.22251892089844,151.95181274414062,95.50225067138672,52.74089813232422,228.669921875,67.53937530517578,648.5733032226562
2021-05-04,101.90327453613281,218.12002563476562,148.87551879882812,94.07592010498047,53.07112503051758,229.75558471679688,66.14424133300781,647.6430053710938
2021-05-05,99.62016296386719,217.87464904785156,148.29263305664062,93.73484802246094,51.55830764770508,225.86532592773438,64.1487045288086,632.1093139648438
2021-05-06,101.1275405883789,213.8606719970703,146.43067932128906,95.28520202636719,51.87317657470703,226.35061645507812,64.9080810546875,637.6549682617188
2021-05-07,102.27350616455078,216.90182495117188,148.4059600830078,96.85106658935547,52.29551315307617,228.0448455810547,65.95883178710938,650.7625732421875
2021-05-10,102.43217468261719,217.8921356201172,148.30072021484375,98.254150390625,51.865478515625,227.9543914794922,66.15467834472656,656.7368774414062
2021-05-11,101.2509536743164,216.75283813476562,147.5155029296875,95.06815338134766,50.82877731323242,225.61865234375,65.0685806274414,654.9490966796875
2021-05-12,99.05599975585938,212.0552978515625,144.77114868164062,91.1767578125,49.71529769897461,221.8270263671875,63.24354934692383,643.3831787109375
2021-05-13,100.05208587646484,213.84317016601562,145.5159149169922,91.46355438232422,49.6922607421875,225.3142852783203,64.1694107055664,652.5684814453125
2021-05-14,101.0658187866211,216.26202392578125,146.61688232421875,94.71157836914062,50.176048278808594,224.90306091308594,65.18431091308594,658.5794067382812
2021-05-17,100.66033935546875,215.49960327148438,147.33738708496094,94.75808715820312,50.22211456298828,227.47740173339844,65.09528350830078,652.20361328125
2021-05-18,101.35671997070312,215.90267944335938,147.96075439453125,95.0138931274414,50.28355407714844,226.6466827392578,65.10417938232422,655.1068115234375
2021-05-19,101.68290710449219,215.63101196289062,147.21595764160156,94.78132629394531,50.42178726196289,227.4445037841797,64.82820892333984,655.1342163085938
2021-05-20,103.45474243164062,219.82025146484375,150.13027954101562,95.0138931274414,51.38167953491211,229.70626831054688,65.38017272949219,666.8200073242188
2021-05-21,103.60459899902344,219.05776977539062,150.2112579345703,94.86660766601562,51.12827682495117,227.60069274902344,65.23770904541016,664.1640625
2021-05-24,104.15113067626953,221.5380096435547,150.7698211669922,96.61852264404297,52.326229095458984,229.01539611816406,66.46627807617188,662.4058227539062
2021-05-25,104.17758178710938,222.0550537109375,152.35655212402344,96.4324722290039,52.863773345947266,229.278564453125,66.61761474609375,673.3587646484375
2021-05-26,103.58697509765625,223.0103759765625,152.49417114257812,98.21538543701172,53.07879638671875,229.9447021484375,66.76005554199219,673.4778442382812
2021-05-27,103.01399230957031,222.70362854003906,153.23086547851562,99.44792938232422,52.37995910644531,230.1832275390625,65.96772003173828,673.2030639648438
2021-05-28,103.87787628173828,223.8867645263672,153.40896606445312,99.60295867919922,52.707489013671875,232.3299102783203,66.56420135498047,674.6959228515625
2021-05-31,,,,,,,,
2021-06-01,105.632080078125,226.61241149902344,155.04425048828125,104.02147674560547,53.439537048339844,234.8630828857422,68.28239440917969,677.1685180664062
2021-06-02,107.3157730102539,230.43356323242188,158.11245727539062,104.79667663574219,54.41044998168945,236.86167907714844,69.27946472167969,694.3034057617188
2021-06-03,107.43038177490234,230.80162048339844,157.78860473632812,103.92073059082031,54.08681106567383,237.5690460205078,68.2912826538086,711.621337890625
2021-06-04,107.88877868652344,232.49307250976562,159.2458038330078,102.53314971923828,54.26406478881836,237.45382690429688,68.05982208251953,719.2684326171875
2021-06-07,108.1444091796875,235.42901611328125,160.32249450683594,103.87421417236328,54.21010971069336,239.5182647705078,68.43373107910156,728.1243286132812
2021-06-08,109.00831604003906,233.1416473388672,158.89768981933594,105.19977569580078,54.29484939575195,241.31126403808594,69.57324981689453,747.90576171875
2021-06-09,108.96422576904297,234.00929260253906,159.55343627929688,105.10675048828125,54.680152893066406,241.67308044433594,70.1875228881836,741.8157958984375
2021-06-10,111.31786346435547,237.3484344482422,162.10350036621094,104.2928237915039,54.77263259887695,243.0137481689453,70.4546127319336,753.702880859375
2021-06-11,109.93388366699219,235.18370056152344,158.37911987304688,104.05249786376953,54.23322677612305,243.29336547851562,70.93534088134766,747.3379516601562
2021-06-14,111.21209716796875,237.45355224609375,160.6121368408203,103.31607818603516,54.402740478515625,243.97235107421875,72.29742431640625,754.6187133789062
2021-06-15,109.09468841552734,237.0416259765625,159.33262634277344,101.7734603881836,53.639862060546875,242.7799530029297,72.2529296875,740.890625
2021-06-16,107.57087707519531,233.58859252929688,158.0613250732422,101.33935546875,52.746002197265625,241.96847534179688,71.93241882324219,741.7789916992188
2021-06-17,108.62513732910156,237.33116149902344,160.43280029296875,99.73473358154297,52.57647705078125,244.8087158203125,71.70986938476562,746.8068237304688
2021-06-18,105.93187713623047,234.18739318847656,158.2976531982422,97.15338897705078,51.5053825378418,247.06101989746094,69.89374542236328,753.5015258789062
2021-06-21,108.60742950439453,235.7724609375,161.0766143798828,101.9362564086914,52.44548416137695,251.35870361328125,71.736572265625,753.254150390625
2021-06-22,108.06698608398438,234.77737426757812,160.6447296142578,100.96728515625,51.99855041503906,250.44781494140625,73.19657897949219,753.3181762695312
2021-06-23,107.30509185791016,232.67276000976562,159.74014282226562,102.48665618896484,51.95231246948242,251.53257751464844,74.30940246582031,735.9088134765625
2021-06-24,107.43798065185547,232.61111450195312,159.6749267578125,101.25409698486328,51.62867736816406,249.94273376464844,74.30049896240234,713.70947265625
2021-06-25,108.08470153808594,234.7157745361328,160.16392517089844,101.6029281616211,52.499420166015625,252.3523712158203,74.79903411865234,717.4459228515625
2021-06-28,107.74805450439453,239.33889770507812,161.3863067626953,100.92852020263672,52.26825714111328,252.14540100097656,73.85538482666016,731.2930297851562
2021-06-29,107.59745025634766,240.21951293945312,160.83216857910156,101.5409164428711,52.3607292175293,251.30068969726562,74.25598907470703,734.7821655273438
2021-06-30,105.89645385742188,237.8858642578125,158.99851989746094,101.14557647705078,51.6075439453125,248.99038696289062,73.9800033569336,735.029541015625
2021-07-01,106.29512786865234,238.05328369140625,158.6725616455078,103.07319641113281,51.84727478027344,248.70065307617188,74.54086303710938,730.4872436523438
2021-07-02,107.225341796875,240.2899932861328,160.5387725830078,101.57655334472656,52.17977523803711,250.67140197753906,75.60027313232422,733.1062622070312
2021-07-05,,,,,,,,
2021-07-06,108.56312561035156,242.8084716796875,162.69024658203125,100.01720428466797,52.775184631347656,254.99392700195312,75.79611206054688,750.1494750976562
2021-07-07,109.22759246826172,244.95716857910156,163.66822814941406,98.56756591796875,52.728797912597656,255.20916748046875,75.5557632446289,758.1171875
2021-07-08,109.06810760498047,244.73704528808594,163.59486389160156,98.01905822753906,52.50453186035156,254.364501953125,75.57354736328125,758.4650268554688
2021-07-09,111.08805084228516,245.20372009277344,164.39352416992188,101.6235580444336,53.25461959838867,258.0908203125,76.94452667236328,751.2577514648438
2021-07-12,112.87764739990234,246.559814453125,165.50186157226562,102.07804107666016,53.58711242675781,259.7966613769531,77.923828125,759.7105712890625
2021-07-13,111.28296661376953,245.27420043945312,163.3096160888672,99.21012115478516,52.93756103515625,256.93157958984375,77.42528533935547,753.748779296875
2021-07-14,111.83224487304688,247.77505493164062,164.54022216796875,99.86833190917969,53.24688720703125,259.1673278808594,78.52029418945312,761.8079223632812
