Date,LIN,APD,ECL,SHW,PPG,MLM,VMC,NUE,STLD,FCX,ALB,DD
2020-07-15,220.12046813964844,248.54075622558594,196.51022338867188,189.74400329589844,103.86880493164062,214.16506958007812,118.05632019042969,38.052913665771484,24.636985778808594,12.662979125976562,81.32511901855469,20.642688751220703
2020-07-16,221.28759765625,253.141845703125,196.87887573242188,190.1663818359375,103.54537963867188,215.17787170410156,118.72529602050781,38.12594985961914,24.655227661132812,12.606825828552246,81.18424987792969,20.612579345703125
2020-07-17,224.72430419921875,259.14447021484375,198.83546447753906,193.76158142089844,100.50892639160156,215.6215362548828,119.41338348388672,37.669456481933594,24.454559326171875,12.709774017333984,83.07183074951172,20.51474380493164
2020-07-20,222.61224365234375,256.3855285644531,198.35340881347656,193.12318420410156,98.2719955444336,213.58639526367188,119.5663070678711,37.1581916809082,24.153549194335938,12.569389343261719,81.73833465576172,19.999250411987305
2020-07-21,226.02108764648438,255.9624786376953,196.2738800048828,194.81283569335938,98.96373748779297,217.68563842773438,121.3343276977539,38.2446403503418,24.682594299316406,12.522594451904297,81.86978149414062,20.292749404907227
2020-07-22,227.26239013671875,260.47552490234375,198.7976531982422,198.7827606201172,100.3292465209961,216.3738555908203,121.51590728759766,38.58243179321289,25.284608840942383,12.747212409973145,82.34873962402344,20.48089027404785
2020-07-23,227.85523986816406,258.4834289550781,198.0603790283203,196.4325714111328,99.56562042236328,215.5057830810547,121.49678802490234,38.88371658325195,25.13866424560547,12.466437339782715,82.5741195678711,20.827064514160156
2020-07-24,226.08596801757812,256.95849609375,198.5518798828125,196.915283203125,99.32305908203125,215.718017578125,121.64014434814453,39.12110137939453,25.38494300842285,12.279252052307129,81.73833465576172,20.526037216186523
2020-07-27,228.67037963867188,259.7702941894531,200.42340087890625,198.6620635986328,99.026611328125,219.9137420654297,122.45250701904297,40.01581954956055,25.87750244140625,12.691056251525879,80.55506134033203,20.827064514160156
2020-07-28,225.7432098388672,254.9752655029297,183.10707092285156,201.2123565673828,97.5443344116211,204.8670196533203,115.16058349609375,38.956756591796875,24.92887306213379,12.38220500946045,78.60174560546875,20.326610565185547
2020-07-29,226.67880249023438,254.60513305664062,184.15626525878906,205.68406677246094,99.18832397460938,206.53564453125,115.71487426757812,39.49541091918945,25.530887603759766,12.447718620300293,78.7238540649414,20.891029357910156
2020-07-30,224.18701171875,251.04408264160156,180.5833740234375,205.68406677246094,97.20293426513672,201.78045654296875,114.37691497802734,38.984153747558594,25.14778709411621,12.11078929901123,77.94438171386719,20.338680267333984
2020-07-31,227.04930114746094,252.64825439453125,176.830810546875,205.77621459960938,96.7088394165039,199.8321533203125,112.21705627441406,38.29941177368164,25.00184440612793,12.092070579528809,77.43728637695312,20.232746124267578
2020-08-03,226.30824279785156,245.40277099609375,174.30711364746094,203.62289428710938,96.46629333496094,200.70021057128906,112.32218170166016,39.130226135253906,25.667709350585938,12.26053524017334,78.25430297851562,19.846853256225586
2020-08-04,225.88211059570312,246.4340057373047,178.93869018554688,206.72581481933594,96.83460998535156,204.751220703125,118.82087707519531,39.26716232299805,25.457916259765625,12.120145797729492,80.13247680664062,20.11168670654297
2020-08-05,229.97640991210938,250.87657165527344,181.42459106445312,206.66860961914062,100.31127166748047,209.1591796875,120.93294525146484,39.69626998901367,25.68595314025879,13.074784278869629,83.20330047607422,20.705650329589844
2020-08-06,228.48512268066406,249.43978881835938,183.560791015625,207.88821411132812,100.11363983154297,205.52285766601562,120.79914093017578,39.49541091918945,25.530887603759766,13.626977920532227,78.26370239257812,20.698087692260742
2020-08-07,227.2345733642578,248.2938995361328,184.22244262695312,208.5709991455078,102.65032958984375,212.1974334716797,124.31605529785156,40.4814338684082,25.986955642700195,13.065423011779785,79.29667663574219,21.136943817138672
2020-08-10,225.4097137451172,247.89727783203125,184.6005096435547,206.8337860107422,104.48289489746094,215.48651123046875,126.20835876464844,42.088279724121094,27.53759765625,13.458512306213379,81.90735626220703,21.81792640686035
2020-08-11,226.8084716796875,248.2146759033203,185.47012329101562,207.19898986816406,109.13198852539062,217.55062866210938,127.33609008789062,41.45832061767578,27.647056579589844,13.065423011779785,86.81879425048828,21.677942276000977
2020-08-12,230.3099365234375,251.56407165527344,187.80474853515625,213.3889617919922,109.22227478027344,213.2777099609375,126.04589080810547,41.896541595458984,27.98455238342285,13.074784278869629,85.47589874267578,22.075183868408203
2020-08-13,230.87498474121094,254.12908935546875,185.78199768066406,212.5441436767578,107.2542953491211,211.84056091308594,123.89559936523438,41.54048538208008,27.87510108947754,12.906320571899414,86.02056121826172,21.95033836364746
2020-08-14,230.1894989013672,255.46005249023438,184.04286193847656,211.6961669921875,107.40776824951172,211.55123901367188,123.99117279052734,42.21609115600586,28.2308349609375,12.896961212158203,86.76244354248047,22.003297805786133
2020-08-17,230.12466430664062,255.23089599609375,184.17520141601562,213.10629272460938,107.35360717773438,208.7444305419922,124.268310546875,42.334774017333984,28.166976928710938,13.196454048156738,86.18022155761719,21.73847198486328
2020-08-18,228.6889190673828,252.4014129638672,183.7214813232422,212.78236389160156,107.14598083496094,207.26864624023438,123.26222229003906,42.334774017333984,27.720033645629883,13.486587524414062,86.58403015136719,21.564443588256836
2020-08-19,229.0223846435547,252.93035888671875,183.428466796875,211.22930908203125,107.10082244873047,204.6644287109375,121.71949768066406,41.80524826049805,27.519357681274414,13.982625961303711,86.63097381591797,21.288270950317383
2020-08-20,227.2345733642578,252.15467834472656,183.75926208496094,212.4385986328125,106.73975372314453,201.77085876464844,120.83798217773438,41.67743682861328,27.528480529785156,13.758004188537598,85.50406646728516,21.227737426757812
2020-08-21,226.29896545410156,252.48072814941406,184.17520141601562,215.07040405273438,106.73070526123047,202.22418212890625,120.56966400146484,40.80097198486328,26.99031639099121,13.43979263305664,84.27385711669922,20.860763549804688
2020-08-24,230.56932067871094,253.54736328125,186.69891357421875,213.6669921875,109.30352020263672,204.519775390625,119.4581527709961,42.015235900878906,27.637937545776367,13.626977920532227,86.37743377685547,21.522825241088867
2020-08-25,231.6531524658203,255.10745239257812,185.25271606445312,213.3105926513672,108.16606140136719,203.8059539794922,119.30484771728516,41.60439682006836,27.218351364135742,13.53338623046875,85.5416259765625,21.26178550720215
2020-08-26,234.2467803955078,259.1092834472656,186.3113555908203,215.35365295410156,108.28341674804688,201.07635498046875,117.7525634765625,41.54048538208008,27.11801528930664,14.048140525817871,86.30228424072266,21.530399322509766
2020-08-27,232.4404296875,258.0426330566406,186.85011291503906,213.79112243652344,109.04173278808594,201.66476440429688,118.8736572265625,41.58613204956055,27.17274284362793,13.945185661315918,85.5792007446289,21.405548095703125
2020-08-28,234.88597106933594,261.5773620605469,189.515625,215.09902954101562,110.24236297607422,199.9671630859375,117.7525634765625,41.98785400390625,27.54672622680664,14.647128105163574,86.69671630859375,21.632539749145508
2020-08-31,231.3381805419922,257.61077880859375,186.28298950195312,213.5524139404297,108.68964385986328,196.21444702148438,114.98339080810547,41.50396728515625,26.92646598815918,14.609691619873047,85.46650695800781,21.095321655273438
2020-09-01,238.00759887695312,266.8394775390625,190.61204528808594,218.32276916503906,111.93950653076172,201.0407257080078,117.1105728149414,42.58127975463867,27.455509185791016,15.143162727355957,91.45789337158203,21.66280746459961
2020-09-02,241.96206665039062,273.5208435058594,197.72010803222656,222.49801635742188,113.72693634033203,205.59625244140625,120.15765380859375,43.329925537109375,28.066648483276367,15.227397918701172,93.5802230834961,22.759952545166016
2020-09-03,232.8685760498047,261.947509765625,193.61788940429688,216.03147888183594,110.8471908569336,204.1164093017578,118.74909210205078,42.553890228271484,27.647056579589844,14.562893867492676,87.50431823730469,21.984384536743164
2020-09-04,230.31163024902344,263.0492248535156,193.54222106933594,216.27967834472656,110.68470764160156,208.05288696289062,119.77436065673828,42.81864547729492,27.966306686401367,14.993419647216797,88.95053100585938,22.24542808532715
2020-09-07,,,,,,,,,,,,
2020-09-08,225.9880828857422,259.6028137207031,187.03919982910156,212.9954833984375,109.22227478027344,200.14125061035156,117.2542953491211,41.622650146484375,26.79876708984375,14.71264362335205,87.46675872802734,21.496349334716797
2020-09-09,233.51947021484375,267.3154602050781,191.87869262695312,220.99281311035156,113.14915466308594,196.7754364013672,116.57398986816406,42.05175018310547,26.76228141784668,15.105729103088379,89.60789489746094,21.916290283203125
2020-09-10,229.93040466308594,260.22869873046875,190.81057739257812,223.61187744140625,113.5102767944336,200.5281219482422,118.17417907714844,41.44005584716797,26.506881713867188,14.759438514709473,87.8048324584961,21.84062385559082
2020-09-11,232.6082763671875,264.7152099609375,192.44580078125,225.5467071533203,114.73799133300781,203.03317260742188,120.71341705322266,41.93305969238281,26.753156661987305,15.227397918701172,89.17591094970703,22.158414840698242
2020-09-14,233.61245727539062,267.9325256347656,194.11325073242188,228.36634826660156,117.5455322265625,209.37796020507812,124.89111328125,42.6634521484375,27.446388244628906,15.311629295349121,92.19038391113281,22.4837703704834
2020-09-15,233.1289520263672,267.99420166015625,195.7616729736328,227.93667602539062,117.28370666503906,210.94483947753906,125.9260025024414,42.71822738647461,27.701786041259766,15.35842514038086,92.39697265625,22.529170989990234
2020-09-16,231.37161254882812,266.6014404296875,196.8891143798828,227.57711791992188,116.48930358886719,217.57008361816406,127.71778869628906,43.42121887207031,27.78388023376465,15.704720497131348,91.84291076660156,22.76372718811035
2020-09-17,232.81283569335938,266.17840576171875,196.58596801757812,226.75924682617188,116.67887878417969,219.53347778320312,128.15858459472656,44.70851135253906,28.513593673706055,15.938697814941406,94.70429992675781,22.99073028564453
2020-09-18,228.82394409179688,260.7398986816406,193.28895568847656,221.3301239013672,113.537353515625,217.83116149902344,125.89722442626953,44.90024185180664,29.2159423828125,15.910615921020508,92.35675048828125,22.43080711364746
2020-09-21,221.7017059326172,256.3062438964844,188.03089904785156,217.30125427246094,108.40077209472656,211.1479034423828,121.37456512451172,41.81436538696289,26.771400451660156,14.647128105163574,89.68862915039062,21.254220962524414
2020-09-22,221.50643920898438,258.65966796875,188.6845703125,221.59426879882812,109.06878662109375,214.20428466796875,123.06096649169922,41.7048225402832,26.807884216308594,14.675207138061523,89.7923355102539,21.095321655273438
2020-09-23,216.7830047607422,251.59051513671875,184.93289184570312,215.5477752685547,106.81195831298828,212.78248596191406,121.1349868774414,40.782711029052734,26.4521541595459,13.823521614074707,75.82001495361328,20.569459915161133
2020-09-24,218.0382537841797,255.60987854003906,184.3739013671875,218.2782440185547,107.38068389892578,213.67227172851562,123.1663589477539,40.8648796081543,26.333576202392578,14.394431114196777,78.54471588134766,20.54296875
2020-09-25,216.4111328125,256.2445373535156,185.71923828125,221.953857421875,108.55424499511719,218.65335083007812,125.02525329589844,41.3122444152832,26.32445526123047,14.31955623626709,79.68549346923828,20.82292938232422
2020-09-28,220.40927124023438,257.97216796875,187.84141540527344,225.01210021972656,109.89932250976562,224.27272033691406,128.12982177734375,42.243473052978516,27.346052169799805,14.881108283996582,79.9871826171875,21.394203186035156
2020-09-29,219.83277893066406,259.0211181640625,187.06454467773438,224.56976318359375,108.62644958496094,223.4796142578125,127.15245819091797,41.20550537109375,26.36185073852539,14.338274002075195,81.89167785644531,20.879682540893555
2020-09-30,221.4134979248047,263.7495422363281,189.32879638671875,221.7279052734375,110.20624542236328,227.6385498046875,129.873779296875,41.31603240966797,26.33425521850586,14.637768745422363,84.17323303222656,20.989395141601562
2020-10-01,216.36463928222656,260.9248962402344,186.7139892578125,219.83758544921875,109.93543243408203,227.16465759277344,128.76223754882812,41.491024017333984,26.757368087768555,14.553536415100098,81.76909637451172,20.629987716674805
2020-10-02,215.85325622558594,262.13800048828125,187.6424560546875,219.25840759277344,111.28050994873047,232.6582794189453,131.08108520507812,42.402809143066406,27.318456649780273,14.91854476928711,84.18265533447266,20.72078514099121
2020-10-05,218.5868682861328,265.9278259277344,188.9025115966797,219.4556884765625,113.67276763916016,241.00514221191406,135.6324920654297,43.54484558105469,28.50501251220703,15.274192810058594,89.33977508544922,21.216388702392578
2020-10-06,215.78814697265625,262.2796936035156,186.09820556640625,217.15805053710938,112.43602752685547,241.4500732421875,135.40252685546875,43.222496032714844,28.394643783569336,14.71264362335205,88.37812042236328,21.23908233642578
2020-10-07,222.17584228515625,267.51287841796875,190.8067626953125,220.15582275390625,116.39904022216797,256.0740051269531,140.3563995361328,44.80662155151367,29.37883949279785,15.798312187194824,91.15938568115234,21.814138412475586
2020-10-08,221.0601348876953,265.3433532714844,190.86363220214844,219.03562927246094,121.86060333251953,266.7712097167969,146.69007873535156,45.53420639038086,30.2066650390625,15.723433494567871,91.40450286865234,22.423242568969727
2020-10-09,223.0963897705078,266.17584228515625,192.47421264648438,222.25621032714844,122.6640396118164,264.1404724121094,144.47662353515625,45.00002670288086,29.96752166748047,16.125879287719727,90.53714752197266,22.43837547302246
2020-10-12,223.39393615722656,268.1946716308594,192.0668182373047,223.52276611328125,122.81751251220703,261.30657958984375,143.81549072265625,45.38684844970703,30.547006607055664,15.732796669006348,89.50949096679688,22.105445861816406
2020-10-13,219.41439819335938,266.6185607910156,190.47520446777344,221.8679656982422,120.5787353515625,252.45675659179688,139.8006591796875,44.825035095214844,30.087095260620117,15.74215316772461,89.69804382324219,22.063833236694336
2020-10-14,218.3730010986328,263.7938232421875,190.72152709960938,220.85279846191406,121.49951171875,251.30581665039062,141.55413818359375,45.47895812988281,30.592992782592773,15.854464530944824,89.17950439453125,22.234085083007812
2020-10-15,213.4822998046875,262.06707763671875,190.84469604492188,218.94651794433594,123.44039916992188,248.4331817626953,139.73358154296875,45.36843490600586,30.712566375732422,16.107160568237305,88.9532470703125,22.42702293395996
2020-10-16,216.7179412841797,263.99749755859375,193.77210998535156,221.27603149414062,123.81954193115234,250.47398376464844,140.29888916015625,45.432899475097656,30.712566375732422,16.051008224487305,88.076416015625,22.38541030883789
2020-10-19,213.73326110839844,260.47332763671875,191.17628479003906,216.98304748535156,121.25577545166016,248.27845764160156,139.53233337402344,45.10133361816406,30.464216232299805,16.04164695739746,87.27503967285156,22.10923194885254
2020-10-20,216.8667449951172,260.76544189453125,192.3321075439453,214.78721618652344,121.53561401367188,248.65567016601562,139.36944580078125,44.677677154541016,29.32364845275879,16.48152732849121,88.20842742919922,22.5026912689209
2020-10-21,214.70028686523438,259.6763610839844,192.52159118652344,214.51351928710938,120.99395751953125,247.82386779785156,138.65081787109375,44.61320877075195,28.68897819519043,16.5844783782959,90.38629150390625,22.192462921142578
2020-10-22,216.8295135498047,258.781982421875,194.09425354003906,215.76416015625,120.6960678100586,250.59971618652344,138.77532958984375,45.957862854003906,29.562801361083984,17.174104690551758,89.52835083007812,22.5026912689209
2020-10-23,217.82443237304688,260.3315734863281,194.09425354003906,217.4540252685547,121.21063995361328,253.80113220214844,139.3311309814453,46.22495651245117,29.96752166748047,17.183467864990234,90.96141052246094,22.631319046020508
2020-10-26,211.9853057861328,253.6019287109375,187.7466583251953,213.33920288085938,118.55659484863281,245.9088134765625,135.1916961669922,44.46584701538086,28.83614730834961,16.247549057006836,89.07579803466797,22.13193130493164
2020-10-27,209.6421661376953,251.03408813476562,179.7884979248047,214.3225555419922,114.99978637695312,247.14686584472656,136.15948486328125,44.41059494018555,28.88213539123535,16.5844783782959,89.7357406616211,21.696857452392578
2020-10-28,201.6830596923828,241.7188262939453,175.6009979248047,215.9741668701172,113.03182220458984,239.3319091796875,131.73263549804688,42.90016174316406,28.118690490722656,15.788951873779297,85.58743286132812,21.152070999145508
2020-10-29,204.40740966796875,245.07470703125,177.1073455810547,220.2481231689453,115.64073181152344,254.95213317871094,137.50096130371094,44.1527099609375,29.084497451782227,16.35985565185547,88.40641021728516,21.92763328552246
2020-10-30,204.87232971191406,244.60540771484375,173.93353271484375,218.9401397705078,117.1031723022461,257.6118469238281,138.78497314453125,43.98693084716797,28.955726623535156,16.228832244873047,87.87844848632812,21.5190486907959
2020-11-02,212.53387451171875,253.8586883544922,178.9168701171875,225.7249755859375,122.03215789794922,262.0996398925781,143.192626953125,45.00923538208008,29.33285140991211,17.071155548095703,91.30078887939453,22.24542808532715
2020-11-03,217.65707397460938,255.93968200683594,182.47911071777344,225.97634887695312,123.54872131347656,267.1000671386719,143.88253784179688,46.09601593017578,29.72836685180664,17.567195892333984,92.03617858886719,22.55187225341797
2020-11-04,218.77279663085938,256.1610107421875,181.7969970703125,230.3998565673828,119.89262390136719,245.4349365234375,130.6594696044922,43.24092102050781,28.29345703125,16.846538543701172,88.08584594726562,22.003297805786133
2020-11-05,232.22702026367188,268.60205078125,186.08872985839844,232.2551727294922,124.81253051757812,251.6732940673828,131.72305297851562,44.944766998291016,29.663984298706055,17.613990783691406,99.4654541015625,22.77129364013672
2020-11-06,232.74774169921875,271.5949401855469,188.9025115966797,234.25369262695312,125.26390075683594,247.77549743652344,129.05931091308594,44.59477996826172,29.470821380615234,17.89476776123047,105.80108642578125,22.555648803710938
2020-11-09,239.56320190429688,276.8634948730469,205.4915008544922,219.8248748779297,128.5718231201172,252.85324096679688,130.0078887939453,46.74992752075195,30.67577362060547,18.521827697753906,110.0531234741211,23.327430725097656
2020-11-10,243.6449737548828,274.47271728515625,201.06715393066406,229.89703369140625,129.43272399902344,257.2926940917969,134.1664581298828,47.68935012817383,31.19087028503418,18.549911499023438,111.18446350097656,23.36526870727539
2020-11-11,241.39486694335938,248.67868041992188,198.79339599609375,231.510498046875,129.27865600585938,257.2637023925781,135.71871948242188,46.79597854614258,31.126483917236328,18.27849578857422,111.78784942626953,22.81669807434082
2020-11-12,237.16429138183594,234.9271240234375,192.77737426757812,228.69528198242188,126.75923919677734,252.02146911621094,133.22738647460938,45.69078063964844,30.45502281188965,18.26913833618164,111.85386657714844,22.691850662231445
2020-11-13,239.0145721435547,233.65208435058594,197.46705627441406,231.5551300048828,129.43272399902344,255.47442626953125,132.2117156982422,47.578826904296875,31.84393882751465,18.84940528869629,115.47421264648438,23.31608009338379
2020-11-16,237.52691650390625,235.9277801513672,202.1566619873047,233.28314208984375,130.74681091308594,262.3125,135.8907012939453,50.0102653503418,33.950313568115234,19.6542911529541,121.54585266113281,23.993282318115234
2020-11-17,234.43995666503906,235.794921875,201.10507202148438,233.08547973632812,129.840576171875,260.49407958984375,134.99734497070312,49.605018615722656,33.637569427490234,19.682374954223633,120.63133239746094,23.894916534423828
2020-11-18,232.7291259765625,237.04345703125,198.42388916015625,230.70388793945312,129.4145965576172,260.52313232421875,135.25668334960938,48.739280700683594,32.77294921875,19.38287353515625,119.3019790649414,23.5128116607666
2020-11-19,235.30462646484375,239.3988494873047,199.8354949951172,232.3362579345703,129.79525756835938,260.70684814453125,134.5843048095703,48.65639877319336,32.94770431518555,19.757247924804688,118.60431671142578,23.474985122680664
2020-11-20,234.3748779296875,239.50503540039062,199.57974243164062,230.90159606933594,129.63204956054688,256.8865661621094,133.8927459716797,48.39851760864258,32.42341613769531,19.888273239135742,120.57477569580078,23.66414451599121
2020-11-23,234.43995666503906,243.73770141601562,202.6682586669922,234.05792236328125,131.208984375,258.1341552734375,133.37399291992188,49.43002700805664,33.35242462158203,20.505977630615234,126.39187622070312,24.057600021362305
2020-11-24,238.177734375,251.49444580078125,207.77479553222656,234.42771911621094,134.06373596191406,265.9007568359375,139.21421813964844,51.96279525756836,35.53239059448242,21.629079818725586,129.40878295898438,24.90882682800293
2020-11-25,235.5557403564453,246.27015686035156,206.5620880126953,233.13967895507812,132.93995666503906,263.7341613769531,138.34014892578125,50.45234680175781,34.842529296875,22.03152847290039,127.02348327636719,24.549419403076172
2020-11-26,,,,,,,,,,,,
2020-11-27,239.35862731933594,246.01339721679688,212.98550415039062,234.5935516357422,133.92779541015625,262.1190185546875,136.71678161621094,50.71943283081055,34.6309814453125,22.0128116607666,129.78594970703125,24.530414581298828
2020-11-30,238.4195098876953,248.05877685546875,210.4654083251953,238.3619842529297,133.01248168945312,257.45703125,134.14244079589844,49.457664489746094,33.30643844604492,21.891132354736328,128.1925811767578,24.112323760986328
2020-12-01,240.7254638671875,250.75070190429688,212.23703002929688,236.96873474121094,135.1331329345703,266.9942626953125,137.696533203125,50.59049606323242,34.345829010009766,22.1251163482666,128.10772705078125,24.146535873413086
2020-12-02,234.2512969970703,242.5157470703125,207.61370849609375,228.166015625,133.32061767578125,265.04608154296875,135.28553771972656,50.74706268310547,34.18026351928711,22.536922454833984,127.51378631591797,24.309967041015625
2020-12-03,229.7715606689453,236.64498901367188,208.1916046142578,225.74295043945312,131.79808044433594,272.49951171875,138.86843872070312,50.470760345458984,34.59417724609375,22.82706069946289,124.18568420410156,24.397388458251953
2020-12-04,233.8966522216797,242.40943908691406,213.74343872070312,225.0606689453125,133.15745544433594,276.17291259765625,140.6646728515625,51.96279525756836,35.72554397583008,23.454116821289062,131.25668334960938,25.092937469482422
2020-12-07,233.11273193359375,238.35389709472656,211.02435302734375,226.3902130126953,131.31776428222656,276.17291259765625,140.31886291503906,51.52070617675781,35.33922576904297,23.0048828125,131.99205017089844,24.868688583374023
2020-12-08,232.60874938964844,237.51278686523438,212.6065216064453,229.31700134277344,131.2996368408203,274.12774658203125,138.75315856933594,52.07330322265625,35.32083511352539,22.901933670043945,135.7161407470703,25.393205642700195
2020-12-09,234.38197326660156,239.58477783203125,214.0181427001953,229.7569580078125,131.76185607910156,268.65155029296875,136.15963745117188,51.971988677978516,35.67036056518555,22.89257049560547,134.396240234375,25.68206214904785
2020-12-10,234.20462036132812,238.0352325439453,211.34646606445312,229.49549865722656,129.89495849609375,258.5328063964844,132.32696533203125,52.59827423095703,36.43380355834961,23.266937255859375,133.70138549804688,25.30198097229004
2020-12-11,232.75807189941406,236.7423858642578,209.6127471923828,229.10975646972656,129.53244018554688,258.9786682128906,133.40284729003906,52.165401458740234,35.99230194091797,23.0329647064209,131.0732879638672,25.237363815307617
2020-12-14,231.0782012939453,235.00686645507812,206.03323364257812,229.186279296875,128.4720916748047,251.70945739746094,130.09849548339844,51.26282501220703,34.8977165222168,22.27486228942871,127.21626281738281,24.994115829467773
2020-12-15,234.86729431152344,239.08895874023438,211.68255615234375,230.29896545410156,130.61085510253906,258.35833740234375,132.01963806152344,52.10093688964844,35.52320098876953,22.742828369140625,130.402099609375,25.85689926147461
2020-12-16,233.4393768310547,238.1060028076172,208.89114379882812,230.3468017578125,129.49615478515625,254.1616668701172,132.25975036621094,51.981197357177734,35.24724578857422,22.82706069946289,128.36012268066406,25.98992347717285
2020-12-17,239.50564575195312,237.84039306640625,209.46083068847656,231.5455780029297,130.76492309570312,257.5539245605469,134.0368194580078,51.06941223144531,34.57577896118164,23.135908126831055,129.9672393798828,26.41181182861328
2020-12-18,240.47625732421875,238.68162536621094,207.5334014892578,232.1768341064453,131.79808044433594,267.8471984863281,139.4927978515625,49.669498443603516,33.22365951538086,23.051677703857422,131.30963134765625,27.11116600036621
2020-12-21,237.20977783203125,234.2010040283203,204.9033966064453,232.47653198242188,132.40530395507812,267.1881408691406,138.83961486816406,49.8629035949707,33.98710632324219,23.266937255859375,134.2591552734375,26.776695251464844
2020-12-22,236.5471954345703,233.77598571777344,204.3336944580078,234.9952392578125,131.13650512695312,264.8909912109375,137.61968994140625,48.895843505859375,33.42601013183594,22.696027755737305,138.2769012451172,26.76529312133789
2020-12-23,238.07772827148438,235.75949096679688,202.5392303466797,230.97166442871094,130.38429260253906,265.36590576171875,137.08181762695312,48.41694259643555,33.453609466552734,23.266937255859375,141.7179412841797,26.29399299621582
2020-12-24,239.49627685546875,237.61903381347656,205.19769287109375,233.9845733642578,131.4083709716797,266.5872497558594,137.57167053222656,48.297210693359375,33.462806701660156,23.20142936706543,141.4627227783203,26.434619903564453
2020-12-25,,,,,,,,,,,,
2020-12-28,242.66941833496094,237.84039306640625,203.84947204589844,232.53076171875,129.74990844726562,270.11517333984375,140.4053497314453,47.9932746887207,33.09487533569336,23.051677703857422,141.5383758544922,26.09255027770996
2020-12-29,242.10946655273438,237.95553588867188,203.631103515625,232.9292755126953,129.50523376464844,265.64697265625,137.13943481445312,47.96565628051758,33.453609466552734,23.154626846313477,138.22964477539062,26.343393325805664
2020-12-30,244.3026885986328,240.05406188964844,204.36219787597656,231.82614135742188,129.79525756835938,272.2958984375,140.6934814453125,49.139835357666016,33.88890838623047,24.829927444458008,141.1318817138672,26.71968650817871
2020-12-31,245.92657470703125,243.13308715820312,205.42559814453125,234.3065643310547,130.70152282714844,275.2326965332031,142.46090698242188,49.371891021728516,34.14824295043945,24.35260772705078,139.45858764648438,27.02754783630371
2021-01-01,,,,,,,,,,,,
2021-01-04,241.54017639160156,238.66592407226562,203.47918701171875,230.65921020507812,128.0642852783203,269.25250244140625,140.75111389160156,48.7407112121582,33.91669845581055,25.40083122253418,144.28936767578125,26.727285385131836
2021-01-05,245.32919311523438,251.29330444335938,205.615478515625,229.50830078125,130.8102569580078,272.22808837890625,141.75010681152344,50.188724517822266,35.148521423339844,26.55201530456543,154.02650451660156,28.042360305786133
2021-01-06,253.38336181640625,258.0384826660156,214.03721618652344,230.30218505859375,134.97003173828125,293.3476257324219,154.419921875,52.92697525024414,37.63069152832031,28.227313995361328,165.53146362304688,29.55128288269043
2021-01-07,252.65541076660156,253.8739013671875,214.33151245117188,234.37672424316406,136.69189453125,298.3488464355469,155.62063598632812,52.156551361083984,36.908260345458984,29.172582626342773,173.94508361816406,30.740934371948242
2021-01-08,252.3567657470703,254.2743682861328,210.543212890625,232.34898376464844,134.3990936279297,300.8785095214844,156.4082794189453,51.99875259399414,36.574825286865234,29.153867721557617,174.0395965576172,31.086809158325195
2021-01-11,249.67828369140625,251.95179748535156,209.88804626464844,234.31610107421875,135.44122314453125,300.5199890136719,156.5715789794922,52.72276306152344,37.05644607543945,28.377050399780273,167.6017608642578,31.919191360473633
2021-01-12,248.82904052734375,251.88949584960938,211.85345458984375,235.66156005859375,137.0997314453125,305.1238098144531,159.64535522460938,53.929443359375,38.6957893371582,29.004125595092773,172.5270538330078,32.82377243041992
2021-01-13,249.8649444580078,258.6614685058594,205.9952850341797,232.1481475830078,137.76129150390625,295.64471435546875,155.22679138183594,52.63922119140625,37.723297119140625,28.601680755615234,170.08804321289062,31.732954025268555
2021-01-14,246.09445190429688,254.72817993164062,201.69419860839844,229.16392517089844,137.5256805419922,293.5124206542969,154.28543090820312,52.61137771606445,37.39913558959961,29.940034866333008,172.40415954589844,31.398479461669922
2021-01-15,240.8682098388672,255.31552124023438,200.11810302734375,231.3223876953125,134.1634521484375,294.2392578125,154.5735626220703,51.48823928833008,36.306243896484375,28.40513038635254,170.29603576660156,31.29585075378418
2021-01-18,,,,,,,,,,,,
2021-01-19,241.7548065185547,254.20314025878906,204.99832153320312,231.3415069580078,131.4446563720703,297.55419921875,152.59486389160156,51.868812561035156,36.797115325927734,29.677980422973633,175.12680053710938,32.10163497924805
2021-01-20,240.22422790527344,255.00413513183594,207.34352111816406,234.72421264648438,131.00057983398438,300.4617919921875,154.28543090820312,51.75741958618164,37.213905334472656,28.98539924621582,170.34327697753906,32.03702163696289
2021-01-21,236.3045196533203,251.48907470703125,203.19436645507812,234.7656707763672,130.076171875,300.4617919921875,152.59486389160156,50.513607025146484,35.88020324707031,28.11499786376953,166.76983642578125,30.778949737548828
2021-01-22,234.69924926757812,252.37001037597656,201.65621948242188,233.4329833984375,124.90144348144531,300.0740966796875,152.12420654296875,50.84776306152344,35.84315490722656,28.53615951538086,164.21743774414062,30.820751190185547
2021-01-25,236.2298126220703,248.2943115234375,200.5833282470703,234.10569763183594,127.4207992553711,298.5233459472656,150.62571716308594,50.60642623901367,35.602352142333984,27.122922897338867,167.2519989013672,30.919578552246094
2021-01-26,238.7777099609375,247.37777709960938,198.7509002685547,230.7134552001953,127.7923812866211,284.0721130371094,144.5645751953125,49.00989532470703,33.907432556152344,25.279165267944336,165.79611206054688,30.34185218811035
