Date,JPM,BAC,C,WFC,GS,MS,BLK,BK,STT,TROW,SCHW,AXP,COF,USB,PNC,TFC,CMA,MTB,RF,CB,TRV,AIG,MET,PRU
2020-04-14,82.30200958251953,20.61177635192871,36.760955810546875,26.133777618408203,155.49099731445312,33.205711364746094,399.1377258300781,30.65933609008789,50.78013610839844,81.16352844238281,33.437808990478516,82.37545776367188,50.11338806152344,28.23988914489746,80.32349395751953,25.48811912536621,23.569141387939453,90.59976196289062,7.9936370849609375,112.14591217041016,95.7189712524414,22.452857971191406,28.39975929260254,43.782405853271484
2020-04-15,78.24292755126953,19.274139404296875,34.68901443481445,24.62706184387207,155.7440185546875,31.98943519592285,386.1011962890625,29.216642379760742,47.81425476074219,78.81456756591797,32.01570129394531,78.08845520019531,47.63216018676758,26.291492462158203,75.51158905029297,23.921852111816406,21.45562744140625,83.61717224121094,7.338033199310303,106.65301513671875,90.53515625,20.972257614135742,26.783039093017578,40.727142333984375
2020-04-16,75.26109313964844,18.60531997680664,32.79511642456055,23.284868240356445,154.4528045654297,31.956117630004883,399.9743347167969,30.490596771240234,49.01233673095703,79.26045989990234,31.95106315612793,75.81451416015625,45.28677749633789,25.06881332397461,73.96752166748047,22.645919799804688,19.87620735168457,79.75731658935547,6.990484237670898,102.48759460449219,88.44387817382812,20.188411712646484,25.529258728027344,39.1359977722168
2020-04-17,82.02621459960938,20.220903396606445,36.785247802734375,24.575103759765625,160.07994079589844,32.56424331665039,415.5552978515625,31.545202255249023,49.00394821166992,82.40570068359375,33.04996109008789,81.4435043334961,49.470436096191406,27.65615463256836,82.9214096069336,25.518680572509766,22.89007568359375,87.36940002441406,7.51970911026001,108.74945831298828,93.10492706298828,21.338050842285156,27.26970672607422,42.280921936035156
2020-04-20,79.03578186035156,19.54340362548828,35.61977005004883,23.968950271606445,157.38418579101562,31.956117630004883,410.2658386230469,30.71839141845703,48.74422836303711,80.54244995117188,33.78871536254883,78.29351806640625,48.78221893310547,27.0172061920166,83.77921295166016,26.0764217376709,22.60013198852539,87.46878051757812,7.424922466278076,104.95022583007812,90.18956756591797,20.684844970703125,26.849029541015625,40.52543258666992
2020-04-21,76.74341583251953,18.796403884887695,33.64493179321289,23.241573333740234,151.63491821289062,30.781496047973633,413.3767395019531,29.70597267150879,46.909400939941406,78.71101379394531,33.1884765625,75.97295379638672,46.328163146972656,25.818199157714844,80.87899017333984,26.000017166137695,22.45516014099121,86.66532897949219,7.014180660247803,102.89041137695312,90.18956756591797,19.378435134887695,25.94993782043457,38.68778991699219
2020-04-22,76.99331665039062,18.935380935668945,34.18721008300781,23.206933975219727,153.52806091308594,31.49793243408203,419.1543273925781,29.967517852783203,48.149383544921875,80.12837982177734,33.12384033203125,76.92353057861328,46.65415954589844,26.228384017944336,80.79732513427734,25.977094650268555,23.233421325683594,86.1932144165039,7.180057048797607,97.2419204711914,90.19844818115234,19.38714599609375,26.1973934173584,40.04734802246094
2020-04-23,77.0363998413086,18.996191024780273,34.36527633666992,22.973134994506836,152.71670532226562,31.214702606201172,410.6144104003906,29.79878044128418,47.797489166259766,78.9578857421875,32.91144561767578,76.8489761352539,47.64122009277344,26.323041915893555,81.23029327392578,26.19866371154785,24.110876083374023,85.77903747558594,7.440721035003662,95.28280639648438,89.01103973388672,19.735519409179688,26.31287384033203,39.770957946777344
2020-04-24,78.17399597167969,19.26544761657715,34.883262634277344,23.310848236083984,154.41795349121094,31.631227493286133,414.0478515625,30.170005798339844,48.09911346435547,79.89747619628906,32.68982696533203,77.51065826416016,50.84688186645508,26.81999969482422,82.2923583984375,27.107866287231445,24.51526641845703,87.02149963378906,7.73297643661499,95.22787475585938,89.3388900756836,20.33647346496582,27.467662811279297,41.66836929321289
2020-04-27,81.54362487792969,20.38593864440918,37.68363571166992,24.60108184814453,160.12356567382812,32.747520446777344,432.79205322265625,31.43808364868164,51.34983825683594,84.80249786376953,34.019569396972656,79.27204132080078,53.599769592285156,28.302993774414062,86.18108367919922,28.6282901763916,26.33121109008789,91.37837982177734,8.277997016906738,97.52571105957031,91.17316436767578,21.05935287475586,28.39150619506836,44.26797103881836
2020-04-28,82.12103271484375,20.750751495361328,38.20970916748047,24.999404907226562,163.15086364746094,33.43062973022461,433.76806640625,31.82957649230957,52.573055267333984,90.68690490722656,34.24119186401367,82.1890869140625,57.72909164428711,28.910388946533203,86.58954620361328,28.666494369506836,26.857681274414062,92.59598541259766,8.443873405456543,101.07777404785156,92.41373443603516,22.01738166809082,29.018400192260742,45.30631637573242
2020-04-29,84.33586120605469,21.523799896240234,40.678245544433594,25.977907180786133,165.78553771972656,34.279422760009766,445.6368103027344,32.35721969604492,54.005714416503906,93.09960174560547,35.82028579711914,89.5794906616211,63.16242218017578,30.338151931762695,90.67435455322266,29.950071334838867,28.59733009338379,98.20358276367188,8.894108772277832,102.59745788574219,93.92900848388672,23.715717315673828,30.915559768676758,48.17484664916992
2020-04-30,82.52607727050781,20.889724731445312,39.30234146118164,25.155277252197266,160.0188446044922,33.13649368286133,437.48907470703125,31.948707580566406,52.816017150878906,92.07240295410156,34.83220291137695,85.04085540771484,58.643707275390625,28.792062759399414,87.14509582519531,28.513689041137695,26.5982666015625,92.83619689941406,8.491264343261719,98.88063049316406,89.68448638916016,22.148025512695312,29.76076889038086,46.59117889404297
2020-05-01,80.36294555664062,20.047183990478516,37.232933044433594,23.891016006469727,154.50518798828125,32.270896911621094,421.90802001953125,30.63808822631836,49.49826431274414,87.93978118896484,33.65944290161133,82.31022644042969,55.76404571533203,27.561494827270508,84.12232971191406,27.077312469482422,25.049373626708984,88.79407501220703,8.03313159942627,93.0032730102539,85.1120834350586,20.815488815307617,28.605960845947266,44.47713851928711
2020-05-04,79.4063491821289,19.916898727416992,36.905757904052734,23.683195114135742,153.57168579101562,32.01036834716797,419.5987548828125,30.246599197387695,48.928550720214844,87.1833267211914,32.90221405029297,80.50224304199219,55.773101806640625,27.190752029418945,83.01127624511719,27.168987274169922,24.530527114868164,86.47484588623047,8.02523422241211,90.94344329833984,85.87415313720703,20.963542938232422,28.19353675842285,43.98411178588867
2020-05-05,79.28569793701172,19.682371139526367,35.94876480102539,22.791288375854492,155.5520782470703,31.917938232421875,423.0670166015625,29.906171798706055,48.66044235229492,87.32666015625,32.22809982299805,80.83773803710938,55.202598571777344,26.457143783569336,81.50807189941406,26.93213653564453,24.087984085083008,85.01701354980469,7.883056163787842,91.69413757324219,85.82099914550781,21.825777053833008,28.267778396606445,43.887001037597656
2020-05-06,77.79478454589844,19.41312026977539,35.13081741333008,22.176477432250977,154.3480987548828,31.34646987915039,421.2456970214844,29.361501693725586,47.19426727294922,86.15614318847656,31.92336082458496,78.28418731689453,52.96588134765625,26.196826934814453,80.47053527832031,26.213947296142578,23.90486717224121,82.92969512939453,7.6223931312561035,87.19913482666016,82.66639709472656,20.3016300201416,27.195470809936523,40.42832946777344
2020-05-07,78.6048812866211,19.838726043701172,36.51313400268555,22.291332244873047,159.05918884277344,32.615455627441406,433.4369812011719,29.65936279296875,48.794498443603516,88.65641021728516,32.64741134643555,80.82842254638672,55.0758171081543,26.977766036987305,82.74983978271484,26.92449378967285,24.69838523864746,84.17214965820312,7.780370235443115,90.62301635742188,84.89056396484375,22.226411819458008,28.809961318969727,42.37056350708008
2020-05-08,79.88895416259766,20.472793579101562,37.887290954589844,22.46803855895996,161.73753356933594,33.6827507019043,434.6481628417969,30.076383590698242,50.453372955322266,90.8222885131836,33.891300201416016,83.40994262695312,56.69838333129883,27.41162109375,85.80526733398438,27.688528060913086,25.858152389526367,86.86412811279297,8.151615142822266,93.33283233642578,86.25519561767578,24.081520080566406,29.462453842163086,44.05881118774414
2020-05-11,77.53624725341797,19.612886428833008,36.04690933227539,21.893747329711914,159.7920379638672,33.472652435302734,429.7072448730469,29.31894874572754,49.23015594482422,89.7154541015625,33.26935577392578,79.52368927001953,54.23719024658203,26.307270050048828,83.42792510986328,26.29798698425293,24.55341339111328,82.2835922241211,7.748776435852051,93.22299194335938,84.63359832763672,23.99441909790039,28.416799545288086,42.6170654296875
2020-05-12,75.00255584716797,18.996191024780273,34.64004135131836,21.239940643310547,154.6011505126953,32.28770065307617,396.0093994140625,28.076400756835938,47.19426727294922,89.77914428710938,31.85837745666504,77.48271942138672,52.96102523803711,24.96626853942871,81.69597625732422,25.258907318115234,23.241046905517578,78.94556427001953,7.361731052398682,93.0032730102539,83.26009368896484,23.123476028442383,27.078353881835938,40.53290557861328
2020-05-13,72.41714477539062,18.127593994140625,33.20863723754883,19.90581703186035,149.88137817382812,31.08595085144043,423.337158203125,27.650875091552734,44.63054656982422,85.9491195678711,30.772302627563477,72.72040557861328,49.196327209472656,23.23085594177246,79.0735092163086,24.166343688964844,22.302553176879883,74.11653137207031,7.0457763671875,90.18360137939453,79.62698364257812,21.738685607910156,25.739910125732422,38.359100341796875
2020-05-14,75.4248275756836,18.857206344604492,34.40283966064453,21.257610321044922,152.1932830810547,31.775070190429688,434.1428527832031,27.608314514160156,45.82861328125,89.63581848144531,31.004365921020508,78.10712432861328,53.92726516723633,24.587631225585938,79.93133544921875,24.848392486572266,24.080354690551758,76.51861572265625,7.377528190612793,90.49485778808594,79.94598388671875,22.435436248779297,26.626628875732422,39.87554931640625
2020-05-15,74.02873229980469,18.622692108154297,34.288333892822266,20.639144897460938,149.9424285888672,31.338056564331055,447.6760559082031,27.28491973876953,45.585655212402344,90.38433074951172,30.224626541137695,76.62530517578125,52.89722442626953,24.20110511779785,79.44931030273438,24.2981014251709,22.920595169067383,73.81836700439453,7.259045124053955,91.08074951171875,80.0257339477539,23.053804397583008,26.534610748291016,39.53938293457031
2020-05-18,77.94991302490234,19.916898727416992,37.35561752319336,22.450368881225586,158.67535400390625,33.850826263427734,450.0287780761719,28.7061824798584,48.978816986083984,93.3384780883789,31.756277084350586,82.39411926269531,57.792236328125,25.99962043762207,85.0128173828125,26.4682674407959,25.675029754638672,79.97265625,7.922548294067383,96.43629455566406,84.447509765625,24.778268814086914,27.956703186035156,42.66936111450195
2020-05-19,76.41590118408203,19.2915096282959,36.34138107299805,21.160425186157227,155.14207458496094,33.05245590209961,436.757080078125,28.527462005615234,47.53776550292969,90.92577362060547,30.623775482177734,81.3223648071289,54.92084884643555,25.234468460083008,82.61912536621094,25.065406799316406,24.52289390563965,75.82283782958984,7.6144938468933105,93.40608215332031,82.64866638183594,24.06410026550293,27.095083236694336,41.070762634277344
2020-05-20,78.70829772949219,19.899524688720703,37.192039489746094,21.664031982421875,158.2914581298828,34.506324768066406,443.3276062011719,29.65085792541504,48.91178894042969,91.44334411621094,31.273574829101562,84.55623626708984,56.04206466674805,26.07851219177246,85.29059600830078,26.173742294311523,25.369829177856445,79.6164779663086,7.938348770141602,95.76802825927734,84.66016387939453,24.421186447143555,27.739206314086914,42.251041412353516
2020-05-21,77.70861053466797,19.890836715698242,36.80759811401367,21.61101722717285,157.12242126464844,33.86763000488281,443.1271667480469,29.770008087158203,48.6688232421875,91.29204559326172,30.83729362487793,83.71749114990234,55.5316047668457,25.96807289123535,84.30207061767578,25.94122886657715,25.194337844848633,80.15487670898438,7.851457595825195,103.52207946777344,87.87677001953125,25.091808319091797,28.015268325805664,43.0802116394043
2020-05-22,77.1053466796875,19.682371139526367,36.07145309448242,21.354795455932617,156.97410583496094,33.724761962890625,447.3012390136719,29.361501693725586,46.34806442260742,91.64242553710938,30.475257873535156,83.25150299072266,54.8843879699707,25.97595977783203,85.46216583251953,25.801712036132812,24.912025451660156,81.19852447509766,7.859358310699463,107.11074829101562,88.70088195800781,25.161483764648438,27.889780044555664,42.859375
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-26,82.5777816772461,21.089509963989258,39.40049362182617,23.20136833190918,171.04624938964844,36.7165412902832,456.3031311035156,31.395517349243164,50.70472717285156,95.59190368652344,32.025474548339844,87.90196228027344,59.979957580566406,28.263553619384766,89.506103515625,28.04938316345215,27.99455451965332,89.34075164794922,8.657143592834473,108.31918334960938,91.58963775634766,27.00788116455078,30.198591232299805,46.042598724365234
2020-05-27,87.36077880859375,22.566116333007812,42.74589920043945,24.694522857666016,182.91110229492188,39.38056945800781,467.43115234375,32.8253059387207,53.905174255371094,97.51091003417969,34.42970657348633,94.34178161621094,64.61063385009766,29.6755428314209,95.25749206542969,30.614830017089844,30.08518409729004,93.51541900634766,9.4628267288208,112.5761489868164,94.65563201904297,27.44335174560547,30.89291763305664,48.12923049926758
2020-05-28,86.05946350097656,21.593286514282227,40.210262298583984,24.04955291748047,175.5478973388672,37.313228607177734,467.81451416015625,31.99126434326172,52.3300895690918,96.07763671875,33.42715835571289,91.387451171875,62.47761535644531,28.799942016601562,94.60393524169922,29.568498611450195,28.673629760742188,90.3429946899414,9.0836820602417,113.25360870361328,95.33793640136719,27.10368537902832,30.49974250793457,47.101139068603516
2020-05-29,83.86188507080078,20.950529098510742,39.18783187866211,23.386905670166016,172.492919921875,37.145145416259766,460.6687927246094,31.633813858032227,51.07335662841797,96.26871490478516,33.3343391418457,88.6009292602539,62.02183532714844,28.050573348999023,93.16608428955078,28.506669998168945,27.73513412475586,88.41014099121094,8.933599472045898,111.63323211669922,94.79743194580078,26.18048095703125,30.123308181762695,46.423370361328125
2020-06-01,84.97357940673828,21.376140594482422,40.44746780395508,23.9346923828125,175.51275634765625,37.56534194946289,469.02581787109375,32.084896087646484,52.23793029785156,97.0411148071289,33.891300201416016,90.1666030883789,62.8878173828125,28.941940307617188,93.68077087402344,29.498748779296875,28.673629760742188,90.81156921386719,9.067882537841797,109.45437622070312,96.72030639648438,26.607242584228516,30.424457550048828,46.36245346069336
2020-06-02,85.25798797607422,21.57592010498047,41.58441162109375,24.20858383178711,179.2086181640625,38.30487823486328,471.73602294921875,32.62104415893555,52.623313903808594,97.90902709960938,34.47611618041992,92.3287582397461,64.62884521484375,28.886720657348633,93.83598327636719,29.149972915649414,28.79570960998535,88.69461059570312,9.241656303405762,111.41351318359375,98.35961151123047,27.425926208496094,30.441184997558594,46.423370361328125
2020-06-03,89.86000061035156,22.574798583984375,43.62928009033203,25.472026824951172,184.8533477783203,39.42259979248047,477.2868957519531,33.48060989379883,55.21217727661133,101.53204345703125,36.676124572753906,98.22801208496094,67.76459503173828,30.511695861816406,97.79823303222656,30.979114532470703,30.55061149597168,95.20447540283203,9.72348690032959,115.76202392578125,101.43446350097656,28.95878028869629,31.687612533569336,48.517608642578125
2020-06-04,91.7301025390625,23.423215866088867,45.51874542236328,26.700124740600586,188.5842742919922,40.91848373413086,479.1378173828125,34.416778564453125,57.83454132080078,100.6083984375,38.69047927856445,99.29045104980469,70.32604217529297,31.608158111572266,100.25727844238281,32.45171356201172,32.73280334472656,98.6518325805664,10.34345531463623,123.1590805053711,104.56248474121094,30.66582489013672,32.908939361572266,49.85029983520508
2020-06-05,95.85814666748047,24.586502075195312,48.14434814453125,27.981237411499023,191.3056640625,41.6244010925293,488.2085876464844,35.99974822998047,59.233699798583984,102.14521026611328,39.748722076416016,102.26338958740234,72.03063201904297,33.42245864868164,104.5953369140625,34.34286880493164,34.73186492919922,103.17025756835938,10.663439750671387,128.7800750732422,110.19821166992188,31.66741371154785,34.080074310302734,52.72129821777344
2020-06-08,97.7713394165039,24.962608337402344,50.091060638427734,29.439054489135742,193.8427276611328,42.14546585083008,488.9103698730469,35.991241455078125,59.510169982910156,104.12788391113281,38.8204460144043,105.93526458740234,72.92396545410156,34.32170867919922,107.12791442871094,35.939491271972656,35.68561935424805,106.60089874267578,11.071415901184082,128.8075714111328,113.42369842529297,34.34991455078125,35.97062301635742,56.90976333618164
2020-06-09,95.26349639892578,24.682716369628906,48.6678352355957,28.829418182373047,191.4636993408203,42.35554504394531,489.55072021484375,35.25082015991211,59.04938507080078,102.43183898925781,37.298072814941406,102.94369506835938,71.52930450439453,33.20947265625,103.09214782714844,34.629638671875,34.876834869384766,103.6639175415039,10.76743221282959,126.0519790649414,111.88044738769531,32.869319915771484,34.75766372680664,54.64799118041992
2020-06-10,91.40261840820312,23.265779495239258,45.69050598144531,26.249523162841797,187.44302368164062,40.91848373413086,489.55072021484375,33.999759674072266,55.41325378417969,101.80278015136719,35.38582229614258,98.93631744384766,65.44927215576172,31.016538619995117,97.1610107421875,32.172698974609375,31.893491744995117,97.68961334228516,10.127467155456543,119.90912628173828,107.91976928710938,30.62228012084961,33.04279327392578,51.69321060180664
2020-06-11,83.77568817138672,20.930452346801758,39.580448150634766,23.669631958007812,170.421142578125,37.456085205078125,460.7334289550781,32.067867279052734,51.21578598022461,94.85136413574219,33.566410064697266,91.89073944091797,60.27165603637695,28.508079528808594,87.83134460449219,29.049213409423828,28.76519012451172,88.92889404296875,9.119519233703613,111.17549133300781,98.61571502685547,27.530441284179688,30.05638313293457,45.958839416503906
2020-06-12,86.06806945800781,21.673908233642578,42.73771667480469,24.712190628051758,177.13685607910156,38.893150329589844,462.33892822265625,32.71466827392578,52.88304138183594,97.02570343017578,33.93772506713867,94.76115417480469,64.38274383544922,29.588769912719727,90.48644256591797,30.591577529907227,30.41246223449707,91.17139434814453,9.51949405670166,115.06625366210938,101.09561920166016,29.07018280029297,31.32790756225586,48.0987663269043
2020-06-15,87.25737762451172,21.997529983520508,43.33481979370117,24.924240112304688,181.11358642578125,39.834388732910156,476.36590576171875,32.70615768432617,52.4892692565918,99.13582611083984,34.021263122558594,96.8766860961914,64.8749771118164,30.590578079223633,92.29194641113281,30.87060546875,31.220569610595703,92.64405822753906,9.727485656738281,118.27957153320312,102.4515151977539,29.2021484375,31.8465518951416,49.14968490600586
2020-06-16,87.9554214477539,22.56605339050293,44.53719711303711,25.198129653930664,183.9929962158203,40.80923843383789,482.83099365234375,32.952964782714844,53.84653091430664,100.18688201904297,34.27189254760742,98.43302917480469,67.09004974365234,31.03232192993164,93.90133666992188,31.83167266845703,32.22291564941406,94.76937103271484,10.063469886779785,119.43307495117188,103.6111831665039,29.29013442993164,32.365211486816406,50.109230041503906
2020-06-17,85.73198699951172,21.866331100463867,43.35118103027344,24.25275993347168,181.0082550048828,40.13692092895508,487.06805419921875,32.96147537231445,52.95845031738281,100.54791259765625,34.039817810058594,96.88599395751953,65.14844512939453,30.377599716186523,91.3360824584961,31.21938133239746,31.041845321655273,92.10015106201172,9.887480735778809,118.73731231689453,102.42476654052734,28.4014892578125,31.637420654296875,48.60136795043945
2020-06-18,85.26661682128906,21.901323318481445,43.38389205932617,24.341108322143555,178.9452362060547,39.98565673828125,488.4190979003906,32.87636947631836,53.11763381958008,100.75653076171875,34.23476791381836,95.20846557617188,63.79023742675781,30.424922943115234,90.46195220947266,31.38988494873047,31.127315521240234,92.41810607910156,9.887480735778809,119.40966796875,103.5219955444336,28.568666458129883,31.88001823425293,48.76891326904297
2020-06-19,84.2927474975586,22.084993362426758,43.28573989868164,24.385292053222656,177.00514221191406,39.43940734863281,487.1909484863281,33.38700485229492,54.79328536987305,103.18756866455078,34.039817810058594,94.07151794433594,62.04916763305664,30.66158103942871,88.4195327758789,30.490819931030273,30.645572662353516,92.92017364501953,9.599491119384766,117.84393310546875,103.9769515991211,27.987964630126953,31.219154357910156,48.04545211791992
2020-06-22,83.37926483154297,21.533964157104492,42.58230972290039,24.164411544799805,178.57655334472656,39.81758117675781,485.2962646484375,32.7912712097168,53.41086959838867,100.62012481689453,33.8077507019043,92.673583984375,62.25883865356445,30.14883804321289,88.68914031982422,30.638078689575195,30.73881721496582,90.79485321044922,9.663490295410156,117.3189468383789,103.68254089355469,27.970369338989258,30.89291763305664,47.62660217285156
2020-06-23,84.39618682861328,21.68265724182129,43.310279846191406,24.058382034301758,179.7704620361328,40.246177673339844,486.5594177246094,32.952964782714844,54.19841766357422,100.78057861328125,33.315773010253906,92.65492248535156,63.41650390625,30.44859504699707,88.01107025146484,31.03336524963379,30.9486141204834,90.76138305664062,9.60749340057373,119.16099548339844,103.64688110351562,28.199127197265625,30.984928131103516,48.113990783691406
2020-06-24,81.57809448242188,20.82549285888672,41.559871673583984,23.077672958374023,173.83607482910156,39.45621109008789,472.453369140625,31.684892654418945,51.63469696044922,97.11394500732422,31.37567901611328,88.98304748535156,59.67002487182617,29.083921432495117,84.457275390625,29.1887264251709,29.09931182861328,86.11746215820312,9.023524284362793,116.20452880859375,100.67637634277344,26.65938949584961,29.72177505493164,45.463829040527344
2020-06-25,84.42205047607422,21.621431350708008,43.089439392089844,24.18208122253418,181.80714416503906,41.002525329589844,479.8221435546875,32.46786880493164,53.75437545776367,98.3094253540039,31.63559341430664,91.19174194335938,61.11027908325195,30.014739990234375,86.9653549194336,29.87851905822754,30.05503273010254,87.97501373291016,9.319507598876953,118.4057388305664,102.2463607788086,27.504051208496094,30.39935302734375,46.03498840332031
2020-06-26,79.79415130615234,20.248220443725586,40.553794860839844,22.388517379760742,166.08445739746094,39.540252685546875,469.19000244140625,30.91042709350586,50.713096618652344,95.4290771484375,29.47271728515625,87.06317901611328,55.750370025634766,28.444976806640625,82.45574188232422,27.863372802734375,27.483108520507812,84.05907440185547,8.519550323486328,114.16908264160156,99.01714324951172,26.14027976989746,29.336973190307617,44.24538040161133
2020-06-29,80.14751434326172,20.458141326904297,41.134559631347656,22.706588745117188,169.8417510986328,39.69992446899414,467.4531555175781,31.446598052978516,51.5760498046875,96.93744659423828,30.4009952545166,88.08834075927734,56.86245346069336,29.011640548706055,84.00797271728516,28.475669860839844,28.757421493530273,85.61541748046875,8.687541007995605,115.77163696289062,100.71204376220703,26.993732452392578,29.755233764648438,45.08306884765625
2020-06-30,81.06101989746094,20.77301788330078,41.79707336425781,22.618240356445312,173.48489379882812,40.59074401855469,477.2957458496094,32.89338684082031,53.69688034057617,99.08767700195312,31.319988250732422,88.72209930419922,57.05388259887695,29.386764526367188,85.95232391357422,29.103466033935547,29.604358673095703,86.99601745605469,8.895529747009277,116.61898803710938,101.73788452148438,27.43366241455078,30.549938201904297,46.377685546875
2020-07-01,80.37158203125,20.34443473815918,41.183616638183594,22.16764259338379,173.44102478027344,40.010860443115234,477.49755859375,31.99126434326172,52.49705505371094,98.29338073730469,30.651620864868164,88.04801177978516,55.33106231689453,28.71634292602539,84.00797271728516,28.219900131225586,27.926008224487305,84.77030181884766,8.50355052947998,115.73480224609375,100.35523223876953,26.02589988708496,29.70503807067871,44.8774528503418
2020-07-02,80.63261413574219,20.37067985534668,41.34721755981445,22.388517379760742,173.29173278808594,40.162139892578125,484.0328369140625,32.28914260864258,53.34200668334961,98.46989440917969,30.995092391967773,88.31015014648438,55.741249084472656,28.644502639770508,83.45242309570312,28.22765350341797,27.40540885925293,84.1678466796875,8.47955322265625,115.65190887451172,100.31954956054688,26.325048446655273,29.822162628173828,45.15922164916992
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,82.66890716552734,20.694297790527344,42.508697509765625,22.521053314208984,182.03538513183594,41.02773666381836,489.103271484375,32.80828094482422,54.482704162597656,100.49977111816406,31.756277084350586,90.41657257080078,57.10857391357422,29.394742965698242,84.43277740478516,28.436908721923828,27.825000762939453,85.28907012939453,8.639543533325195,117.23606872558594,102.20177459716797,27.04652214050293,31.026756286621094,46.689918518066406
2020-07-07,80.33674621582031,20.12577247619629,41.159088134765625,21.61101722717285,175.01239013671875,39.9100227355957,481.80462646484375,32.14446258544922,53.375797271728516,98.65442657470703,31.459224700927734,87.07440185546875,54.61093521118164,28.39708709716797,81.45904541015625,27.359586715698242,27.00136375427246,82.45254516601562,8.26356315612793,117.12555694580078,100.33738708496094,25.66516876220703,30.131671905517578,45.22776412963867
2020-07-08,81.18956756591797,20.20448875427246,41.61713409423828,21.690540313720703,177.5494384765625,41.103370666503906,489.156005859375,33.03807067871094,54.87981414794922,99.66535949707031,31.960487365722656,86.97140502929688,55.96001434326172,28.341222763061523,81.81034088134766,27.37508201599121,27.009126663208008,82.82069396972656,8.271562576293945,117.76102447509766,100.96182250976562,26.26346206665039,30.759065628051758,46.278682708740234
2020-07-09,79.43177032470703,19.915855407714844,40.44746780395508,21.239940643310547,172.79141235351562,39.92683029174805,481.98876953125,31.61679458618164,52.09992218017578,98.55010986328125,31.449949264526367,84.79012298583984,53.18892288208008,27.31165313720703,80.75646209716797,26.04973793029785,25.9523868560791,79.66615295410156,7.863583087921143,114.51905059814453,98.16080474853516,24.6357421875,29.604656219482422,44.19207000732422
2020-07-10,83.77405548095703,21.009174346923828,43.06489944458008,22.503379821777344,180.4551544189453,41.851314544677734,486.059326171875,32.663597106933594,54.17850875854492,102.11246490478516,32.303951263427734,87.28034973144531,55.422210693359375,29.08347511291504,83.00309753417969,27.28207778930664,27.793916702270508,83.98374938964844,8.231566429138184,118.28600311279297,101.55056762695312,26.48341941833496,30.901281356811523,46.10352325439453
2020-07-13,84.97492980957031,21.15786361694336,42.69682312011719,22.450368881225586,183.36976623535156,42.20426940917969,484.7259216308594,33.07210922241211,54.57564163208008,102.80247497558594,31.960487365722656,87.58930969238281,56.114990234375,29.394742965698242,83.88541412353516,27.59984588623047,27.972631454467773,85.04643249511719,8.383559226989746,118.17549133300781,101.9073715209961,26.149076461791992,31.29444122314453,46.430992126464844
2020-07-14,85.46223449707031,21.114131927490234,41.02003479003906,21.42548179626465,187.87319946289062,42.4395866394043,492.4192810058594,33.16572189331055,54.91362380981445,104.81629943847656,32.07188415527344,88.7876205444336,55.31281661987305,28.963756561279297,82.72532653808594,27.266576766967773,27.14122200012207,82.27681732177734,8.167569160461426,120.41356658935547,105.75210571289062,27.090524673461914,31.695987701416016,47.14683532714844
2020-07-15,86.78492736816406,21.5164737701416,42.40236282348633,22.397356033325195,190.4102783203125,43.1539192199707,498.7880859375,31.369991302490234,54.61787796020508,105.95561981201172,33.10227584838867,91.14679718017578,58.04747772216797,30.04121971130371,85.02098846435547,28.622926712036133,28.664180755615234,85.99193572998047,8.583545684814453,122.31085968017578,106.27843475341797,27.952770233154297,32.3233757019043,48.685142517089844
2020-07-16,87.02859497070312,20.930452346801758,42.0915412902832,22.494543075561523,188.4525909423828,44.23802185058594,497.3581237792969,31.267871856689453,54.51649475097656,105.96363830566406,32.41535186767578,90.17314910888672,57.755775451660156,29.97736358642578,86.73098754882812,28.847694396972656,28.563161849975586,85.78277587890625,8.639543533325195,125.28573608398438,107.4916000366211,28.64785385131836,32.39866638183594,48.928836822509766
2020-07-17,85.41874694824219,20.309450149536133,41.07728576660156,22.043943405151367,185.59078979492188,44.04473114013672,515.5695190429688,30.740215301513672,52.14216613769531,107.32760620117188,31.041492462158203,89.10592651367188,56.506954193115234,28.756244659423828,85.10359954833984,28.134641647338867,27.615205764770508,83.10519409179688,8.255562782287598,125.21204376220703,106.2962646484375,28.26071548461914,32.1811637878418,48.84506607055664
2020-07-20,84.67036437988281,20.624326705932617,41.011844635009766,21.708206176757812,185.8541259765625,43.582515716552734,508.4464416503906,30.58702278137207,51.0014762878418,107.68863677978516,31.412803649902344,88.00122833251953,55.45867156982422,28.389116287231445,85.03751373291016,27.685110092163086,27.14122200012207,82.66171264648438,8.18356704711914,123.67394256591797,105.94835662841797,27.636024475097656,31.603954315185547,47.99213790893555
2020-07-21,86.50648498535156,21.359033584594727,42.31238555908203,23.148353576660156,186.12625122070312,44.01951217651367,508.7971496582031,31.22532081604004,52.21821975708008,108.27436065673828,32.712398529052734,90.18252563476562,57.30911636352539,29.21117401123047,88.96967315673828,28.870948791503906,28.936134338378906,86.97093963623047,8.639543533325195,124.84363555908203,107.42023468017578,28.11993980407715,32.05568313598633,49.492366790771484
