Date,AMZN,TSLA,HD,LOW,MCD,SBUX,NKE,TGT,BKNG,MAR,HLT,MGM,ROST,TJX,GM,F,ULTA,ORLY,AZO,PVH,TPR,CCL,RCL,EBAY,LULU
2020-05-22,121.84400177001953,54.45866775512695,210.6077423095703,110.69634246826172,161.5122528076172,68.6551742553711,86.71862030029297,101.33916473388672,1605.0374755859375,87.80868530273438,77.41935729980469,15.884420394897461,88.78462982177734,49.5945930480957,25.066335678100586,4.286945819854736,220.6199951171875,26.999332427978516,1122.93994140625,43.80860900878906,12.348383903503418,14.460000038146973,42.53965759277344,39.4329948425293,276.7300109863281
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-26,121.09300231933594,54.591331481933594,211.130126953125,111.90970611572266,161.888916015625,68.77900695800781,89.37336730957031,99.29495239257812,1718.7862548828125,91.5409164428711,80.6784896850586,17.632705688476562,89.46554565429688,51.34957504272461,26.4364013671875,4.431107997894287,237.97999572753906,26.607999801635742,1123.199951171875,49.444698333740234,13.028514862060547,16.280000686645508,48.87031936645508,39.351318359375,281.4100036621094
2020-05-27,120.51950073242188,54.68199920654297,215.3792266845703,115.91197967529297,164.41131591796875,69.5219955444336,92.37960052490234,101.27013397216797,1671.3818359375,94.47270202636719,82.12039947509766,18.092256546020508,91.25296020507812,51.340293884277344,26.812685012817383,4.575270652770996,251.6300048828125,27.685333251953125,1164.4200439453125,53.43361282348633,13.58498764038086,17.239999771118164,53.534488677978516,40.068275451660156,281.5
2020-05-28,120.05500030517578,53.72066879272461,213.4462432861328,116.0115737915039,165.2958526611328,69.46891784667969,91.07534790039062,102.14993286132812,1622.4425048828125,88.37769317626953,79.62174987792969,17.213119506835938,92.93634796142578,50.21672821044922,25.741716384887695,4.438695907592773,243.30999755859375,27.54199981689453,1147.550048828125,49.17677688598633,12.357215881347656,15.930000305175781,50.98053741455078,40.14088439941406,284.4200134277344
2020-05-29,122.11849975585938,55.66666793823242,216.35440063476562,118.03082275390625,164.27313232421875,68.98242950439453,91.41381072998047,105.5138168334961,1613.026611328125,85.34947204589844,78.32795715332031,17.163166046142578,91.69744873046875,48.99102020263672,24.9698543548584,4.332469940185547,244.00999450683594,27.81599998474121,1147.8599853515625,45.118408203125,12.012734413146973,15.739999771118164,51.14816665649414,41.47982406616211,300.1000061035156
2020-06-01,123.552001953125,59.87333297729492,215.31826782226562,117.09817504882812,165.2341766357422,69.27433776855469,92.30402374267578,103.06421661376953,1643.8326416015625,91.64701080322266,80.8957748413086,17.782556533813477,91.9244155883789,49.52031326293945,25.99257469177246,4.453869819641113,239.08999633789062,27.84000015258789,1138.199951171875,47.25177764892578,12.533872604370117,16.799999237060547,54.86570358276367,41.170143127441406,308.69000244140625
2020-06-02,123.62049865722656,58.770668029785156,220.0375518798828,119.50676727294922,165.3928680419922,68.79669189453125,93.41677856445312,102.51219177246094,1628.355712890625,92.20634460449219,82.56484985351562,18.182172775268555,93.44703674316406,50.458152770996094,26.446046829223633,4.476632118225098,241.22000122070312,27.982667922973633,1125.989990234375,49.22638702392578,12.807694435119629,16.8700008392334,55.22069549560547,41.8806037902832,312.29998779296875
2020-06-03,123.91999816894531,58.86399841308594,219.8535919189453,120.28549194335938,170.4183807373047,70.38882446289062,96.54180145263672,104.99628448486328,1698.1834716796875,96.34364318847656,85.04374694824219,20.240150451660156,94.70484161376953,51.293861389160156,28.04766845703125,4.696671009063721,252.3000030517578,28.06333351135254,1150.4599609375,54.58463668823242,13.858807563781738,17.25,57.301334381103516,42.308692932128906,323.739990234375
2020-06-04,123.02999877929688,57.62533187866211,218.0579833984375,116.51863861083984,170.3743133544922,69.64582824707031,93.91754150390625,103.46961975097656,1714.5848388671875,101.08848571777344,85.27091979980469,21.698719024658203,93.5888900756836,50.91314697265625,28.134504318237305,4.984996318817139,247.97999572753906,27.59000015258789,1134.800048828125,56.68824768066406,14.521271705627441,18.479999542236328,56.887176513671875,44.95925521850586,317.4200134277344
2020-06-05,124.1500015258789,59.04399871826172,223.26963806152344,118.59222412109375,173.83047485351562,72.65312957763672,95.24356079101562,104.82380676269531,1783.4578857421875,104.11670684814453,86.1202621459961,21.698719024658203,96.9178466796875,53.16956329345703,29.533512115478516,5.5692362785339355,252.0800018310547,28.18000030517578,1153.9300537109375,62.264793395996094,15.289737701416016,21.510000228881836,68.47367095947266,44.46739959716797,319.7799987792969
2020-06-08,126.2030029296875,63.327999114990234,224.90760803222656,118.44734191894531,178.67086791992188,73.90911865234375,96.708740234375,105.54833221435547,1811.2728271484375,109.11231231689453,88.58930206298828,23.736722946166992,97.18265533447266,53.31812286376953,29.601045608520508,5.713397979736328,254.57000732421875,27.98200035095215,1143.800048828125,68.92289733886719,15.881540298461914,24.90999984741211,74.07461547851562,44.37631607055664,315.29998779296875
2020-06-09,130.04299926757812,62.711334228515625,224.89883422851562,117.32453918457031,175.9112091064453,72.8565673828125,95.16940307617188,104.12513732910156,1749.34619140625,103.4994888305664,85.06351470947266,22.041166305541992,96.07615661621094,52.222434997558594,28.80988311767578,5.4933600425720215,244.67999267578125,28.215999603271484,1144.760009765625,63.08836364746094,14.618436813354492,23.040000915527344,68.93712615966797,45.314476013183594,316.3999938964844
2020-06-10,132.37249755859375,68.336669921875,222.87547302246094,117.80443572998047,172.6313934326172,69.88463592529297,94.69646453857422,103.50411987304688,1705.4052734375,98.9668197631836,81.80437469482422,20.492494583129883,94.61028289794922,50.89458465576172,27.738922119140625,5.167096138000488,238.41000366210938,27.76533317565918,1126.8800048828125,59.14907455444336,13.67331600189209,20.59000015258789,62.70507049560547,44.85906219482422,323.25
2020-06-11,127.89800262451172,64.85600280761719,209.75436401367188,112.22660827636719,165.3223114013672,64.18843841552734,88.25170135498047,101.78765869140625,1562.7984619140625,88.18480682373047,76.62925720214844,17.824771881103516,89.24801635742188,48.89816665649414,25.568052291870117,4.651144981384277,225.8800048828125,27.261333465576172,1095.699951171875,52.31234359741211,12.47204303741455,17.440000534057617,53.75143051147461,43.66585159301758,308.1199951171875
2020-06-12,127.2509994506836,62.35200119018555,212.36456298828125,114.13721466064453,166.78590393066406,67.55839538574219,89.42009735107422,100.83027648925781,1597.7762451171875,88.97561645507812,76.4909896850586,19.153636932373047,87.46060180664062,48.71245193481445,26.976703643798828,4.901533603668213,226.6300048828125,27.356666564941406,1100.510009765625,49.22638702392578,12.79002571105957,19.979999542236328,60.32860565185547,43.41082000732422,296.3599853515625
2020-06-15,128.63400268554688,66.05999755859375,211.40985107421875,115.65843963623047,167.06802368164062,68.07141876220703,90.72760772705078,101.90843963623047,1624.095458984375,87.55792999267578,76.52063751220703,19.43339729309082,86.3730239868164,48.84245681762695,26.793392181396484,4.931882858276367,225.49000549316406,27.714000701904297,1118.6600341796875,49.78206253051758,12.533872604370117,19.440000534057617,59.983482360839844,43.62031173706055,303.04998779296875
2020-06-16,130.7635040283203,65.47533416748047,218.93389892578125,119.2894515991211,167.7998504638672,68.84977722167969,91.84038543701172,102.82270812988281,1646.794189453125,90.64402770996094,77.28109741210938,19.33348274230957,92.32162475585938,51.58171844482422,26.803035736083984,4.969821929931641,225.89999389648438,28.416667938232422,1139.699951171875,52.16350555419922,13.240506172180176,20.420000076293945,61.63024139404297,43.829803466796875,310.6099853515625
2020-06-17,132.0489959716797,66.11933135986328,219.7222137451172,122.82992553710938,168.21421813964844,68.19524383544922,91.99801635742188,102.0119400024414,1611.8656005859375,87.8858413696289,75.47376251220703,18.95380401611328,91.43264770507812,50.64387512207031,26.204837799072266,4.802895545959473,223.64999389648438,28.422000885009766,1147.3599853515625,49.20655822753906,12.560372352600098,19.09000015258789,57.22243881225586,44.1121711730957,303.69000244140625
2020-06-18,132.69900512695312,66.9306640625,218.28573608398438,121.83390045166016,167.06802368164062,67.4964599609375,91.29325103759766,101.17528533935547,1602.135009765625,89.44818115234375,77.19219970703125,18.564138412475586,87.36603546142578,49.6317253112793,26.137298583984375,4.802895545959473,218.97000122070312,28.395999908447266,1140.06005859375,49.335548400878906,12.348383903503418,18.81999969482422,58.52407455444336,44.12126541137695,302.9800109863281
2020-06-19,133.75050354003906,66.72666931152344,216.0433807373047,121.18191528320312,164.48472595214844,66.69158172607422,88.8173599243164,103.98711395263672,1600.7181396484375,86.48747253417969,75.22683715820312,18.194454193115234,88.24556732177734,48.879600524902344,25.65488624572754,4.727021217346191,212.19000244140625,28.14533233642578,1130.5999755859375,46.48773193359375,11.950904846191406,17.829999923706055,54.5008544921875,43.984649658203125,297.3800048828125
2020-06-22,135.6909942626953,66.28800201416016,218.24191284179688,121.98780059814453,165.27822875976562,66.69158172607422,92.27619934082031,105.6000747680664,1607.2216796875,86.96965026855469,75.13796997070312,17.754831314086914,85.75829315185547,49.0467414855957,25.4426212310791,4.764957427978516,205.49000549316406,28.727333068847656,1139.6800537109375,47.13270950317383,12.109893798828125,17.229999542236328,51.1383056640625,44.77707290649414,304.69000244140625
2020-06-23,138.2205047607422,66.78533172607422,219.2492218017578,121.58940887451172,164.53762817382812,66.77118682861328,94.5110092163086,104.79792022705078,1650.10009765625,87.39400482177734,74.742919921875,18.444242477416992,86.49596405029297,49.44601821899414,25.32684326171875,4.66632080078125,206.6999969482422,28.498666763305664,1135.02001953125,48.81956481933594,12.17172908782959,18.0,53.603519439697266,45.360023498535156,301.1600036621094
2020-06-24,136.72000122070312,64.0566635131836,215.58790588378906,119.50676727294922,162.48333740234375,65.13484191894531,92.80476379394531,103.26262664794922,1584.4049072265625,81.97406005859375,72.28372955322266,16.91554832458496,82.32532501220703,47.8488883972168,24.390954971313477,4.514570236206055,200.0,27.594667434692383,1100.2099609375,47.231937408447266,11.306103706359863,16.0,47.568687438964844,44.42184829711914,295.2200012207031
2020-06-25,137.72900390625,65.73200225830078,214.9309844970703,119.31663513183594,161.13438415527344,65.32058715820312,94.02880859375,103.34021759033203,1589.3834228515625,81.04825592041016,71.61217498779297,16.685741424560547,79.69620513916016,47.23604202270508,24.342716217041016,4.575270652770996,194.1999969482422,27.84000015258789,1103.300048828125,46.517513275146484,11.12944507598877,16.0,47.90395736694336,44.995689392089844,295.1300048828125
2020-06-26,134.64349365234375,63.982666015625,211.10328674316406,117.1796646118164,158.4717254638672,63.30392074584961,86.86074829101562,100.93375396728516,1516.43701171875,78.0586166381836,70.27888488769531,15.706581115722656,79.20442962646484,46.00104904174805,23.599790573120117,4.484220027923584,189.99000549316406,27.697999954223633,1104.9300537109375,44.31465530395508,11.08527946472168,15.779999732971191,45.7641487121582,46.35284423828125,289.5299987792969
2020-06-29,134.0189971923828,67.29000091552734,215.57916259765625,120.9012451171875,161.169677734375,64.99333953857422,88.90082550048828,102.27068328857422,1567.570556640625,83.51710510253906,73.00470733642578,16.805641174316406,80.61354064941406,47.1431884765625,24.410249710083008,4.560095310211182,198.6300048828125,28.159332275390625,1127.9200439453125,48.29365921020508,11.791912078857422,16.780000686645508,49.60001754760742,46.73539733886719,294.3500061035156
2020-06-30,137.9409942626953,71.98733520507812,219.42440795898438,122.35004425048828,162.64202880859375,65.09062194824219,90.92234802246094,103.44375610351562,1566.70458984375,82.6780776977539,72.54051971435547,16.785659790039062,80.61354064941406,46.948184967041016,24.410249710083008,4.613207817077637,203.4199981689453,28.1113338470459,1128.1199951171875,47.67844772338867,11.73007869720459,16.420000076293945,49.60001754760742,47.773765563964844,312.010009765625
2020-07-01,143.93499755859375,74.64199829101562,217.35723876953125,122.81180572509766,162.80953979492188,65.47980499267578,90.31959533691406,102.60707092285156,1632.0845947265625,83.5363998413086,73.51826477050781,16.755685806274414,82.45771789550781,47.52389907836914,24.082210540771484,4.537332534790039,203.57000732421875,28.405332565307617,1130.47998046875,46.32896423339844,11.456260681152344,16.360000610351562,50.122642517089844,48.23829650878906,308.6199951171875
2020-07-02,144.51499938964844,80.57733154296875,217.663818359375,122.88426208496094,161.8044891357422,65.25867462158203,91.27471923828125,102.74510955810547,1643.0946044921875,84.67440795898438,73.59728240966797,16.84560775756836,83.77227020263672,48.05317687988281,24.35236167907715,4.5904459953308105,203.58999633789062,28.523332595825195,1148.969970703125,47.09300994873047,11.491593360900879,15.880000114440918,48.821006774902344,49.51347351074219,304.7699890136719
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,152.8520050048828,91.43866729736328,218.5835418701172,122.92951202392578,166.1951904296875,66.72694396972656,92.68421173095703,102.84859466552734,1676.3309326171875,86.63211059570312,75.29598236083984,16.695737838745117,85.24761199951172,48.879600524902344,24.82512664794922,4.696671009063721,209.0,28.389333724975586,1137.3800048828125,46.14044189453125,11.641751289367676,15.609999656677246,49.323917388916016,51.16209030151367,314.3500061035156
2020-07-07,150.00599670410156,92.65733337402344,216.6565399169922,122.25946044921875,163.8323211669922,65.67439270019531,90.01358032226562,101.83079528808594,1630.766357421875,84.31757354736328,73.2516098022461,16.126220703125,81.69166564941406,47.17103576660156,24.246227264404297,4.643558502197266,202.92999267578125,28.14466667175293,1128.5799560546875,44.27497482299805,11.173606872558594,14.569999694824219,46.89814376831055,51.91810989379883,306.739990234375
2020-07-08,154.0554962158203,91.05867004394531,218.2506561279297,122.9205093383789,163.8587646484375,65.57710266113281,91.65491485595703,101.52029418945312,1634.554443359375,86.78642272949219,74.16021728515625,16.28608512878418,81.3512191772461,47.23604202270508,24.06291389465332,4.620795249938965,202.02000427246094,28.03266716003418,1117.97998046875,44.76118850708008,11.482760429382324,15.319999694824219,49.37321472167969,53.07487106323242,309.8800048828125
2020-07-09,159.13150024414062,92.9520034790039,217.19082641601562,122.79371643066406,162.51861572265625,65.07292938232422,89.93941497802734,101.69279479980469,1643.389892578125,83.17957305908203,73.21209716796875,15.98634147644043,80.12178802490234,46.41890335083008,22.59636688232422,4.431107997894287,192.3000030517578,27.96066665649414,1107.760009765625,42.18128967285156,10.899788856506348,14.579999923706055,46.46426773071289,53.94016647338867,315.0799865722656
2020-07-10,160.0,102.97666931152344,219.07408142089844,124.44169616699219,163.00355529785156,65.70977020263672,90.86671447753906,102.52081298828125,1679.9122314453125,85.35912322998047,74.3083724975586,16.186174392700195,82.07942962646484,47.421756744384766,23.532251358032227,4.628383636474609,195.99000549316406,28.05066680908203,1113.5899658203125,44.026912689208984,11.147109031677246,16.15999984741211,51.049556732177734,53.985713958740234,314.3900146484375
2020-07-13,155.1999969482422,99.80400085449219,218.64483642578125,123.64490509033203,163.038818359375,64.25920867919922,89.44792175292969,102.4087142944336,1659.6046142578125,84.38507843017578,72.66890716552734,16.36601448059082,80.21637725830078,46.771759033203125,23.9857234954834,4.5980329513549805,192.7100067138672,27.986000061035156,1108.3299560546875,45.03901672363281,11.394430160522461,15.279999732971191,48.8505973815918,53.10218048095703,305.1499938964844
2020-07-14,154.1999969482422,101.12000274658203,225.80105590820312,126.82315063476562,168.1525115966797,64.32996368408203,89.72611999511719,103.57311248779297,1668.9219970703125,84.01860046386719,72.59977722167969,16.14620590209961,75.8187255859375,46.298187255859375,24.73829460144043,4.825658798217773,191.94000244140625,28.52666664123535,1133.3699951171875,46.150360107421875,11.456260681152344,15.039999961853027,47.479942321777344,53.812660217285156,308.32000732421875
2020-07-15,150.44349670410156,103.06732940673828,225.80978393554688,127.87353515625,169.07827758789062,66.87732696533203,91.37671661376953,104.94454193115234,1770.3720703125,90.6826171875,79.91802215576172,18.184467315673828,79.11931610107422,48.87031173706055,25.93468475341797,5.113982677459717,203.80999755859375,28.86199951171875,1149.22998046875,50.38734817504883,12.383716583251953,17.479999542236328,57.547855377197266,53.18416976928711,312.510009765625
2020-07-16,149.9949951171875,100.04266357421875,226.0550537109375,129.25889587402344,168.32882690429688,65.7982177734375,90.18977355957031,105.18606567382812,1718.66796875,89.79534912109375,79.88838958740234,17.584978103637695,79.970458984375,49.68744659423828,25.905742645263672,5.205033779144287,203.17999267578125,28.777999877929688,1149.3199462890625,50.86363220214844,12.401381492614746,15.779999732971191,53.18935775756836,53.42099380493164,313.0799865722656
2020-07-17,148.09849548339844,100.05599975585938,228.0696563720703,130.7439422607422,168.8225860595703,65.59479522705078,89.28101348876953,104.94454193115234,1704.3031005859375,88.22338104248047,78.91065216064453,16.795650482177734,81.13370513916016,49.13031005859375,25.519805908203125,5.15950870513916,203.0,28.78266716003418,1157.300048828125,48.849327087402344,12.065730094909668,15.470000267028809,52.40049362182617,52.94736099243164,316.82000732421875
2020-07-20,159.8419952392578,109.53333282470703,227.8856964111328,130.4813690185547,168.93714904785156,66.30240631103516,88.69679260253906,103.3488540649414,1686.0615234375,85.3301773071289,77.20209503173828,16.316059112548828,80.18798828125,48.04389190673828,25.095285415649414,5.05328369140625,200.05999755859375,29.211332321166992,1156.1199951171875,46.97394561767578,11.58875560760498,15.0,51.67079544067383,53.25704574584961,326.8399963378906
2020-07-21,156.9145050048828,104.55733489990234,229.8564910888672,131.79931640625,170.14508056640625,66.72694396972656,91.20980072021484,103.67662811279297,1684.1527099609375,86.75750732421875,79.1279296875,16.675756454467773,81.81462860107422,49.27888107299805,25.230358123779297,5.068458557128906,201.9600067138672,29.764667510986328,1155.77001953125,48.64095687866211,12.05689525604248,15.1899995803833,52.06522750854492,51.544654846191406,325.3900146484375
2020-07-22,154.99549865722656,106.15533447265625,232.26522827148438,135.0170440673828,175.11769104003906,68.31907653808594,91.7198257446289,106.21247100830078,1692.840576171875,87.57723236083984,78.63414001464844,16.316059112548828,83.96139526367188,49.6224479675293,25.375080108642578,5.189858913421631,205.44000244140625,30.051332473754883,1168.97998046875,49.057708740234375,12.10106372833252,15.140000343322754,50.7340087890625,51.316932678222656,326.7200012207031
2020-07-23,149.32749938964844,100.87133026123047,231.07398986816406,133.16278076171875,174.1743621826172,66.65621185302734,91.15418243408203,105.53105926513672,1668.1644287109375,85.8027572631836,77.88353729248047,15.876435279846191,82.97787475585938,49.576026916503906,25.818910598754883,5.296084403991699,205.63999938964844,29.856666564941406,1168.4599609375,50.50641632080078,12.251219749450684,14.800000190734863,49.747928619384766,50.2330322265625,320.010009765625
2020-07-24,150.44549560546875,94.46666717529297,232.38787841796875,133.6444854736328,175.2058563232422,67.02770233154297,91.27471923828125,106.70413208007812,1673.9105224609375,84.38507843017578,76.47126007080078,15.776521682739258,81.48362731933594,49.11173629760742,25.32684326171875,5.22020959854126,203.7100067138672,29.48933219909668,1168.5899658203125,49.69276809692383,11.897904396057129,14.800000190734863,50.122642517089844,50.20571517944336,321.5
2020-07-27,152.760498046875,102.63999938964844,234.23605346679688,135.54425048828125,177.43650817871094,67.62916564941406,90.14341735839844,105.82433319091797,1675.4158935546875,83.1988525390625,76.3823471069336,14.947230339050293,80.50009155273438,48.35961151123047,24.796188354492188,5.258146286010742,198.83999633789062,30.030000686645508,1170.800048828125,49.73244094848633,12.05689525604248,13.75,48.613929748535156,52.12759780883789,331.54998779296875
2020-07-28,150.01649475097656,98.43267059326172,232.36160278320312,134.26263427734375,173.0193328857422,66.01936340332031,89.271728515625,106.34184265136719,1654.6751708984375,83.46888732910156,75.72064208984375,15.396844863891602,81.21884155273438,48.08102798461914,25.40403175354004,5.318845748901367,197.55999755859375,30.003332138061523,1166.1500244140625,50.31788635253906,11.933236122131348,14.329999923706055,50.122642517089844,51.326045989990234,322.6400146484375
2020-07-29,151.67649841308594,99.94066619873047,231.81854248046875,135.17160034179688,172.99290466308594,68.47826385498047,89.92084503173828,106.67825317382812,1680.050048828125,84.03787994384766,76.43174743652344,16.236127853393555,83.63042449951172,48.84245681762695,24.979501724243164,5.2505598068237305,203.02000427246094,30.384666442871094,1179.550048828125,51.75666809082031,12.251219749450684,14.649999618530273,50.29027557373047,49.66831588745117,325.739990234375
2020-07-30,152.593994140625,99.16600036621094,233.26377868652344,135.61700439453125,172.2875518798828,67.7883529663086,89.7817611694336,107.45453643798828,1660.5687255859375,82.46589660644531,75.19721221923828,16.62579345703125,84.12218475341797,47.91389465332031,24.31376838684082,5.113982677459717,198.61000061035156,32.03466796875,1209.75,49.79198455810547,11.747747421264648,14.34000015258789,49.60001754760742,49.841373443603516,323.6600036621094
2020-07-31,158.23399353027344,95.38400268554688,232.54551696777344,135.35336303710938,171.291259765625,67.6910629272461,90.51432037353516,108.57582092285156,1635.37109375,80.8457260131836,74.12071990966797,16.076265335083008,84.8031234741211,48.276039123535156,24.01466941833496,5.015345573425293,192.99000549316406,31.825332641601562,1207.4200439453125,48.28373718261719,11.80074405670166,13.880000114440918,48.03214645385742,50.351436614990234,325.5899963378906
2020-08-03,155.59449768066406,99.0,233.14990234375,136.58956909179688,171.39706420898438,66.780029296875,91.18196868896484,110.26638793945312,1623.67236328125,80.54674530029297,73.8145523071289,16.306068420410156,83.11028289794922,48.18317413330078,24.73829460144043,5.076045989990234,191.2899932861328,31.586000442504883,1206.9000244140625,48.849327087402344,11.783079147338867,13.069999694824219,46.73051071166992,51.52643585205078,328.5899963378906
2020-08-04,156.94149780273438,99.13333129882812,234.63018798828125,136.04415893554688,175.77012634277344,66.4527587890625,90.25469207763672,112.51760864257812,1648.1617431640625,83.03490447998047,77.3502197265625,16.705724716186523,83.58312225341797,49.473873138427734,24.89266586303711,5.205033779144287,198.49000549316406,31.525333404541016,1206.0400390625,47.351009368896484,11.73007869720459,13.739999771118164,48.4463005065918,51.307830810546875,328.2099914550781
2020-08-05,160.25149536132812,99.00133514404297,234.28857421875,136.58045959472656,175.68197631835938,67.02770233154297,93.60225677490234,111.5860595703125,1697.002685546875,84.16326141357422,79.0094223022461,16.705724716186523,83.86685943603516,49.715309143066406,25.40403175354004,5.280909538269043,201.9600067138672,31.235332489013672,1192.6099853515625,50.78425979614258,12.136395454406738,14.020000457763672,48.84073257446289,51.608421325683594,340.4200134277344
2020-08-06,161.25,99.30533599853516,235.9441375732422,137.42579650878906,179.13807678222656,67.28559112548828,93.14788055419922,111.27555084228516,1723.5877685546875,87.17218780517578,81.67597961425781,18.444242477416992,82.2496566772461,49.5945930480957,25.6838321685791,5.258146286010742,204.00999450683594,31.071332931518555,1178.3699951171875,50.25835418701172,12.392545700073242,13.779999732971191,50.38888168334961,50.16927719116211,339.17999267578125
2020-08-07,158.3730010986328,96.84733581542969,237.93240356445312,138.8710479736328,180.39007568359375,67.40119171142578,94.45539855957031,113.6388931274414,1726.2342529296875,90.44152069091797,82.66361236572266,19.013755798339844,84.58560180664062,51.488861083984375,25.780311584472656,5.205033779144287,203.8800048828125,31.011999130249023,1182.219970703125,51.40937423706055,12.816526412963867,14.220000267028809,51.374969482421875,50.28767776489258,342.1199951171875
2020-08-10,157.4080047607422,94.57133483886719,240.63897705078125,139.72543334960938,179.96690368652344,68.89524841308594,97.747314453125,114.66532135009766,1740.1072998046875,93.67224884033203,85.13265228271484,21.631521224975586,87.48897552490234,52.4824333190918,26.996000289916992,5.379547595977783,219.1199951171875,30.74333381652832,1174.719970703125,53.61220932006836,13.62915325164795,15.4399995803833,56.5124626159668,49.522586822509766,344.32000732421875
2020-08-11,154.0334930419922,91.6259994506836,240.805419921875,139.86183166503906,180.74276733398438,70.14031219482422,97.47840881347656,113.61300659179688,1776.039306640625,93.55653381347656,85.94249725341797,21.481647491455078,88.51981353759766,53.40169143676758,27.517011642456055,5.485771656036377,216.19000244140625,30.26799964904785,1171.56005859375,53.78089904785156,13.717480659484863,15.819999694824219,57.85353469848633,49.44970703125,335.3699951171875
2020-08-12,158.11199951171875,103.65066528320312,246.63894653320312,142.3705596923828,181.64208984375,70.51380920410156,97.57113647460938,116.0971450805664,1778.961669921875,92.61141204833984,84.82649230957031,21.111963272094727,88.96430969238281,53.605987548828125,27.04424285888672,5.394721984863281,217.77999877929688,30.900667190551758,1188.3699951171875,53.12600326538086,13.779309272766113,15.1899995803833,56.394134521484375,50.542720794677734,345.3299865722656
2020-08-13,158.05099487304688,108.06666564941406,246.70901489257812,141.5251922607422,182.0564727783203,70.27368927001953,98.776611328125,116.27825164794922,1764.104736328125,93.06468200683594,84.44131469726562,21.321781158447266,88.01856994628906,53.030277252197266,26.58112335205078,5.334022045135498,222.4199981689453,30.756000518798828,1187.1400146484375,53.19546127319336,13.62915325164795,15.220000267028809,57.6859016418457,51.26228332519531,350.2900085449219
2020-08-14,157.4010009765625,110.04733276367188,245.73678588867188,140.28900146484375,182.53257751464844,69.69563293457031,98.69314575195312,117.76179504394531,1750.231689453125,92.59212493896484,84.93514251708984,21.791383743286133,88.95482635498047,53.735984802246094,26.88022232055664,5.341609001159668,225.4199981689453,30.90333366394043,1196.050048828125,54.93193054199219,14.070796012878418,15.470000267028809,59.6580696105957,51.271392822265625,349.1199951171875
2020-08-17,159.12049865722656,122.3759994506836,252.47250366210938,143.98851013183594,183.978515625,70.21142578125,97.9791488647461,119.23672485351562,1724.699462890625,92.31243133544922,83.92776489257812,21.36174964904785,91.85820770263672,55.16598129272461,28.954608917236328,5.296084403991699,224.0800018310547,31.297332763671875,1207.75,54.237335205078125,13.982468605041504,14.680000305175781,59.450992584228516,52.23689270019531,354.8699951171875
2020-08-18,165.62449645996094,125.80599975585938,249.6346435546875,143.5340118408203,185.43325805664062,70.24701690673828,99.19392395019531,118.66464233398438,1750.27099609375,91.07801055908203,83.0290298461914,20.932119369506836,89.18182373046875,53.34600067138672,28.790584564208984,5.227797508239746,216.24000549316406,31.34000015258789,1211.81005859375,51.101783752441406,13.540823936462402,14.40999984741211,59.55946350097656,51.9454231262207,358.7799987792969
2020-08-19,163.0240020751953,125.23533630371094,247.76004028320312,143.87033081054688,184.71910095214844,69.03754425048828,100.51067352294922,133.6776123046875,1739.01513671875,90.65367126464844,83.44381713867188,20.882160186767578,85.3611068725586,50.47673034667969,28.19239616394043,5.212621212005615,213.36000061035156,31.070667266845703,1210.0,50.64533615112305,13.319998741149902,14.600000381469727,60.23986053466797,52.56479263305664,360.8399963378906
2020-08-20,164.86849975585938,133.45533752441406,245.8506317138672,144.1429901123047,185.0453338623047,68.67292022705078,100.15834045410156,131.96133422851562,1740.21533203125,90.6729507446289,84.0462646484375,20.812217712402344,82.71305847167969,47.960323333740234,27.81610679626465,5.189858913421631,205.39999389648438,30.799333572387695,1203.5,49.79198455810547,12.68403434753418,14.539999961853027,60.673736572265625,52.51925277709961,366.4200134277344
2020-08-21,164.23599243164062,136.6653289794922,248.08424377441406,146.99717712402344,186.53538513183594,68.5395278930664,101.77183532714844,133.1661834716797,1750.7236328125,91.87844848632812,86.26842498779297,21.141937255859375,82.48609161376953,47.988182067871094,27.555599212646484,5.05328369140625,214.0,30.68866729736328,1209.0699462890625,49.742374420166016,12.843023300170898,14.649999618530273,60.673736572265625,53.02021408081055,368.75
2020-08-24,165.3730010986328,134.27999877929688,251.16737365722656,150.55116271972656,187.4611358642578,69.97132873535156,103.70060729980469,132.8281707763672,1804.906982421875,94.40518951416016,87.3053970336914,22.250988006591797,84.46266174316406,49.5945930480957,29.24405860900879,5.296084403991699,222.5,30.92733383178711,1209.9300537109375,53.24507141113281,13.540823936462402,16.139999389648438,63.533382415771484,53.539398193359375,376.30999755859375
2020-08-25,167.32449340820312,134.8893280029297,250.624267578125,150.81475830078125,187.48756408691406,73.56417083740234,103.40386199951172,132.49008178710938,1823.95556640625,95.25386810302734,87.34491729736328,22.071144104003906,86.29736328125,49.36244583129883,28.645862579345703,5.265734672546387,219.77999877929688,31.062667846679688,1201.6600341796875,53.74120330810547,13.19633960723877,15.890000343322754,63.17839050292969,52.874481201171875,378.5
2020-08-26,172.09249877929688,143.54466247558594,255.70460510253906,154.87782287597656,188.46620178222656,73.2884750366211,103.42243194580078,132.3686981201172,1836.913330078125,93.91334533691406,85.72522735595703,21.971229553222656,84.98282623291016,49.45530319213867,28.443246841430664,5.174684524536133,220.75999450683594,30.84666633605957,1198.010009765625,52.61003112792969,13.11684513092041,15.279999732971191,61.96550750732422,53.357234954833984,381.5
