Date,XOM,CVX,COP,EOG,SLB,HAL,DVN,OXY,MPC,VLO,PSX,KMI,WMB,EQT
2020-05-04,34.45574951171875,70.78742218017578,32.638099670410156,36.069114685058594,14.298515319824219,9.082327842712402,8.440841674804688,14.594301223754883,26.413646697998047,50.42036437988281,57.9377326965332,10.513815879821777,14.237751960754395,13.902134895324707
2020-05-05,34.4173698425293,71.9099349975586,33.090946197509766,35.53664016723633,14.31613540649414,8.928387641906738,8.263452529907227,14.406230926513672,26.086933135986328,49.91347122192383,59.29390335083008,10.72911262512207,14.140997886657715,13.460647583007812
2020-05-06,33.77247619628906,69.71135711669922,32.74322509765625,35.37459182739258,13.937308311462402,8.65673542022705,8.492582321166992,12.600749969482422,24.738182067871094,48.2422981262207,56.69979476928711,10.564050674438477,13.850736618041992,12.803112983703613
2020-05-07,33.96440887451172,71.71639251708984,34.30396270751953,37.28067398071289,14.739007949829102,9.064216613769531,8.876927375793457,13.052120208740234,25.78534507751465,48.519508361816406,57.803672790527344,10.721936225891113,14.29728889465332,12.793720245361328
2020-05-08,35.453800201416016,73.90721130371094,35.186065673828125,39.70380401611328,15.9019193649292,9.689022064208984,9.38692569732666,14.124124526977539,27.670242309570312,52.21035385131836,60.760475158691406,11.016181945800781,14.490801811218262,13.14127254486084
2020-05-11,35.116004943847656,72.28150939941406,34.52448654174805,38.46136474609375,15.294038772583008,9.580360412597656,9.2095365524292,14.133527755737305,27.39379119873047,51.933143615722656,60.45296859741211,11.023357391357422,14.535452842712402,12.371021270751953
2020-05-12,34.5290412902832,70.52421569824219,33.96092224121094,38.368751525878906,15.047361373901367,9.49886417388916,9.165186882019043,13.710368156433105,26.983304977416992,50.16691970825195,57.97712326049805,10.757820129394531,14.20053768157959,11.891959190368652
2020-05-13,32.81510925292969,68.66625213623047,32.58058547973633,37.19579315185547,13.963737487792969,8.638622283935547,8.522146224975586,12.638362884521484,26.011531829833984,47.50411605834961,56.005924224853516,10.57122802734375,13.753982543945312,11.68530559539795
2020-05-14,33.10467529296875,69.71135711669922,32.6132698059082,36.701908111572266,14.18398666381836,9.009883880615234,8.618233680725098,12.939278602600098,25.87749671936035,47.7937126159668,56.573631286621094,10.650168418884277,13.761425971984863,11.779243469238281
2020-05-15,32.86989212036133,69.02239227294922,33.38101577758789,36.79451370239258,14.051836013793945,8.892168998718262,8.832579612731934,12.995699882507324,25.383235931396484,47.28691482543945,56.63752365112305,10.650168418884277,13.96237564086914,11.967107772827148
2020-05-18,35.48382568359375,72.69853973388672,35.610774993896484,40.46778106689453,15.813821792602539,10.422489166259766,9.697360038757324,14.171142578125,29.2786865234375,51.767822265625,60.909488677978516,11.11665153503418,14.57266902923584,12.098613739013672
2020-05-19,34.388160705566406,70.39703369140625,34.8511962890625,39.09415054321289,15.073789596557617,10.096506118774414,9.098666191101074,13.51289176940918,29.389421463012695,51.526485443115234,60.06306838989258,11.009002685546875,14.453588485717773,12.023468971252441
2020-05-20,35.50730895996094,73.05203247070312,36.05999755859375,40.62982940673828,16.04288101196289,10.820918083190918,9.179969787597656,14.095911979675293,31.365753173828125,54.173194885253906,62.48252868652344,11.23148250579834,14.67686939239502,12.52131462097168
2020-05-21,34.873390197753906,72.29794311523438,35.70878219604492,40.37517166137695,15.672863006591797,10.848084449768066,9.083882331848145,13.400052070617676,30.403146743774414,52.87800216674805,61.556270599365234,11.023357391357422,14.490801811218262,12.371021270751953
2020-05-22,34.904693603515625,70.91544342041016,35.349422454833984,40.34431457519531,15.487857818603516,10.494932174682617,8.973015785217285,13.287210464477539,30.300918579101562,52.83777618408203,61.0532112121582,11.05924129486084,14.624767303466797,12.906439781188965
2020-05-25,,,,,,,,,,,,,,
2020-05-26,35.9299201965332,73.2876968383789,35.66795349121094,39.696083068847656,16.21027183532715,10.7484769821167,9.098666191101074,13.541104316711426,31.374277114868164,55.26728439331055,63.057437896728516,11.339131355285645,15.205293655395508,13.855167388916016
2020-05-27,36.18819046020508,73.75899505615234,36.484718322753906,40.69157791137695,16.782917022705078,11.038241386413574,9.187362670898438,13.559910774230957,31.161312103271484,56.45790100097656,65.26129913330078,11.461133003234863,15.235067367553711,13.310356140136719
2020-05-28,35.249053955078125,71.37889862060547,35.12888717651367,39.85041809082031,16.55385398864746,10.965802192687988,8.618233680725098,12.826435089111328,29.968692779541016,54.0042610168457,62.73007583618164,11.281717300415039,14.855493545532227,12.558890342712402
2020-05-29,35.5855712890625,72.03085327148438,34.45096969604492,39.33338928222656,16.271940231323242,10.639815330505371,7.989974498748779,12.177590370178223,29.93462371826172,53.61007308959961,62.49052429199219,11.339131355285645,15.205293655395508,12.530708312988281
2020-06-01,36.2194938659668,72.88705444335938,35.43925857543945,39.98160934448242,16.236698150634766,10.90241527557373,8.64780044555664,12.986295700073242,31.093158721923828,53.56180191040039,62.945655822753906,11.317601203918457,15.212736129760742,12.089221954345703
2020-06-02,37.02558135986328,74.3795394897461,36.1008415222168,42.29670715332031,16.728994369506836,11.534109115600586,8.98779582977295,13.87022876739502,32.1324348449707,54.85700225830078,65.13355255126953,11.396543502807617,15.138311386108398,12.577675819396973
2020-06-03,38.536033630371094,76.33543395996094,36.852256774902344,42.728851318359375,17.394248962402344,11.88858413696289,9.253883361816406,14.528472900390625,32.873565673828125,56.74750900268555,66.85830688476562,11.590313911437988,15.37647819519043,13.028554916381836
2020-06-04,38.42647171020508,75.62848663330078,36.51737594604492,42.5590705871582,18.03289222717285,11.988563537597656,9.401708602905273,14.622511863708496,32.40503692626953,56.35332489013672,66.37918853759766,11.647726058959961,15.413690567016602,13.432469367980957
2020-06-05,41.541290283203125,79.18681335449219,39.686424255371094,45.76933670043945,19.505329132080078,13.197421073913574,10.791271209716797,19.54996681213379,35.40361022949219,60.04585266113281,69.78878021240234,11.999382972717285,15.733719825744629,14.118180274963379
2020-06-08,42.84041976928711,81.09559631347656,41.091243743896484,47.93008804321289,20.977766036987305,14.906173706054688,11.648658752441406,22.944650650024414,35.95732498168945,60.83423614501953,71.6492919921875,12.896467208862305,16.06119728088379,15.865341186523438
2020-06-09,41.8856315612793,79.75237274169922,39.71908950805664,45.89280319213867,19.966571807861328,14.024532318115234,10.754312515258789,21.797412872314453,34.423946380615234,57.334781646728516,68.4073715209961,12.408452987670898,15.2797212600708,15.245380401611328
2020-06-10,39.639522552490234,76.64962768554688,37.497493743896484,42.92949295043945,18.591707229614258,13.188331604003906,10.10387897491455,19.521751403808594,33.38468551635742,55.54884719848633,67.33740234375,12.150094032287598,14.989456176757812,14.249687194824219
2020-06-11,36.141231536865234,70.20064544677734,34.4019775390625,39.4722900390625,16.41853904724121,11.161454200744629,9.017361640930176,16.371572494506836,30.09648323059082,48.81541442871094,59.88739776611328,11.131007194519043,13.797287940979004,13.780022621154785
2020-06-12,36.916015625,72.57286834716797,35.716949462890625,40.56809997558594,16.853172302246094,11.615911483764648,9.546917915344238,17.406557083129883,31.195377349853516,51.317317962646484,61.6920166015625,11.123833656311035,13.842846870422363,13.911528587341309
2020-06-15,36.892539978027344,71.66167449951172,35.406585693359375,40.290283203125,17.137012481689453,11.843141555786133,9.614044189453125,17.92404556274414,32.23466110229492,51.15643310546875,60.366519927978516,11.37501335144043,14.518662452697754,13.517008781433105
2020-06-16,37.72211456298828,73.86109161376953,36.84408950805664,42.1346435546875,17.34102439880371,12.29759693145752,9.919844627380371,19.090761184692383,32.91615676879883,53.22392272949219,61.516334533691406,11.461133003234863,14.700906753540039,13.225814819335938
2020-06-17,36.493408203125,71.90518188476562,35.953819274902344,40.498653411865234,17.589387893676758,11.77951717376709,9.420122146606445,17.914640426635742,31.62984848022461,50.134742736816406,58.194583892822266,11.253011703491211,14.412359237670898,13.169453620910645
2020-06-18,36.720375061035156,72.21939849853516,36.305030822753906,40.84592056274414,17.899839401245117,11.988563537597656,9.658796310424805,18.507404327392578,32.77133560180664,51.993072509765625,60.87754821777344,11.317601203918457,14.769248008728027,12.850081443786621
2020-06-19,35.98469924926758,71.19039916992188,35.69246292114258,40.35973358154297,17.482952117919922,11.852227210998535,9.651335716247559,18.54503631591797,32.53281784057617,50.810489654541016,59.647850036621094,11.138184547424316,14.594597816467285,12.136187553405762
2020-06-22,36.32905960083008,71.94446563720703,35.5781135559082,40.45234298706055,17.58052635192871,11.834053039550781,9.472333908081055,18.73322296142578,32.890602111816406,50.40826416015625,59.408294677734375,11.202771186828613,14.837591171264648,11.600768089294434
2020-06-23,36.548194885253906,71.82664489746094,35.78230285644531,40.48321533203125,17.358766555786133,11.815873146057129,9.233658790588379,18.62030601501465,33.052452087402344,50.40021896362305,59.647850036621094,11.080770492553711,14.74647045135498,11.5068359375
2020-06-24,34.82643508911133,68.84171295166016,33.47903060913086,37.77455520629883,15.84197998046875,10.77971076965332,8.39084529876709,16.93610954284668,30.86315155029297,46.67551040649414,55.88692092895508,10.628641128540039,14.306046485900879,11.26261043548584
2020-06-25,35.35078430175781,70.074951171875,34.35296630859375,39.1481819152832,16.338703155517578,11.2977933883667,8.726479530334473,17.444190979003906,31.255016326904297,46.0802001953125,55.9507942199707,10.73629093170166,14.503478050231934,10.689615249633789
2020-06-26,34.13772964477539,67.91484069824219,32.956302642822266,37.6279411315918,15.469439506530762,10.843337059020996,8.159632682800293,16.64443016052246,30.13055419921875,45.30790710449219,54.35380172729492,10.38463306427002,14.055463790893555,10.003901481628418
2020-06-29,34.685569763183594,68.86528778076172,33.73223114013672,38.31475830078125,15.975032806396484,11.288705825805664,8.293885231018066,16.804386138916016,30.156108856201172,45.814727783203125,54.824928283691406,10.520990371704102,13.949153900146484,10.389026641845703
2020-06-30,34.99861145019531,70.09066009521484,34.32029724121094,39.09415054321289,16.312089920043945,11.797693252563477,8.45797348022461,17.2183780670166,31.84280014038086,47.319091796875,57.41205978393555,10.887001991271973,14.44273567199707,11.178065299987793
2020-07-01,34.20817184448242,68.82600402832031,33.27484130859375,38.47679901123047,15.717799186706543,11.334149360656738,8.27896785736084,16.38097381591797,30.394624710083008,45.404441833496094,55.18424606323242,10.700406074523926,14.2832670211792,10.745975494384766
2020-07-02,34.497737884521484,69.36800384521484,34.124267578125,38.986114501953125,15.948423385620117,11.42503833770752,8.383387565612793,16.729108810424805,30.72686004638672,45.32399368286133,54.633277893066406,10.851118087768555,14.488290786743164,11.901355743408203
2020-07-03,,,,,,,,,,,,,,
2020-07-06,34.74034118652344,69.57223510742188,34.00176239013672,38.90122604370117,16.631420135498047,11.843141555786133,8.32371997833252,17.105470657348633,30.97389793395996,45.4285774230957,54.36977767944336,10.901352882385254,14.662941932678223,12.774934768676758
2020-07-07,33.84033966064453,67.79698944091797,33.193180084228516,37.12633514404297,16.125823974609375,11.279613494873047,7.719576358795166,16.1363468170166,29.55128288269043,42.733585357666016,51.59101104736328,10.528166770935059,14.359201431274414,13.216422080993652
2020-07-08,33.76206970214844,67.82842254638672,33.519866943359375,36.60930252075195,16.02825164794922,11.334149360656738,7.727035045623779,16.258665084838867,29.091272354125977,42.620967864990234,51.08795166015625,10.420515060424805,14.381982803344727,12.50252914428711
2020-07-09,32.3690185546875,64.99274444580078,31.322778701782227,34.217037200927734,15.194463729858398,10.706997871398926,7.309360027313232,15.317769050598145,28.409778594970703,40.40061569213867,47.095455169677734,9.982742309570312,13.873220443725586,12.371021270751953
2020-07-10,33.37860107421875,66.94863891601562,32.417232513427734,35.035030364990234,15.779887199401855,10.961494445800781,7.600241184234619,15.7223539352417,30.837600708007812,43.159976959228516,48.75634002685547,10.219569206237793,14.085835456848145,12.230122566223145
2020-07-13,33.38641357421875,67.08218383789062,32.392738342285156,34.687767028808594,15.416213035583496,10.716087341308594,7.428696632385254,15.204859733581543,30.07944107055664,42.82209014892578,48.12552261352539,10.18368911743164,14.093432426452637,11.732275009155273
2020-07-14,34.489906311035156,69.39942932128906,33.740394592285156,36.48582077026367,16.312089920043945,11.34323787689209,7.779245853424072,15.694127082824707,30.837600708007812,43.76332092285156,49.4749755859375,10.442046165466309,14.503478050231934,11.844996452331543
2020-07-15,34.92818069458008,69.82360076904297,33.99359130859375,36.624732971191406,16.764469146728516,11.815873146057129,8.010458946228027,16.16457176208496,32.00465774536133,46.039974212646484,52.269718170166016,10.73629093170166,15.247637748718262,11.97650146484375
2020-07-16,34.65426254272461,69.40727233886719,33.96908187866211,37.196441650390625,16.693506240844727,11.897674560546875,7.958250522613525,16.00461769104004,31.851322174072266,45.51707077026367,51.798606872558594,10.757820129394531,15.110955238342285,11.891959190368652
2020-07-17,34.05947494506836,68.48824310302734,32.97071838378906,36.683067321777344,16.51610565185547,11.88858413696289,7.67482852935791,15.317769050598145,32.31133270263672,44.624114990234375,50.97616195678711,10.707582473754883,15.012242317199707,11.722880363464355
2020-07-20,33.26120376586914,66.98005676269531,32.45092010498047,37.103092193603516,16.3564510345459,12.18852710723877,7.659909725189209,14.762640953063965,31.30613136291504,43.707008361816406,49.770423889160156,10.406164169311523,14.64775276184082,11.61955451965332
2020-07-21,34.94382858276367,71.787353515625,34.37337875366211,39.21883010864258,17.349897384643555,13.01563835144043,8.465434074401855,16.38097381591797,32.83098220825195,46.32154846191406,53.03628158569336,10.829584121704102,15.270415306091309,12.549493789672852
2020-07-22,34.129913330078125,71.51244354248047,33.73805618286133,39.03993225097656,17.00395965576172,12.88839054107666,8.256592750549316,15.948169708251953,32.992820739746094,45.9112548828125,52.10204315185547,10.686056137084961,14.769248008728027,12.239513397216797
2020-07-23,34.200340270996094,71.48886108398438,33.38327407836914,37.997623443603516,17.119274139404297,13.406472206115723,8.114877700805664,15.825850486755371,33.12060546875,46.393959045410156,52.046146392822266,10.39898681640625,14.6705322265625,13.366714477539062
2020-07-24,33.989044189453125,70.79761505126953,33.23474884033203,38.14541244506836,17.27893829345703,13.370113372802734,7.980627536773682,15.750579833984375,32.96726989746094,46.643333435058594,51.95033645629883,10.226747512817383,14.587000846862793,13.310356140136719
2020-07-27,34.489906311035156,71.51244354248047,32.81396484375,37.77204132080078,17.456336975097656,13.542806625366211,7.779245853424072,15.712943077087402,32.813934326171875,46.68355178833008,51.57502365112305,10.190865516662598,14.298454284667969,12.59646224975586
2020-07-28,34.082950592041016,69.99640655517578,32.14563751220703,36.76862335205078,16.986223220825195,13.315580368041992,7.712120532989502,15.38362979888916,32.47318649291992,45.76646041870117,50.76854705810547,10.133448600769043,14.328827857971191,12.981589317321777
2020-07-29,34.45859146118164,70.75049591064453,32.9542236328125,37.72537612915039,17.234582901000977,13.697320938110352,8.085046768188477,16.023441314697266,33.99803161621094,48.018978118896484,52.365543365478516,10.427693367004395,15.012242317199707,13.610940933227539
2020-07-30,32.76814651489258,67.76555633544922,31.056507110595703,36.231910705566406,16.3564510345459,13.333757400512695,7.712120532989502,14.837912559509277,32.43911361694336,45.315956115722656,50.37729263305664,10.276984214782715,14.685721397399902,13.37610912322998
2020-07-31,32.9325065612793,65.93535614013672,30.85023307800293,36.44194030761719,16.09033966064453,13.024726867675781,7.823996067047119,14.809686660766602,32.54133987426758,45.23550796508789,49.52289581298828,10.308422088623047,14.52625846862793,13.63912296295166
2020-08-03,33.0655403137207,66.61873626708984,30.289175033569336,36.06856918334961,16.604808807373047,13.206509590148926,7.906041145324707,14.348648071289062,32.856529235839844,44.13838577270508,48.80424118041992,10.257242202758789,14.974272727966309,14.738140106201172
2020-08-04,34.02033996582031,67.9383773803711,31.056507110595703,37.69426345825195,17.05718231201172,13.733680725097656,8.271512031555176,14.809686660766602,32.10688018798828,43.409706115722656,49.38714599609375,10.600858688354492,16.20441246032715,15.010549545288086
2020-08-05,34.31772994995117,68.4960708618164,31.37005043029785,39.475521087646484,17.296676635742188,13.924551963806152,8.980070114135742,14.99786376953125,31.03353500366211,42.26348114013672,49.4749755859375,10.556990623474121,16.166439056396484,15.367498397827148
2020-08-06,34.153377532958984,68.70817565917969,31.39479637145996,39.58441925048828,17.137012481689453,13.470093727111816,8.778688430786133,14.536827087402344,30.437219619750977,42.14884948730469,48.68447494506836,10.454638481140137,15.809549331665039,15.348708152770996
2020-08-07,33.99686050415039,68.1819076538086,31.601076126098633,37.96650314331055,17.4119873046875,13.533716201782227,9.032279014587402,14.536827087402344,31.237979888916016,43.11495590209961,50.20161437988281,10.46926212310791,15.832328796386719,16.128358840942383
2020-08-10,34.83426284790039,70.48341369628906,32.70669937133789,39.249942779541016,17.93532371520996,14.188136100769043,9.427582740783691,15.505942344665527,31.62984848022461,43.84364700317383,51.798606872558594,10.630102157592773,16.35627555847168,16.11896324157715
2020-08-11,35.19426345825195,70.39703369140625,32.76444625854492,38.44099044799805,18.00628089904785,14.669859886169434,9.218741416931152,14.263967514038086,31.476497650146484,43.92552185058594,51.191749572753906,10.542369842529297,16.265155792236328,15.245380401611328
2020-08-12,35.186283111572266,71.26107788085938,34.37337875366211,38.18430709838867,18.05950164794922,15.18794059753418,9.330620765686035,14.038151741027832,32.48170852661133,45.12906265258789,51.431312561035156,10.593546867370605,16.4094295501709,15.376888275146484
2020-08-13,34.32439041137695,70.55413818359375,33.523536682128906,36.88530349731445,17.6248722076416,15.133404731750488,9.018328666687012,13.737065315246582,31.740581512451172,43.548892974853516,50.009986877441406,10.432705879211426,16.379060745239258,15.019939422607422
2020-08-14,34.47602462768555,70.97042083740234,33.680301666259766,37.313114166259766,17.802268981933594,15.115227699279785,9.231602668762207,13.774701118469238,32.66911315917969,44.58870315551758,50.832435607910156,10.447327613830566,16.804288864135742,15.931092262268066
2020-08-17,34.02909851074219,71.30034637451172,33.581295013427734,36.200809478759766,17.749048233032227,15.133404731750488,8.942161560058594,13.087849617004395,32.92466735839844,45.52206039428711,50.508453369140625,10.556990623474121,16.96375274658203,16.071996688842773
2020-08-18,33.861507415771484,69.82620239257812,33.2760009765625,36.05302047729492,17.53616714477539,14.951624870300293,8.637489318847656,13.125484466552734,32.20686340332031,44.817955017089844,49.657997131347656,10.513128280639648,16.5537109375,15.52718448638916
2020-08-19,33.486427307128906,68.83814239501953,32.71494674682617,35.477420806884766,17.49181365966797,14.987977981567383,8.447070121765137,13.003166198730469,32.15496826171875,44.424949645996094,49.74709701538086,10.323040962219238,16.43980598449707,15.621113777160645
2020-08-20,32.975669860839844,67.57915496826172,31.98885726928711,34.302860260009766,16.649158477783203,14.551702499389648,8.142393112182617,12.607992172241211,30.805801391601562,43.14771270751953,49.38262176513672,10.279176712036133,16.249971389770508,14.897828102111816
2020-08-21,32.72825622558594,67.79429626464844,31.48556137084961,33.75060272216797,16.480628967285156,14.306297302246094,7.9519734382629395,12.38217830657959,30.615537643432617,43.08221435546875,49.38262176513672,10.3157320022583,16.257564544677734,15.066909790039062
2020-08-24,33.69392013549805,69.48358154296875,32.071380615234375,34.48176574707031,17.34102439880371,14.806198120117188,8.210947036743164,12.81498908996582,31.83496856689453,45.02263259887695,51.55329132080078,10.410772323608398,16.46257972717285,15.386282920837402
2020-08-25,32.62452697753906,68.63097381591797,32.05486297607422,34.52066421508789,17.083791732788086,14.678948402404785,8.36328125,12.711490631103516,31.523624420166016,44.416778564453125,49.91719436645508,10.206068992614746,16.242374420166016,15.376888275146484
2020-08-26,31.930219650268555,67.55523681640625,30.990503311157227,33.649478912353516,16.560461044311523,14.369917869567871,8.150012016296387,12.193998336791992,30.555002212524414,43.96644973754883,48.62126922607422,10.037915229797363,15.98420238494873,14.728747367858887
2020-08-27,31.71474838256836,67.65882873535156,31.477313995361328,34.96403503417969,16.587072372436523,14.560791969299316,8.19571304321289,12.269268989562988,30.252307891845703,43.753578186035156,48.807559967041016,10.132957458496094,15.91585922241211,15.170235633850098
2020-08-28,32.47289276123047,68.23255157470703,31.66707992553711,35.94411849975586,17.225717544555664,14.788021087646484,8.454684257507324,12.353950500488281,32.07712936401367,44.94076156616211,50.046775817871094,10.36690902709961,15.999387741088867,15.048121452331543
2020-08-31,31.874357223510742,66.8779525756836,31.262775421142578,35.26739501953125,16.862037658691406,14.706215858459473,8.279497146606445,11.987000465393066,30.66742515563965,43.05765151977539,47.35773849487305,10.103713989257812,15.763993263244629,14.907221794128418
2020-09-01,31.467342376708984,66.20063781738281,30.66046714782715,35.16627883911133,16.634355545043945,14.792804718017578,8.309961318969727,11.742366790771484,30.243656158447266,42.95940399169922,47.61692810058594,10.140268325805664,15.91585922241211,14.653600692749023
2020-09-02,31.275814056396484,66.28827667236328,30.01690101623535,33.99173355102539,16.759357452392578,14.811036109924316,8.119543075561523,11.667096138000488,30.278240203857422,43.319644927978516,48.637474060058594,10.11833667755127,16.15885353088379,14.146361351013184
2020-09-03,31.211965560913086,65.56317138671875,29.695100784301758,33.54835891723633,17.071868896484375,14.692545890808105,7.974823474884033,11.845869064331055,29.629615783691406,42.84477615356445,48.345882415771484,9.972119331359863,15.870295524597168,14.362408638000488
2020-09-04,31.188018798828125,65.2842788696289,29.58784294128418,33.55613708496094,17.241514205932617,14.574057579040527,8.035758972167969,11.525964736938477,29.093406677246094,41.935977935791016,47.770816802978516,9.884384155273438,15.710836410522461,14.428160667419434
2020-09-07,,,,,,,,,,,,,,
2020-09-08,30.46977996826172,62.9256706237793,28.102676391601562,31.759323120117188,16.411136627197266,13.498546600341797,7.327391624450684,10.40629768371582,27.960464477539062,39.89731216430664,46.944671630859375,9.686990737915039,15.551372528076172,13.620332717895508
2020-09-09,30.286222457885742,63.770301818847656,28.43271255493164,32.56050109863281,16.616498947143555,13.726409912109375,7.296926975250244,10.415708541870117,27.476150512695312,39.094940185546875,46.87177658081055,9.665059089660645,15.961417198181152,13.873955726623535
2020-09-10,29.528066635131836,62.272274017333984,27.162065505981445,29.55803108215332,15.81290340423584,13.015480041503906,6.756131172180176,9.58771800994873,26.178884506225586,37.35920333862305,44.83880615234375,9.438421249389648,15.620828628540039,13.216422080993652
2020-09-11,29.448261260986328,61.905723571777344,27.3188419342041,30.374767303466797,15.955768585205078,13.006366729736328,6.918092250823975,9.615944862365723,27.026424407958984,37.9814567565918,46.22382354736328,9.37261962890625,15.659526824951172,13.178847312927246
2020-09-14,29.25672721862793,61.58699417114258,27.657129287719727,30.468103408813477,16.098630905151367,13.061053276062012,7.033778667449951,9.578272819519043,27.692358016967773,38.8984375,47.27674865722656,9.54808521270752,16.139455795288086,13.366714477539062
2020-09-15,28.945484161376953,60.837989807128906,27.88815689086914,30.016950607299805,16.25041961669922,13.1613130569458,7.118617057800293,10.08685302734375,26.8880558013916,38.12063217163086,47.01756286621094,9.438421249389648,16.154935836791992,13.385502815246582
2020-09-16,30.17449378967285,62.59894561767578,28.94426918029785,31.782655715942383,17.12544059753418,13.735522270202637,7.527379035949707,10.962743759155273,27.986408233642578,40.20024108886719,49.010047912597656,9.760102272033691,16.580677032470703,13.864562034606934
2020-09-17,30.16651725769043,62.78224182128906,29.777610778808594,32.03935241699219,17.03615379333496,13.50766372680664,7.673915863037109,11.169943809509277,27.77884292602539,40.11836624145508,48.88045120239258,9.716235160827637,16.49553108215332,13.695481300354004
2020-09-18,29.6796932220459,62.320068359375,29.596101760864258,31.665979385375977,16.723648071289062,13.170427322387695,7.542802333831787,10.972159385681152,27.917217254638672,39.88093566894531,48.451175689697266,9.56270694732666,16.05430793762207,14.22150707244873
2020-09-21,29.07317352294922,60.79814147949219,28.350202560424805,30.188079833984375,15.420036315917969,12.049345970153809,7.149466514587402,10.63310718536377,27.026424407958984,38.77562713623047,45.29237365722656,9.401864051818848,16.000123977661133,14.512701034545898
2020-09-22,28.354923248291016,60.184566497802734,28.300695419311523,29.908052444458008,15.473612785339355,12.149603843688965,7.095478534698486,10.435328483581543,26.844812393188477,38.82476043701172,44.83880615234375,9.358000755310059,16.108491897583008,13.817596435546875
2020-09-23,27.44514274597168,57.33191680908203,27.162065505981445,28.297924041748047,14.830741882324219,11.529817581176758,6.694431781768799,9.804309844970703,24.84701919555664,36.44221496582031,42.62764358520508,8.941276550292969,15.411825180053711,13.517008781433105
2020-09-24,27.389278411865234,57.21240234375,27.72313117980957,28.507944107055664,14.839668273925781,11.411331176757812,6.910379886627197,10.020928382873535,24.75188446044922,36.4995231628418,42.80583190917969,8.977829933166504,15.427306175231934,13.601547241210938
2020-09-25,27.6446590423584,57.23630142211914,27.805639266967773,29.130220413208008,14.214652061462402,11.274613380432129,6.802406311035156,9.625365257263184,24.76053237915039,35.95915985107422,42.83013153076172,9.04362964630127,15.466014862060547,13.028554916381836
2020-09-28,28.17935562133789,58.909637451171875,27.813888549804688,29.122434616088867,14.68787670135498,11.630081176757812,7.558229446411133,9.73837947845459,25.902128219604492,36.69602584838867,43.721073150634766,9.219091415405273,15.791123390197754,13.14127254486084
2020-09-29,27.35735511779785,57.29208755493164,26.78252410888672,28.150129318237305,13.928933143615723,11.001179695129395,7.380841255187988,9.408744812011719,25.452407836914062,35.541595458984375,42.271263122558594,9.1021146774292,15.68275260925293,12.061040878295898
2020-09-30,27.39725685119629,57.37176513671875,27.0960636138916,27.955669403076172,13.89321517944336,10.982952117919922,7.2960052490234375,9.427583694458008,25.374576568603516,35.46791076660156,41.98778533935547,9.014387130737305,15.210566520690918,12.145583152770996
2020-10-01,26.43958854675293,56.11277770996094,26.75777244567871,27.115598678588867,13.402130126953125,10.180875778198242,7.018355846405029,9.116783142089844,23.964876174926758,32.978939056396484,40.72425842285156,8.948586463928223,14.537120819091797,11.910748481750488
2020-10-02,26.319883346557617,56.7263298034668,27.28584098815918,27.07670783996582,13.902140617370605,10.308479309082031,7.403979301452637,9.295729637145996,24.449188232421875,33.34737014770508,41.35601806640625,8.999763488769531,14.777085304260254,11.95771312713623
2020-10-05,26.926406860351562,57.92953872680664,28.28419303894043,28.36014747619629,14.34858226776123,10.873578071594238,7.8281636238098145,9.898490905761719,25.2880859375,35.263221740722656,42.562843322753906,9.21178150177002,15.125419616699219,12.85947322845459
2020-10-06,26.647083282470703,57.610809326171875,27.47560691833496,27.99456024169922,13.991432189941406,10.800662994384766,7.504239082336426,9.540599822998047,24.93349838256836,34.65735626220703,41.35601806640625,8.970519065856934,14.962862968444824,12.643427848815918
2020-10-07,26.73487091064453,58.790122985839844,28.325450897216797,28.554616928100586,14.241437911987305,10.873578071594238,7.612215995788574,9.681873321533203,25.262144088745117,34.673736572265625,42.06067657470703,9.204469680786133,15.009305953979492,13.272782325744629
2020-10-08,28.139450073242188,59.93754959106445,29.315561294555664,29.30133628845215,14.67002010345459,11.675650596618652,7.9592766761779785,10.529507637023926,26.91399574279785,36.31941223144531,43.44569396972656,9.599258422851562,15.4737548828125,13.620332717895508
2020-10-09,27.724456787109375,58.96540832519531,28.98552703857422,29.215774536132812,14.49144172668457,11.466019630432129,7.766465187072754,10.19045352935791,26.049152374267578,35.729915618896484,42.959720611572266,9.37261962890625,15.032530784606934,13.798810005187988
2020-10-12,27.636672973632812,59.371803283691406,29.365062713623047,29.72136878967285,14.393226623535156,11.602737426757812,7.6045026779174805,10.181036949157715,26.3691463470459,35.27960205078125,43.29990005493164,9.343379020690918,15.055752754211426,14.46573543548584
2020-10-13,27.309471130371094,58.48731994628906,28.779253005981445,30.05585479736328,14.045004844665527,11.429561614990234,7.326853275299072,9.907909393310547,25.409168243408203,33.92049026489258,41.52610778808594,9.219091415405273,15.032530784606934,14.324835777282715
2020-10-14,27.25360679626465,58.128746032714844,28.490474700927734,29.2624454498291,14.241437911987305,11.59362506866455,7.188028812408447,9.841980934143066,25.867536544799805,34.14973449707031,42.182167053222656,9.47497272491455,15.233790397644043,13.949102401733398
2020-10-15,27.49302864074707,58.57497024536133,29.20829963684082,29.918487548828125,14.661091804504395,11.912628173828125,7.265154838562012,9.992671966552734,26.412389755249023,34.02692413330078,42.53044128417969,9.496905326843262,15.25700855255127,14.183935165405273
