Date,GOOGL,META,DIS,NFLX,VZ,T,TMUS,CMCSA,CHTR,EA,TTWO
2020-09-16,75.03753662109375,261.9053955078125,129.92405700683594,48.38600158691406,44.27019119262695,15.401610374450684,109.90420532226562,40.50520706176758,630.0700073242188,123.22853088378906,157.07000732421875
2020-09-17,73.7944107055664,253.25875854492188,128.08474731445312,47.02000045776367,44.431522369384766,15.312068939208984,108.11690521240234,39.44087600708008,620.3099975585938,121.78954315185547,159.4499969482422
2020-09-18,72.01040649414062,250.98275756835938,126.52080535888672,46.99599838256836,44.25552749633789,15.238326072692871,106.96723937988281,39.16396713256836,625.25,122.41181945800781,158.49000549316406
2020-09-21,70.97077941894531,246.6295928955078,123.35362243652344,48.73500061035156,43.71288299560547,15.080306053161621,106.82231903076172,38.66210174560547,614.3400268554688,124.7355728149414,164.33999633789062
2020-09-22,72.44363403320312,253.18914794921875,125.12408447265625,49.117000579833984,43.86686706542969,15.017099380493164,108.58064270019531,39.96870803833008,633.0499877929688,127.38993835449219,166.22000122070312
2020-09-23,69.9410400390625,247.4942626953125,121.25852966308594,47.06100082397461,43.19955062866211,14.6799898147583,105.30553436279297,39.250511169433594,616.3499755859375,124.86199951171875,162.30999755859375
2020-09-24,70.60948944091797,248.00115966796875,120.48149108886719,47.30799865722656,43.40489196777344,14.769536018371582,106.8030014038086,39.544715881347656,611.4500122070312,125.73705291748047,163.2899932861328
2020-09-25,71.41343688964844,253.25875854492188,121.96672058105469,48.28799819946289,43.55154800415039,14.769536018371582,108.2231674194336,39.934104919433594,614.22998046875,127.55525207519531,165.77999877929688
2020-09-28,72.38607025146484,255.24649047851562,123.9240951538086,49.064998626708984,43.52954864501953,14.948620796203613,110.36792755126953,40.46194839477539,628.22998046875,128.6150360107422,167.4600067138672
2020-09-29,72.7513198852539,260.1860046386719,123.3437728881836,49.347999572753906,43.441551208496094,14.906484603881836,109.67230987548828,39.97737121582031,626.5,126.41763305664062,164.33999633789062
2020-09-30,72.73046875,260.29534912109375,122.04541015625,50.00299835205078,43.624881744384766,15.017099380493164,110.48387145996094,40.02928161621094,624.3400268554688,126.79685974121094,165.22000122070312
2020-10-01,73.83711242675781,264.9963684082031,121.28803253173828,52.750999450683594,43.595542907714844,15.006566047668457,111.80743408203125,40.1850471496582,635.1099853515625,129.1011962890625,166.11000061035156
2020-10-02,72.23422241210938,258.3473815917969,120.54049682617188,50.305999755859375,43.441551208496094,15.106637954711914,109.5660629272461,39.06879425048828,620.22998046875,125.49398803710938,160.14999389648438
2020-10-05,73.58551788330078,263.0285339355469,121.34705352783203,52.064998626708984,43.749542236328125,15.101372718811035,110.9089584350586,39.639896392822266,633.97998046875,127.0982666015625,164.75999450683594
2020-10-06,72.0069351196289,257.0751953125,118.94706726074219,50.58700180053711,43.602874755859375,15.122443199157715,108.63859558105469,38.70934295654297,620.8900146484375,121.38117218017578,162.1999969482422
2020-10-07,72.4098892211914,256.53851318359375,120.89459991455078,53.465999603271484,43.71288299560547,15.169851303100586,110.34862518310547,39.10068893432617,623.72998046875,121.54644775390625,160.9600067138672
2020-10-08,73.61528015136719,262.1439514160156,121.07164764404297,53.17900085449219,43.867034912109375,15.438847541809082,111.57555389404297,39.39638137817383,629.0800170898438,122.49930572509766,160.4199981689453
2020-10-09,74.9561538696289,262.8297424316406,122.9306640625,53.944000244140625,43.970787048339844,15.282354354858398,113.25658416748047,39.005027770996094,635.6400146484375,123.9188461303711,161.63999938964844
2020-10-12,77.6428451538086,274.06048583984375,122.92082214355469,53.98099899291992,44.13383483886719,15.179825782775879,116.00032043457031,39.996463775634766,651.719970703125,127.25384521484375,167.13999938964844
2020-10-13,77.76592254638672,274.4481506347656,126.84539794921875,55.409000396728516,43.993019104003906,14.974762916564941,117.44949340820312,39.90950393676758,649.9500122070312,129.2567596435547,169.16000366210938
2020-10-14,77.58577728271484,270.15460205078125,124.5142593383789,54.14500045776367,43.30377197265625,14.834463119506836,112.71556854248047,39.378990173339844,638.6199951171875,129.07200622558594,168.94000244140625
2020-10-15,77.19026947021484,265.0858154296875,125.27163696289062,54.194000244140625,43.10367965698242,14.812873840332031,111.39201354980469,39.23115158081055,636.8900146484375,127.7010726928711,168.02999877929688
2020-10-16,77.79718017578125,264.3006591796875,124.73064422607422,53.07899856567383,43.02214813232422,14.748120307922363,111.06352996826172,39.622493743896484,633.9199829101562,128.2650146484375,168.22000122070312
2020-10-19,75.92383575439453,259.79840087890625,122.19296264648438,53.071998596191406,42.466304779052734,14.505280494689941,108.92843627929688,38.552799224853516,617.6599731445312,126.27178955078125,165.52999877929688
2020-10-20,76.97241973876953,265.9206848144531,122.90115356445312,52.54199981689453,42.42924880981445,14.44052791595459,109.23758697509766,38.50061798095703,608.260009765625,123.83133697509766,164.44000244140625
2020-10-21,78.70482635498047,277.0222473144531,124.55360412597656,48.904998779296875,42.05868148803711,14.418944358825684,108.60962677001953,38.718040466308594,605.3300170898438,124.1133041381836,164.5500030517578
2020-10-22,79.7305679321289,276.4159851074219,125.46834564208984,48.52299880981445,42.48854064941406,15.260769844055176,107.8560562133789,39.23115158081055,599.9099731445312,123.403564453125,163.2899932861328
2020-10-23,81.0367202758789,283.04510498046875,126.24539947509766,48.827999114990234,42.955440521240234,15.012540817260742,108.57096099853516,39.18766403198242,593.280029296875,123.25770568847656,164.42999267578125
2020-10-26,78.62046813964844,275.41217041015625,122.02574157714844,48.82400131225586,42.84428405761719,14.77509880065918,107.9913101196289,38.06578826904297,582.1300048828125,123.1701889038086,165.0500030517578
2020-10-27,79.3445053100586,281.55426025390625,121.28803253173828,48.893001556396484,42.52560043334961,14.52686882019043,108.99605560302734,37.77878952026367,583.6500244140625,123.11185455322266,167.36000061035156
2020-10-28,74.97352600097656,266.030029296875,116.52740478515625,48.624000549316406,41.73260498046875,14.300225257873535,106.07843017578125,36.50905227661133,572.5800170898438,122.1201171875,164.38999938964844
2020-10-29,77.26023864746094,279.109375,119.54705810546875,50.42100143432617,42.066097259521484,14.44052791595459,105.79825592041016,37.44831466674805,576.0,120.46721649169922,162.77000427246094
2020-10-30,80.19953155517578,261.4978942871094,119.2618179321289,47.57400131225586,42.2365608215332,14.580830574035645,105.85621643066406,36.73517990112305,603.8200073242188,116.50997924804688,154.9199981689453
2020-11-02,80.60696411132812,259.7586364746094,118.1601791381836,48.4119987487793,42.76275634765625,14.753510475158691,106.6484146118164,36.0046501159668,588.4299926757812,116.49052429199219,154.02999877929688
2020-11-03,81.66595458984375,263.674560546875,121.98639678955078,48.72200012207031,42.7998161315918,14.818269729614258,107.35367584228516,37.06564712524414,591.989990234375,117.3947525024414,158.8800048828125
2020-11-04,86.63789367675781,285.6192626953125,123.0191879272461,49.69499969482422,42.40701675415039,14.591625213623047,112.08760070800781,38.004905700683594,634.469970703125,121.83814239501953,163.72000122070312
2020-11-05,87.46415710449219,292.87451171875,124.87818908691406,51.375999450683594,43.09626007080078,14.845253944396973,113.28557586669922,38.57018280029297,647.3599853515625,124.77449798583984,168.67999267578125
2020-11-06,87.32669067382812,291.6123046875,125.3699951171875,51.472999572753906,43.37788009643555,14.807476043701172,119.37203216552734,38.72673034667969,644.489990234375,115.88771057128906,175.19000244140625
2020-11-09,87.4105453491211,277.0619812011719,140.25189208984375,47.04999923706055,44.348751068115234,15.271559715270996,118.61846923828125,41.03138732910156,613.2000122070312,113.7292251586914,159.99000549316406
2020-11-10,86.23443603515625,270.7608337402344,139.77976989746094,48.02399826049805,45.282569885253906,15.568355560302734,117.59439849853516,41.544498443603516,626.8800048828125,115.6349105834961,154.88999938964844
2020-11-11,86.70637512207031,274.7860412597656,135.56011962890625,49.07600021362305,45.20845413208008,15.503600120544434,120.90814971923828,41.457523345947266,636.9199829101562,116.46134185791016,161.57000732421875
2020-11-12,86.48751831054688,273.39459228515625,133.29783630371094,48.676998138427734,45.05282211303711,15.347107887268066,122.51187133789062,41.72712326049805,637.9600219726562,116.01409912109375,160.22000122070312
2020-11-13,87.94849395751953,275.25311279296875,136.0912628173828,48.284000396728516,45.2529296875,15.600730895996094,123.88375091552734,42.614200592041016,647.1900024414062,117.45310974121094,161.8300018310547
2020-11-16,88.03631591796875,277.2508239746094,142.29779052734375,47.90999984741211,45.12693786621094,15.633113861083984,124.28952026367188,43.08381271362305,641.4099731445312,115.31407165527344,162.38999938964844
2020-11-17,87.42245483398438,273.3150939941406,142.1305694580078,48.0629997253418,45.02318572998047,15.665489196777344,124.62765502929688,43.292545318603516,641.510009765625,115.23627471923828,162.1999969482422
2020-11-18,86.37933349609375,270.30364990234375,141.54042053222656,48.17900085449219,44.704490661621094,15.444239616394043,123.51663208007812,42.73594665527344,642.4400024414062,113.60282135009766,161.55999755859375
2020-11-19,87.26911163330078,271.26776123046875,139.3961639404297,48.46699905395508,44.62297058105469,15.260769844055176,124.81121063232422,43.03163528442383,650.5399780273438,116.81138610839844,165.5800018310547
2020-11-20,86.16793823242188,268.047607421875,138.75682067871094,48.82400131225586,44.49698257446289,15.282354354858398,125.28459930419922,42.76203918457031,655.4099731445312,118.49346160888672,170.0500030517578
2020-11-23,85.73023986816406,266.78533935546875,143.5863037109375,47.6619987487793,44.63779067993164,15.444239616394043,123.54560089111328,43.31863021850586,645.0399780273438,118.4837417602539,171.19000244140625
2020-11-24,87.53361511230469,275.22332763671875,149.00599670410156,48.28799819946289,44.9416618347168,15.773416519165039,123.71951293945312,45.5189208984375,650.4400024414062,116.9183578491211,169.8300018310547
2020-11-25,87.5450439453125,273.9014587402344,146.64529418945312,48.5,44.77119064331055,15.643905639648438,124.37646484375,45.04928970336914,651.4000244140625,118.1434326171875,173.97999572753906
2020-11-26,,,,,,,,,,,
2020-11-27,88.68094635009766,276.1078796386719,144.71746826171875,49.13600158691406,44.89719009399414,15.665489196777344,127.42936706542969,45.00580596923828,642.7999877929688,120.729736328125,176.41000366210938
2020-11-30,87.06217956542969,275.2730407714844,145.58302307128906,49.06999969482422,44.77119064331055,15.51439094543457,128.4341278076172,43.69260025024414,651.989990234375,124.21054077148438,180.50999450683594
2020-12-01,89.0948257446289,284.7943115234375,146.9895782470703,50.45800018310547,44.89719009399414,15.579144477844238,129.1973114013672,44.37093734741211,662.25,123.87955474853516,180.05999755859375
2020-12-02,90.56422424316406,285.75836181640625,151.09120178222656,50.3380012512207,45.47526550292969,15.697868347167969,128.62733459472656,44.39704513549805,667.1699829101562,126.11875915527344,181.3000030517578
2020-12-03,90.40888977050781,280.1230773925781,150.727294921875,49.75199890136719,45.756893157958984,15.773416519165039,126.74342346191406,44.86665725708008,670.4299926757812,124.98942565917969,180.75999450683594
2020-12-04,90.50418090820312,277.986328125,151.61251831054688,49.83100128173828,45.6160774230957,15.940705299377441,127.332763671875,44.95362854003906,670.739990234375,125.29122161865234,180.72999572753906
2020-12-07,90.1701889038086,283.8302917480469,151.1600341796875,51.577999114990234,45.46784591674805,15.994665145874023,128.4534454345703,45.162349700927734,680.760009765625,127.38443756103516,183.38999938964844
2020-12-08,89.88733673095703,281.66357421875,151.19940185546875,51.26599884033203,45.54197311401367,16.626033782958984,128.63699340820312,44.710113525390625,663.3699951171875,128.6598358154297,183.60000610351562
2020-12-09,88.22638702392578,276.2171936035156,151.89773559570312,49.36000061035156,45.54937744140625,16.976797103881836,126.67578887939453,44.57966232299805,644.0800170898438,129.65289306640625,183.67999267578125
2020-12-10,87.71971130371094,275.4220886230469,152.1534881591797,50.10900115966797,44.845306396484375,16.561277389526367,126.13475036621094,43.90131759643555,658.0399780273438,131.12306213378906,187.82000732421875
2020-12-11,88.07453918457031,271.8739929199219,172.8386688232422,50.321998596191406,44.72673034667969,16.733959197998047,126.78205871582031,44.29266357421875,651.760009765625,132.21348571777344,190.2100067138672
2020-12-14,86.95597839355469,272.5100402832031,166.52391052246094,52.242000579833984,44.452510833740234,16.485729217529297,124.97545623779297,44.3448600769043,649.6699829101562,133.90750122070312,195.1999969482422
2020-12-15,87.39366912841797,273.8616638183594,171.08782958984375,51.97800064086914,44.87495803833008,16.50191879272461,125.59375762939453,44.797080993652344,646.280029296875,136.94508361816406,194.6999969482422
2020-12-16,87.20064544677734,273.98101806640625,170.28126525878906,52.483001708984375,44.400638580322266,16.345428466796875,125.41019439697266,44.72750473022461,642.4299926757812,137.8602752685547,195.1199951171875
2020-12-17,86.37288665771484,272.7983093261719,170.70423889160156,53.290000915527344,44.47475051879883,15.983871459960938,125.60340881347656,44.66664123535156,653.97998046875,136.15650939941406,197.39999389648438
2020-12-18,85.66374206542969,274.7065124511719,170.0550537109375,53.44499969482422,44.80825424194336,15.86515998840332,127.44869232177734,44.26657485961914,652.0,138.84359741210938,203.38999938964844
2020-12-21,86.07762145996094,271.1186218261719,167.89112854003906,52.89099884033203,44.0893669128418,15.65469741821289,125.80630493164062,43.8056526184082,654.6900024414062,137.28582763671875,201.77000427246094
2020-12-22,85.36600494384766,265.4535827636719,167.65505981445312,52.733001708984375,43.718807220458984,15.325522422790527,127.76749420166016,43.50127029418945,641.0999755859375,135.74758911132812,201.86000061035156
2020-12-23,85.76348876953125,266.46728515625,170.70423889160156,51.448001861572266,43.69657516479492,15.51439094543457,127.74817657470703,43.5186653137207,647.4400024414062,137.77264404296875,201.82000732421875
2020-12-24,86.05776977539062,265.76165771484375,170.88128662109375,51.39699935913086,43.607627868652344,15.482016563415527,128.41477966308594,43.814353942871094,656.489990234375,138.06471252441406,202.5
2020-12-25,,,,,,,,,,,
2020-12-28,88.03285217285156,275.3028259277344,175.9271697998047,51.9119987487793,43.71139907836914,15.406469345092773,128.4920654296875,44.44921875,651.9000244140625,137.0034942626953,201.1199951171875
2020-12-29,87.22891235351562,275.0841369628906,174.3927459716797,53.08700180053711,43.58539581298828,15.401067733764648,128.62733459472656,44.83186721801758,664.97998046875,136.98403930664062,202.4499969482422
2020-12-30,86.16149139404297,270.20428466796875,178.1992950439453,52.45899963378906,43.08884811401367,15.374092102050781,128.76260375976562,44.53617477416992,653.489990234375,138.29837036132812,206.35000610351562
2020-12-31,86.974853515625,271.486328125,178.20912170410156,54.073001861572266,43.54093551635742,15.519791603088379,130.2793731689453,45.571102142333984,661.5499877929688,139.80746459960938,207.7899932861328
2021-01-01,,,,,,,,,,,
2021-01-04,85.65928649902344,267.292236328125,174.76651000976562,52.2859992980957,43.61504364013672,15.886740684509277,127.94139099121094,43.927406311035156,647.030029296875,135.8254852294922,201.85000610351562
2021-01-05,86.35006713867188,269.30975341796875,175.51405334472656,52.08000183105469,43.41494369506836,15.789606094360352,127.38105773925781,43.665313720703125,636.5900268554688,137.587646484375,204.74000549316406
2021-01-06,85.49800109863281,261.69671630859375,176.18289184570312,50.04899978637695,43.941139221191406,16.09719467163086,127.07190704345703,44.17203903198242,624.510009765625,133.1870574951172,201.52999877929688
2021-01-07,88.05171203613281,267.09344482421875,175.65176391601562,50.888999938964844,43.842254638671875,16.140365600585938,128.67564392089844,44.2593994140625,629.77001953125,137.0229949951172,208.00999450683594
2021-01-08,89.21739959716797,265.9306640625,175.75994873046875,51.040000915527344,43.295448303222656,16.029056549072266,130.48228454589844,45.02821731567383,634.3800048828125,138.11337280273438,210.42999267578125
2021-01-11,87.15596771240234,255.26634216308594,176.1533966064453,49.90999984741211,43.040775299072266,15.946202278137207,128.42445373535156,45.010746002197266,641.1300048828125,137.4903106689453,206.5399932861328
2021-01-12,86.22003936767578,249.55157470703125,173.104248046875,49.42499923706055,42.89096450805664,15.879922866821289,124.32815551757812,43.69150161743164,621.489990234375,135.38734436035156,199.14999389648438
2021-01-13,86.70736694335938,250.09820556640625,173.23207092285156,50.77899932861328,42.741153717041016,15.802596092224121,124.14459228515625,43.82256317138672,618.010009765625,132.7391815185547,199.5
2021-01-14,85.89698791503906,244.13497924804688,170.58619689941406,50.08599853515625,42.72616958618164,16.178190231323242,120.4637451171875,43.31584930419922,623.0900268554688,135.27052307128906,195.47000122070312
2021-01-15,85.73322296142578,249.81993103027344,168.6288299560547,49.79800033569336,42.98085021972656,16.111909866333008,122.9659423828125,42.538291931152344,628.9099731445312,135.3289337158203,196.27999877929688
2021-01-18,,,,,,,,,,,
2021-01-19,88.55440521240234,259.5002136230469,169.43539428710938,50.176998138427734,42.7336540222168,15.990392684936523,125.44886016845703,42.678077697753906,633.27001953125,137.69476318359375,198.72999572753906
2021-01-20,93.2985610961914,265.8411865234375,170.7927703857422,58.63399887084961,42.89096450805664,15.995918273925781,127.81580352783203,42.704288482666016,642.8200073242188,141.75460815429688,207.0500030517578
2021-01-21,93.50103759765625,271.19818115234375,168.47145080566406,57.98400115966797,42.8984489440918,15.92410945892334,125.9802017211914,42.922706604003906,650.4299926757812,142.1148681640625,205.55999755859375
2021-01-22,93.91838073730469,272.81817626953125,169.9468536376953,56.516998291015625,43.04827117919922,15.979345321655273,125.94155883789062,42.52955627441406,646.6900024414062,142.14405822753906,204.66000366210938
2021-01-25,94.00373077392578,276.30670166015625,169.07147216796875,55.678001403808594,43.75986099243164,16.078767776489258,126.6564712524414,42.78290939331055,652.1699829101562,142.43617248535156,203.99000549316406
2021-01-26,94.68211364746094,280.3218688964844,166.7796630859375,56.19300079345703,42.374114990234375,16.432268142700195,126.95597076416016,43.761409759521484,649.5399780273438,142.43617248535156,199.77999877929688
2021-01-27,90.26497650146484,270.4726257324219,160.35671997070312,52.327999114990234,41.29547882080078,16.0953369140625,119.09186553955078,42.302406311035156,615.780029296875,142.36798095703125,195.3800048828125
2021-01-28,91.96514892578125,263.3763122558594,169.06161499023438,53.86000061035156,41.475250244140625,15.907543182373047,123.4393310546875,45.080631256103516,654.6500244140625,139.2330322265625,200.3000030517578
2021-01-29,90.68282318115234,256.7472229003906,165.41246032714844,53.23899841308594,41.010833740234375,15.813642501831055,121.80662536621094,43.307125091552734,607.5599975585938,139.4180145263672,200.4499969482422
2021-02-01,93.94369506835938,260.4046630859375,168.1665496826172,53.90399932861328,40.65876770019531,15.824689865112305,124.06731414794922,43.8138313293457,599.02001953125,142.0175018310547,200.94000244140625
2021-02-02,95.23641967773438,265.443603515625,174.05831909179688,54.816001892089844,40.823570251464844,15.763931274414062,127.4197006225586,44.71369171142578,616.7000122070312,145.03561401367188,207.11000061035156
2021-02-03,102.1720199584961,265.0162658691406,173.53701782226562,53.94499969482422,41.04079055786133,15.74736213684082,124.98509979248047,44.093406677246094,609.260009765625,137.1008758544922,202.39999389648438
2021-02-04,101.91149139404297,264.85723876953125,177.2747039794922,55.215999603271484,41.302955627441406,15.957252502441406,126.17343139648438,44.94957733154297,619.7899780273438,134.96871948242188,201.49000549316406
2021-02-05,103.65828704833984,266.4573669433594,178.18946838378906,55.07899856567383,41.43779373168945,15.979345321655273,121.03374481201172,44.65254592895508,617.6500244140625,137.4903106689453,207.49000549316406
2021-02-08,103.44440460205078,264.9466552734375,186.88450622558594,54.79199981689453,41.23554229736328,15.890972137451172,121.82594299316406,45.299041748046875,615.530029296875,138.6975860595703,213.33999633789062
2021-02-09,102.99132537841797,267.799072265625,185.1238555908203,55.90700149536133,41.198089599609375,15.80811882019043,120.23187255859375,46.05912780761719,619.510009765625,142.2511749267578,200.30999755859375
2021-02-10,103.54166412353516,270.20428466796875,186.52056884765625,56.35900115966797,41.16813659667969,15.769455909729004,120.27051544189453,46.085330963134766,611.6300048828125,140.79078674316406,199.82000732421875
2021-02-11,103.6543197631836,268.73333740234375,187.7795867919922,55.75899887084961,40.898468017578125,15.846787452697754,120.18357849121094,46.50469207763672,618.6799926757812,143.43894958496094,197.1199951171875
2021-02-12,103.96597290039062,268.8426513671875,184.5926971435547,55.652000427246094,40.598846435546875,15.907543182373047,119.48796844482422,46.50469207763672,613.4500122070312,143.83811950683594,199.86000061035156
2021-02-15,,,,,,,,,,,
2021-02-16,104.74358367919922,272.2914123535156,183.2943572998047,55.72800064086914,40.5614013671875,16.001441955566406,117.86492156982422,46.16395568847656,618.469970703125,141.9298858642578,195.7899932861328
2021-02-17,105.13662719726562,271.89385986328125,183.3828887939453,55.13399887084961,42.688716888427734,16.332849502563477,117.18862915039062,46.295013427734375,624.1199951171875,141.97857666015625,195.92999267578125
2021-02-18,104.50091552734375,267.7394714355469,179.99928283691406,54.821998596191406,42.68122100830078,16.145050048828125,118.86966705322266,45.91933822631836,616.4199829101562,143.516845703125,196.22999572753906
2021-02-19,103.65728759765625,259.9573974609375,180.6386260986328,54.02199935913086,42.28422927856445,16.018007278442383,116.02930450439453,45.517459869384766,607.2899780273438,142.09536743164062,194.86000061035156
2021-02-22,101.9427490234375,258.7349548339844,188.61563110351562,53.37799835205078,42.28422927856445,16.194761276245117,113.91354370117188,45.866920471191406,596.5,138.5028533935547,189.85000610351562
2021-02-23,102.23353576660156,264.2310485839844,193.85824584960938,54.6150016784668,42.71868133544922,16.117431640625,115.17914581298828,46.60079574584961,602.77001953125,137.44161987304688,185.9499969482422
2021-02-24,103.40916442871094,262.6905822753906,194.2713623046875,55.340999603271484,42.786094665527344,16.227901458740234,115.3337173461914,46.65321350097656,608.510009765625,134.04380798339844,186.99000549316406
2021-02-25,100.04161834716797,253.12953186035156,187.84841918945312,54.66999816894531,42.32168197631836,15.813642501831055,116.79253387451172,45.639774322509766,601.5499877929688,131.6682586669922,184.67999267578125
2021-02-26,100.3373794555664,256.04156494140625,185.9402313232422,53.8849983215332,41.42280960083008,15.404906272888184,115.90372467041016,46.05912780761719,613.4199829101562,130.4318084716797,184.4600067138672
2021-03-01,102.70697784423828,263.28692626953125,191.7828369140625,55.06399917602539,41.46775436401367,15.515375137329102,119.38170623779297,47.5705451965332,619.6799926757812,133.64466857910156,187.4499969482422
2021-03-02,102.44991302490234,257.4131164550781,190.7598876953125,54.78200149536133,41.183109283447266,15.587181091308594,118.29966735839844,47.39582061767578,616.0700073242188,133.37171936035156,188.1699981689453
2021-03-03,99.81632232666016,253.84512329101562,189.10743713378906,52.06999969482422,41.48273849487305,15.863356590270996,114.81200408935547,46.941524505615234,601.02001953125,129.6967010498047,180.14999389648438
2021-03-04,100.93387603759766,256.06146240234375,184.94679260253906,51.12900161743164,41.048282623291016,15.973819732666016,114.58981323242188,47.11625289916992,607.6400146484375,127.98104095458984,174.02999877929688
2021-03-05,104.06719207763672,262.6607360839844,186.8746795654297,51.638999938964844,41.9471549987793,16.360462188720703,120.4540786743164,48.12969207763672,624.030029296875,129.258056640625,170.80999755859375
2021-03-08,99.62228393554688,253.7457275390625,198.59921264648438,49.33300018310547,42.538909912109375,16.564828872680664,122.7533950805664,48.470428466796875,612.3800048828125,124.00387573242188,161.6199951171875
2021-03-09,101.2529525756836,264.11181640625,191.320556640625,50.64400100708008,42.09695816040039,16.37151336669922,122.02882385253906,48.54904556274414,614.77001953125,127.63014221191406,168.57000732421875
2021-03-10,101.04603576660156,263.2769470214844,191.8615264892578,50.45399856567383,42.756134033203125,16.564828872680664,123.091552734375,49.981834411621094,629.0700073242188,126.8405532836914,164.82000732421875
2021-03-11,104.23939514160156,272.2019348144531,193.52381896972656,52.305999755859375,41.580108642578125,16.316274642944336,121.71967315673828,49.702274322509766,624.22998046875,128.02978515625,170.61000061035156
2021-03-12,101.73133850097656,266.7555236816406,193.92709350585938,51.801998138427734,41.67000198364258,16.465408325195312,122.8113784790039,49.87699890136719,624.1500244140625,127.20122528076172,170.25
2021-03-15,101.95167541503906,272.0727233886719,193.53366088867188,52.025001525878906,41.677494049072266,16.53169059753418,121.37188720703125,50.26141357421875,625.0,127.59113311767578,169.1699981689453
2021-03-16,103.41313934326172,277.5688781738281,191.05499267578125,52.40299987792969,41.677494049072266,16.564828872680664,123.44901275634766,50.706974029541016,639.6500244140625,128.41970825195312,173.00999450683594
2021-03-17,103.33027648925781,282.2699279785156,192.03858947753906,52.444000244140625,41.75988006591797,16.653207778930664,122.98527526855469,50.235198974609375,641.8599853515625,127.30845642089844,168.91000366210938
2021-03-18,100.30908966064453,276.91290283203125,189.12710571289062,50.479000091552734,42.17936325073242,16.575878143310547,120.67627716064453,48.8111457824707,629.3900146484375,124.77396392822266,167.22000122070312
2021-03-19,100.5879898071289,288.33245849609375,188.0058135986328,51.21799850463867,42.12693405151367,16.437793731689453,119.9806900024414,48.45294189453125,629.739990234375,125.16387939453125,169.74000549316406
2021-03-22,100.77308654785156,291.7414855957031,189.69761657714844,52.31100082397461,42.389095306396484,16.564828872680664,121.83560180664062,49.24797058105469,637.6199951171875,128.0980224609375,171.8800048828125
2021-03-23,101.30110168457031,288.8493347167969,185.6353302001953,53.50899887084961,42.62879943847656,16.570354461669922,120.17390441894531,49.04702377319336,645.4500122070312,129.6967010498047,173.85000610351562
2021-03-24,100.8644027709961,280.411376953125,181.69107055664062,52.08100128173828,42.70369338989258,16.564828872680664,118.21270751953125,48.854820251464844,651.5599975585938,126.52864074707031,170.25999450683594
2021-03-25,100.86092376708984,277.0321350097656,183.8451690673828,50.2859992980957,42.98085021972656,16.61454200744629,119.29476165771484,49.18681335449219,637.7899780273438,126.75282287597656,169.7899932861328
2021-03-26,100.47733306884766,281.28594970703125,182.87139892578125,50.80500030517578,43.580081939697266,16.74158477783203,118.82135772705078,48.20832824707031,631.75,129.50169372558594,174.2899932861328
2021-03-29,101.52242279052734,289.0381774902344,181.8189697265625,51.39500045776367,44.066978454589844,16.879667282104492,119.27542877197266,48.21704864501953,636.6799926757812,131.5682830810547,176.2899932861328
2021-03-30,101.5561752319336,286.2354431152344,182.48779296875,51.3390007019043,43.88719940185547,16.97356605529785,120.4154281616211,48.0335807800293,632.6900024414062,131.04190063476562,177.08999633789062
2021-03-31,102.35264587402344,292.72540283203125,181.49436950683594,52.16600036621094,43.55762481689453,16.71949005126953,121.04339599609375,47.27350997924805,617.02001953125,131.9582061767578,176.6999969482422
2021-04-01,105.6904296875,296.8301086425781,185.8713836669922,53.94200134277344,43.66998291015625,16.829954147338867,123.32341003417969,47.832645416259766,608.5800170898438,134.4829864501953,180.14999389648438
2021-04-02,,,,,,,,,,,
2021-04-05,110.1159896850586,307.017333984375,185.40908813476562,54.06700134277344,44.09694290161133,16.962520599365234,126.94630432128906,47.87632369995117,605.5,137.9727020263672,183.3800048828125
2021-04-06,109.63462829589844,304.3835754394531,186.61892700195312,54.452999114990234,44.27671813964844,17.111652374267578,126.97529602050781,48.1308479309082,613.3900146484375,137.71929931640625,184.0
2021-04-07,111.1119613647461,311.1717224121094,184.48451232910156,54.69900131225586,44.19432830810547,17.084035873413086,125.61309814453125,47.92021560668945,611.6300048828125,138.4308624267578,183.64999389648438
2021-04-08,111.67769622802734,311.10211181640625,184.2484588623047,55.45800018310547,43.609832763671875,16.947595596313477,125.70002746582031,47.68324661254883,615.1599731445312,137.9824676513672,183.60000610351562
2021-04-09,112.6821060180664,310.5455627441406,184.80908203125,55.53099822998047,43.526546478271484,16.97019386291504,124.65662384033203,47.01622009277344,614.239990234375,136.91995239257812,184.02000427246094
2021-04-12,111.38937377929688,309.6311950683594,183.43206787109375,55.27799987792969,43.56439971923828,16.92500114440918,126.32798767089844,46.79680252075195,619.2999877929688,137.88497924804688,182.75999450683594
2021-04-13,111.8761978149414,307.86212158203125,182.44845581054688,55.37300109863281,43.624969482421875,16.73857879638672,126.35698699951172,47.28829574584961,621.2899780273438,138.5283660888672,182.66000366210938
2021-04-14,111.25489807128906,300.9646301269531,184.3861541748047,54.00199890136719,43.685543060302734,16.795068740844727,125.49713897705078,46.779258728027344,617.0999755859375,138.04098510742188,181.44000244140625
2021-04-15,113.40563201904297,305.93402099609375,182.8812255859375,54.922000885009766,43.685543060302734,16.806365966796875,127.01392364501953,47.51648712158203,636.0,139.17172241210938,182.5
2021-04-16,113.28157806396484,304.3040466308594,184.18942260742188,54.65399932861328,44.124664306640625,16.91935157775879,128.54039001464844,48.367820739746094,644.3699951171875,137.49505615234375,178.8000030517578
