Date,CAT,DE,HON,GE,LMT,NOC,RTX,BA,MMM,ITW,EMR,ETN,PH,GD,UPS,FDX,CMI,DAL,LUV,UNP,NSC,CSX,ROP,ROK,OTIS
2020-06-19,114.3401107788086,143.93771362304688,122.45807647705078,34.73428726196289,320.21417236328125,285.40716552734375,57.01526641845703,187.02000427246094,108.05438232421875,150.46002197265625,55.10081100463867,81.17766571044922,169.72279357910156,138.83787536621094,86.58663177490234,124.42362213134766,152.51333618164062,28.7084903717041,32.285213470458984,148.6304168701172,152.04925537109375,21.05752944946289,378.5543212890625,190.23794555664062,52.5438117980957
2020-06-22,112.84200286865234,143.64959716796875,122.09584045410156,34.19990539550781,323.44891357421875,288.0544738769531,57.14706802368164,188.52000427246094,107.05684661865234,151.17320251464844,54.6207389831543,79.1241683959961,169.37953186035156,135.4730682373047,85.88762664794922,124.19760131835938,150.5007781982422,28.5139217376709,32.107669830322266,148.94039916992188,153.1298828125,21.246450424194336,387.74285888671875,191.5387725830078,52.599117279052734
2020-06-23,113.25468444824219,143.0919647216797,122.02845001220703,34.005592346191406,319.78399658203125,280.3318176269531,56.70774459838867,187.8800048828125,107.84260559082031,151.94805908203125,54.958560943603516,79.16051483154297,168.45179748535156,134.54824829101562,88.86839294433594,125.72545623779297,150.88580322265625,28.834959030151367,32.472110748291016,149.9675750732422,155.8268280029297,21.50351333618164,385.22283935546875,189.83773803710938,52.35945129394531
2020-06-24,109.4959487915039,139.86692810058594,116.54450225830078,31.722362518310547,309.5632629394531,275.59417724609375,54.22996139526367,176.69000244140625,104.00276947021484,148.8310546875,53.011634826660156,76.33466339111328,161.16891479492188,128.9989471435547,87.97657012939453,122.12732696533203,145.79296875,26.597431182861328,30.13597869873047,146.59384155273438,151.05796813964844,20.905763626098633,375.03582763671875,186.50833129882812,51.197959899902344
2020-06-25,111.87317657470703,143.54737854003906,120.00672149658203,32.451053619384766,312.14422607421875,275.44818115234375,53.650054931640625,174.8800048828125,105.67668914794922,150.5304412841797,53.65171432495117,77.66126251220703,163.85940551757812,129.44810485839844,88.79608154296875,123.04948425292969,148.505615234375,27.249231338500977,30.808786392211914,147.89544677734375,153.31739807128906,21.128761291503906,381.258544921875,189.39198303222656,51.806358337402344
2020-06-26,109.79198455810547,138.51931762695312,116.42655944824219,31.526657104492188,306.9306640625,275.54864501953125,51.92790985107422,170.00999450683594,104.207763671875,147.76564025878906,53.2249870300293,77.68851470947266,160.0741424560547,128.64662170410156,86.22505950927734,118.16236877441406,147.6656036376953,26.179109573364258,29.864992141723633,144.0170135498047,151.6474151611328,20.41331672668457,375.3073425292969,186.72666931152344,51.42841720581055
2020-06-29,112.35759735107422,143.5918731689453,120.66380310058594,33.083518981933594,316.1705627441406,282.08447265625,54.40568161010742,194.49000549316406,106.29161834716797,151.0000762939453,54.567405700683594,78.9697036743164,166.5962677001953,131.5445556640625,87.96050262451172,122.22283935546875,151.44586181640625,27.83293914794922,32.743099212646484,146.55841064453125,154.21043395996094,21.215478897094727,373.7855529785156,189.8195037841797,52.14742660522461
2020-06-30,113.47892761230469,146.80538940429688,121.80101776123047,33.2294921875,313.9509582519531,280.6422119140625,54.1421012878418,183.3000030517578,106.57856750488281,154.94345092773438,55.145259857177734,79.48760986328125,170.0288848876953,131.6502685546875,89.32634735107422,127.37335968017578,151.61207580566406,27.288145065307617,31.939472198486328,149.7107696533203,156.7913360595703,21.599525451660156,376.32501220703125,193.7583770751953,52.41475296020508
2020-07-01,113.08422088623047,146.525146484375,121.39666748046875,32.7916145324707,310.0794677734375,281.2812194824219,54.13330841064453,180.32000732421875,106.19595336914062,152.807861328125,54.41627502441406,79.14234161376953,167.54254150390625,130.56765747070312,91.92949676513672,142.30715942382812,149.5906982421875,26.94765281677246,31.59372329711914,147.7715301513672,153.17449951171875,21.13495635986328,377.7110290527344,191.4842071533203,51.41919708251953
2020-07-02,114.57334899902344,147.50604248046875,122.16325378417969,33.18082809448242,311.438720703125,282.9518127441406,54.291465759277344,180.80999755859375,107.2959976196289,154.72193908691406,54.807430267333984,80.17817687988281,169.7598876953125,130.7096405029297,91.88128662109375,141.2352752685547,151.77835083007812,26.967105865478516,31.883398056030273,149.71963500976562,155.84469604492188,21.326974868774414,379.1455993652344,191.929931640625,52.08290100097656
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,116.10735321044922,149.67330932617188,124.0164794921875,34.05657196044922,311.94635009765625,285.1698913574219,55.635799407958984,187.91000366210938,108.02021789550781,157.43356323242188,55.57197952270508,80.75971221923828,173.0255584716797,131.7478790283203,92.68473052978516,141.952880859375,155.89984130859375,27.667552947998047,32.05159378051758,152.44692993164062,159.51510620117188,21.757482528686523,381.1034851074219,195.2046661376953,52.41475296020508
2020-07-07,114.10686492919922,148.25335693359375,122.12112426757812,32.888912200927734,303.9280700683594,277.93109130859375,53.606117248535156,178.8800048828125,105.7791976928711,155.3688201904297,54.069557189941406,79.4149169921875,169.16610717773438,128.82838439941406,91.95359802246094,144.01490783691406,153.6334686279297,26.276391983032227,30.846166610717773,150.33944702148438,155.4964141845703,21.2216739654541,378.97113037109375,192.3392791748047,52.37788391113281
2020-07-08,114.9411392211914,147.95440673828125,122.64341735839844,33.37543487548828,301.312744140625,274.8548889160156,53.606117248535156,180.0800018310547,105.61520385742188,154.4738311767578,54.309574127197266,79.36043548583984,166.1880340576172,127.69256591796875,91.96967315673828,144.03311157226562,152.2946014404297,26.276391983032227,30.734027862548828,149.68418884277344,156.5144805908203,21.40130615234375,385.6968994140625,193.1033935546875,52.47006607055664
2020-07-09,112.7881851196289,147.27247619628906,119.08849334716797,32.013179779052734,292.4770812988281,261.0253601074219,51.058048248291016,173.27999877929688,103.4766616821289,153.5611114501953,52.869388580322266,77.81572723388672,163.5810546875,122.47486877441406,91.95359802246094,141.471435546875,150.6582489013672,24.953330993652344,29.50055694580078,146.9833984375,152.6297607421875,21.01726531982422,383.2900390625,192.2755889892578,51.7234001159668
2020-07-10,114.83350372314453,148.61769104003906,119.99832153320312,32.54835891723633,300.4695739746094,266.5479736328125,52.402381896972656,178.44000244140625,104.4332046508789,154.24342346191406,53.13609313964844,78.54264068603516,162.72752380371094,125.97993469238281,92.45173645019531,144.06028747558594,152.08457946777344,26.354219436645508,31.042400360107422,147.33763122558594,152.57618713378906,20.918153762817383,380.3785400390625,191.84805297851562,52.5253791809082
2020-07-13,117.12999725341797,153.04566955566406,120.8743667602539,32.597015380859375,303.7474365234375,266.8675537109375,52.14756393432617,175.64999389648438,105.7655258178711,154.88140869140625,54.07843780517578,79.44219970703125,163.28416442871094,126.7342300415039,91.39923858642578,141.91653442382812,152.59214782714844,26.091550827026367,30.50042152404785,149.7992706298828,156.3983917236328,21.25883674621582,374.8658752441406,192.66671752929688,52.442413330078125
2020-07-14,122.79048156738281,158.3984832763672,124.75779724121094,33.472740173339844,305.98431396484375,269.78863525390625,53.13164520263672,179.9600067138672,108.32085418701172,159.00204467773438,55.1985969543457,82.38616943359375,170.3907470703125,127.21341705322266,92.66063690185547,143.9785919189453,156.03109741210938,25.40083885192871,31.070430755615234,152.2078399658203,158.89891052246094,21.47563934326172,384.9884033203125,199.28004455566406,52.8848876953125
2020-07-15,124.11813354492188,161.04220581054688,127.98416137695312,34.737709045410156,313.6412353515625,274.5445556640625,55.3018913269043,187.94000244140625,108.86061096191406,161.46556091308594,56.567665100097656,84.86677551269531,173.32244873046875,129.36968994140625,95.7779769897461,146.47662353515625,159.0150604248047,27.823209762573242,33.40655517578125,154.4215850830078,161.8905792236328,21.88446617126465,387.9097900390625,201.98170471191406,53.650001525878906
2020-07-16,124.29755401611328,162.00439453125,128.95289611816406,34.29983139038086,314.77685546875,277.1825866699219,54.80107498168945,178.6999969482422,109.66000366210938,160.93382263183594,56.132049560546875,85.01213836669922,171.13294982910156,131.78334045410156,96.20378112792969,150.8822784423828,160.77386474609375,26.519603729248047,31.96750259399414,156.61761474609375,163.3551788330078,22.011444091796875,393.4902038574219,203.1096649169922,53.7606201171875
2020-07-17,123.7281494140625,164.8909912109375,130.57029724121094,34.397132873535156,317.0308837890625,280.0945739746094,54.65170669555664,175.66000366210938,109.2022476196289,161.350341796875,56.4787712097168,85.92987823486328,171.5968017578125,132.13833618164062,95.24771118164062,150.7732391357422,160.23135375976562,26.315305709838867,31.892745971679688,160.49609375,168.1151123046875,22.34903335571289,397.00360107421875,204.92898559570312,53.97263717651367
2020-07-20,121.67658233642578,162.36875915527344,129.2140655517578,33.424095153808594,314.4756774902344,275.2108459472656,53.957584381103516,174.4199981689453,106.83821105957031,158.0361328125,55.42974090576172,84.30339813232422,168.2105255126953,129.0680389404297,95.08702087402344,149.0927734375,157.77243041992188,25.507848739624023,30.818132400512695,157.0780792236328,166.25753784179688,22.163211822509766,402.99176025390625,202.34556579589844,53.981868743896484
2020-07-21,122.79727172851562,164.0876007080078,130.3681182861328,34.25117874145508,322.7262878417969,281.32684326171875,55.398555755615234,178.6300048828125,107.81524658203125,161.22628784179688,56.709922790527344,85.01213836669922,169.97325134277344,131.1621856689453,95.64137268066406,150.33724975585938,162.9177703857422,25.712141036987305,31.416173934936523,158.20263671875,167.15953063964844,22.432659149169922,403.3605651855469,206.33900451660156,53.871238708496094
2020-07-22,123.80044555664062,163.9381866455078,130.2417449951172,34.348480224609375,339.0381164550781,288.4560852050781,55.908172607421875,179.7899932861328,108.43699645996094,161.82882690429688,56.86103057861328,85.38468933105469,171.4484100341797,134.4632110595703,95.38429260253906,150.01025390625,166.48802185058594,25.537033081054688,31.117151260375977,158.84022521972656,168.85633850097656,22.68972396850586,405.9032897949219,206.1297607421875,53.90811538696289
2020-07-23,123.45701599121094,165.09649658203125,129.50045776367188,34.25117874145508,333.4803466796875,285.7723693847656,55.46005630493164,176.4499969482422,108.8332748413086,162.88340759277344,56.90550231933594,85.2574691772461,170.7618408203125,134.00177001953125,94.91828918457031,150.7823486328125,166.2080078125,26.052637100219727,30.640583038330078,154.96173095703125,166.9809112548828,22.153913497924805,407.89288330078125,205.5749053955078,54.44276428222656
2020-07-24,124.34274291992188,163.807373046875,125.87815856933594,33.37543487548828,332.2673034667969,285.43463134765625,54.5374870300293,173.75999450683594,109.20903778076172,163.75180053710938,56.32763671875,85.05757904052734,169.64852905273438,133.23861694335938,95.08702087402344,149.91940307617188,164.72042846679688,25.25490951538086,29.584657669067383,155.95355224609375,167.00770568847656,22.095067977905273,403.030517578125,205.75682067871094,53.585472106933594
2020-07-27,126.43048095703125,164.4145965576172,126.99851989746094,32.645660400390625,328.7227783203125,281.171630859375,53.67641067504883,170.2100067138672,111.5320816040039,166.3482208251953,56.37208938598633,86.52955627441406,172.2369384765625,131.3130340576172,97.22415924072266,155.00633239746094,167.10057067871094,24.807403564453125,29.463180541992188,156.57334899902344,169.61541748046875,22.172496795654297,408.3005676269531,208.31297302246094,53.7606201171875
2020-07-28,124.74942016601562,164.2183837890625,128.05152893066406,33.521392822265625,332.6545104980469,285.59893798828125,53.59733963012695,170.83999633789062,106.12765502929688,164.0442352294922,55.35861587524414,84.81224822998047,167.3384246826172,131.8365936279297,96.10737609863281,151.63624572753906,170.65325927734375,25.235454559326172,30.17336082458496,154.4392852783203,165.30198669433594,21.71102523803711,410.6200866699219,202.19998168945312,55.5673828125
2020-07-29,127.0089340209961,168.38479614257812,130.2164764404297,32.061824798583984,333.20501708984375,287.7806701660156,52.191505432128906,166.00999450683594,106.7562255859375,166.1444091796875,56.66545486450195,88.03790283203125,170.27944946289062,132.60865783691406,99.36934661865234,154.01622009277344,174.03102111816406,25.02142906188965,29.70613670349121,157.60052490234375,172.19630432128906,22.274703979492188,424.2754821777344,201.0083465576172,59.27312088012695
2020-07-30,123.57450866699219,166.32029724121094,125.6507339477539,30.456302642822266,328.4044189453125,297.5936279296875,50.48693084716797,161.9499969482422,103.93446350097656,164.5316619873047,55.69643783569336,85.82991790771484,167.4776153564453,132.0939178466797,113.65449523925781,156.88670349121094,170.18075561523438,24.262617111206055,28.9305419921875,153.01364135742188,168.6687774658203,21.754384994506836,420.0439147949219,199.98043823242188,58.434268951416016
2020-07-31,120.09495544433594,164.7041778564453,125.82765197753906,29.531911849975586,326.03851318359375,296.6807556152344,49.80158615112305,158.0,102.8071060180664,163.9290313720703,55.127479553222656,84.62142944335938,165.9932098388672,130.2127227783203,114.69895935058594,152.97154235839844,169.11318969726562,24.29180145263672,28.865131378173828,153.50070190429688,171.6515655517578,22.095067977905273,419.7041931152344,198.43399047851562,57.8350715637207
2020-08-03,119.10076904296875,165.92791748046875,125.1200180053711,29.726520538330078,324.4297790527344,295.38446044921875,50.530860900878906,162.27000427246094,102.76610565185547,164.753173828125,55.80311584472656,86.20245361328125,168.74862670898438,131.0823516845703,114.23296356201172,153.71646118164062,170.90704345703125,24.515554428100586,29.509899139404297,152.35838317871094,170.09764099121094,21.7884521484375,422.37310791015625,200.826416015625,58.26832962036133
2020-08-04,118.86579895019531,166.38568115234375,124.10916900634766,29.872474670410156,325.1954040527344,296.6807556152344,50.530860900878906,165.07000732421875,103.31269836425781,164.01766967773438,55.056358337402344,86.0025634765625,168.1641387939453,130.65640258789062,116.2737045288086,155.02452087402344,168.8944091796875,24.972789764404297,29.34170150756836,153.79286193847656,171.8123016357422,21.915433883666992,420.635986328125,200.5353546142578,57.715240478515625
2020-08-05,121.98385620117188,170.78562927246094,127.04906463623047,31.137435913085938,329.93572998046875,300.9710388183594,52.74504089355469,174.27999877929688,106.14128112792969,167.0659942626953,57.51001739501953,87.53815460205078,172.1998748779297,132.38677978515625,116.5629653930664,155.96920776367188,173.55848693847656,25.751056671142578,30.575172424316406,157.14892578125,172.41062927246094,22.122943878173828,422.39251708984375,203.71006774902344,58.15770721435547
2020-08-06,121.45965576171875,169.3283233642578,128.53170776367188,30.796871185302734,326.7010192871094,297.8948669433594,52.604461669921875,172.1999969482422,106.58540344238281,166.55203247070312,57.89229965209961,87.69264221191406,179.08375549316406,132.34237670898438,116.87628936767578,156.45977783203125,171.70330810546875,26.3444881439209,30.85550880432129,159.0438690185547,175.68617248535156,22.38310432434082,424.1007080078125,201.8998260498047,58.51721954345703
2020-08-07,121.93866729736328,171.42088317871094,130.6629180908203,31.137435913085938,331.7596740722656,300.5694885253906,53.79942321777344,170.02000427246094,108.17738342285156,168.85601806640625,59.00356674194336,88.82841491699219,183.32359313964844,135.7410430908203,126.05958557128906,166.71539306640625,174.37225341796875,26.441774368286133,31.098461151123047,161.9837188720703,178.57583618164062,22.5875186920166,427.90509033203125,203.43716430664062,59.37451171875
2020-08-10,128.35557556152344,177.40892028808594,134.30206298828125,32.4510498046875,334.891357421875,306.46636962890625,56.435359954833984,179.41000366210938,110.30226135253906,173.53492736816406,60.60376739501953,90.64570617675781,189.69720458984375,138.9266815185547,128.22080993652344,181.65821838378906,183.91033935546875,28.543106079101562,32.69636917114258,165.45484924316406,183.52056884765625,22.94369125366211,428.312744140625,208.60406494140625,60.11196517944336
2020-08-11,128.8164825439453,180.5010223388672,135.01809692382812,32.74296951293945,337.21417236328125,312.0528869628906,56.46171188354492,180.1300048828125,111.62773132324219,173.96914672851562,62.48847198486328,92.84459686279297,193.46389770507812,140.9587860107422,125.21597290039062,178.45166015625,185.54673767089844,28.834959030151367,32.97670364379883,168.5541534423828,184.9384765625,23.27198600769043,421.8976135253906,211.20567321777344,59.3376350402832
2020-08-12,128.8526153564453,179.6509246826172,134.84120178222656,32.694305419921875,337.62713623046875,309.81646728515625,56.48807144165039,175.44000244140625,112.22897338867188,175.92752075195312,63.82199478149414,93.18080139160156,194.4194793701172,138.79359436035156,126.77464294433594,183.4568634033203,186.56175231933594,28.29990005493164,32.9393310546875,169.8646240234375,183.8346710205078,23.2379150390625,433.5342102050781,214.789794921875,59.82621765136719
2020-08-13,127.13542938232422,177.0259246826172,134.6802215576172,32.110477447509766,334.87408447265625,309.1044006347656,56.03219985961914,174.72999572753906,113.32217407226562,175.02362060546875,62.84617233276367,92.82388305664062,192.8794403076172,137.49801635742188,127.97978973388672,185.1827850341797,183.96287536621094,27.92049217224121,32.434730529785156,167.99624633789062,183.41290283203125,22.918912887573242,439.82318115234375,212.85220336914062,58.99656295776367
2020-08-14,126.4937515258789,178.54861450195312,135.7815399169922,32.40239334106445,336.7496337890625,312.24456787109375,56.33316421508789,178.0800018310547,113.48613739013672,173.80072021484375,62.42540740966797,92.32969665527344,194.47512817382812,138.8379364013672,129.14479064941406,189.48851013183594,186.83303833007812,28.1637020111084,32.61227035522461,169.9443359375,185.41407775878906,22.996341705322266,431.8358459472656,212.01162719726562,59.06108856201172
2020-08-17,125.37305450439453,180.2861785888672,134.49386596679688,31.47800636291504,334.6331787109375,310.1451110839844,55.56304931640625,172.00999450683594,112.53643798828125,174.19068908691406,61.99568557739258,92.3388671875,193.64947509765625,136.4065399169922,128.79127502441406,187.70809936523438,184.16412353515625,27.25895881652832,31.59372329711914,171.67105102539062,186.9755859375,23.22553253173828,427.97308349609375,213.29074096679688,58.95969009399414
2020-08-18,125.05673217773438,179.4827880859375,133.3247833251953,31.332048416137695,335.7516784667969,308.1733093261719,54.96998977661133,170.22999572753906,112.31095886230469,173.94252014160156,61.19892501831055,92.16496276855469,191.78466796875,135.7942352294922,128.54220581054688,188.0078887939453,183.68289184570312,26.87955093383789,31.9207763671875,168.86404418945312,185.16281127929688,23.0458984375,426.0611267089844,212.89784240722656,58.48957061767578
2020-08-19,124.7403793334961,179.3520050048828,132.87582397460938,31.040136337280273,335.57098388671875,308.4563293457031,54.562808990478516,169.27000427246094,112.03081512451172,173.48175048828125,61.16310119628906,91.95449829101562,191.21873474121094,135.31509399414062,128.82342529296875,188.83453369140625,184.78543090820312,26.918466567993164,32.02357482910156,169.0853729248047,184.32823181152344,22.93439292907715,421.6258850097656,208.93264770507812,58.00099182128906
2020-08-20,124.2523422241211,178.52061462402344,132.29974365234375,30.50495719909668,333.7041320800781,307.32440185546875,53.987430572509766,169.5800018310547,111.34757232666016,171.682861328125,60.572242736816406,91.03018188476562,190.068359375,133.93968200683594,128.188720703125,189.68838500976562,184.02903747558594,26.86982536315918,32.201107025146484,168.1733856201172,185.07308959960938,22.89103889465332,421.9849853515625,207.24241638183594,58.2321891784668
2020-08-21,125.1109390258789,186.3676300048828,133.42645263671875,30.699569702148438,335.15802001953125,308.4106750488281,53.35009765625,167.5,111.49237823486328,172.92347717285156,60.75130844116211,92.05517578125,191.41363525390625,132.93690490722656,128.58486938476562,191.2053680419922,184.05545043945312,26.529327392578125,32.416038513183594,169.6343994140625,187.49612426757812,22.95917320251465,419.2578125,208.78648376464844,58.842529296875
2020-08-24,128.04824829101562,191.8792724609375,135.01060485839844,32.25644302368164,339.864013671875,314.39886474609375,54.775245666503906,178.27000427246094,112.74720001220703,174.81097412109375,62.353782653808594,94.15087127685547,194.61431884765625,136.0338592529297,129.65219116210938,197.4822998046875,185.89573669433594,28.990612030029297,34.49052047729492,170.51101684570312,190.44857788085938,23.262697219848633,419.4324645996094,210.8604278564453,58.99974822998047
2020-08-25,127.56924438476562,192.0661163330078,139.3819580078125,32.061824798583984,339.6919250488281,313.1026611328125,53.95201873779297,174.72999572753906,112.45074462890625,174.908447265625,62.47016525268555,94.09595489501953,194.39163208007812,134.40997314453125,128.59295654296875,194.67539978027344,184.96241760253906,29.282466888427734,34.63067626953125,172.58309936523438,191.70494079589844,23.48569107055664,418.5589294433594,210.90609741210938,59.452880859375
2020-08-26,128.18380737304688,197.1199951171875,140.04273986816406,31.526657104492188,340.2080993652344,311.65130615234375,53.79269027709961,171.89999389648438,113.00230407714844,176.2554168701172,62.90883255004883,93.71157836914062,194.62359619140625,133.52259826660156,128.4798126220703,196.00164794921875,184.16111755371094,29.13654136657715,33.9952507019043,172.0695343017578,191.22030639648438,23.355609893798828,419.6944885253906,212.32225036621094,59.35114669799805
2020-08-27,129.57568359375,196.01766967773438,140.6187286376953,31.526657104492188,339.8468017578125,318.5705261230469,53.90776824951172,174.1999969482422,113.12639617919922,176.05162048339844,62.30007553100586,93.42788696289062,193.5894775390625,135.27072143554688,129.53900146484375,198.2180633544922,182.85792541503906,29.982912063598633,35.18201446533203,172.17581176757812,191.01394653320312,23.597185134887695,415.4435729980469,211.97508239746094,58.47262191772461
2020-08-28,129.8106231689453,196.0830535888672,142.6434326171875,32.15912628173828,340.3371887207031,316.0130920410156,55.09390640258789,175.8000030517578,114.21576690673828,177.81500244140625,63.2490348815918,94.7273941040039,196.08627319335938,135.11985778808594,131.2773895263672,201.57000732421875,183.78250122070312,31.121135711669922,36.265968322753906,173.653076171875,192.9703369140625,23.951475143432617,417.50115966796875,213.12628173828125,58.80554962158203
2020-08-31,128.61766052246094,196.23251342773438,140.24603271484375,30.845521926879883,337.8010559082031,314.05157470703125,53.99628448486328,171.82000732421875,112.39556884765625,175.05909729003906,62.19264602661133,93.43704986572266,191.93109130859375,132.52874755859375,132.2961883544922,199.69876098632812,182.48814392089844,30.01209831237793,35.116600036621094,171.2591552734375,190.7267608642578,23.76190185546875,414.59918212890625,210.62290954589844,58.167457580566406
2020-09-01,131.99778747558594,203.3602752685547,142.29615783691406,30.115741729736328,334.8147277832031,312.00738525390625,53.713016510009766,172.10000610351562,113.62281036376953,178.13404846191406,62.78348922729492,94.65421295166016,197.29745483398438,133.2741241455078,131.5118865966797,204.8038330078125,185.84292602539062,29.875898361206055,35.424957275390625,174.2493438720703,193.21263122558594,24.252927780151367,423.5475158691406,213.73843383789062,59.230934143066406
2020-09-02,134.90797424316406,202.8184356689453,146.10829162597656,31.332048416137695,344.5612487792969,319.3222351074219,54.88146209716797,174.77999877929688,116.87017822265625,178.95814514160156,63.293792724609375,96.61260223388672,199.68251037597656,136.58399963378906,134.0426483154297,207.0294189453125,187.4102325439453,30.294219970703125,36.60236740112305,174.67648315429688,192.36904907226562,24.14104461669922,430.78765869140625,216.80828857421875,60.42387390136719
2020-09-03,132.6394805908203,196.93316650390625,140.88136291503906,30.748214721679688,334.3647155761719,313.7031555175781,53.872352600097656,168.77000427246094,114.66390228271484,172.47154235839844,61.53910827636719,93.4827880859375,192.21063232421875,134.8270263671875,127.76825714111328,201.29934692382812,180.1195526123047,30.37204360961914,36.20055389404297,169.57717895507812,188.98577880859375,23.510173797607422,417.29730224609375,209.0513916015625,57.19645309448242
2020-09-04,133.92286682128906,197.42825317382812,141.21176147460938,31.2347412109375,333.26544189453125,310.7699279785156,54.14676284790039,171.0500030517578,114.29163360595703,171.8246307373047,62.25529861450195,93.87628936767578,193.13294982910156,134.61404418945312,129.99984741210938,205.9908905029297,179.9434356689453,30.907108306884766,36.80794906616211,170.10223388671875,187.648681640625,23.46666145324707,410.0766296386719,208.53982543945312,56.86354064941406
2020-09-07,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-08,134.23013305664062,196.40065002441406,139.16168212890625,29.872474670410156,329.1192321777344,306.6725158691406,52.447208404541016,161.0800018310547,112.49899291992188,169.15733337402344,60.66177749633789,91.95449829101562,189.22930908203125,130.40792846679688,126.4988021850586,201.3721923828125,179.6792755126953,31.656190872192383,37.845191955566406,167.8951873779297,185.5397491455078,23.388965606689453,382.33892822265625,201.84274291992188,56.068260192871094
2020-09-09,137.99896240234375,201.3331298828125,140.41546630859375,29.969783782958984,333.4557800292969,311.1181335449219,52.739322662353516,160.77999877929688,114.24333190917969,172.92347717285156,61.503299713134766,93.85801696777344,192.93727111816406,129.70689392089844,129.20748901367188,205.65383911132812,186.7322998046875,30.897380828857422,36.649085998535156,171.63291931152344,190.52035522460938,23.824054718017578,388.1136169433594,205.17758178710938,57.409149169921875
2020-09-10,135.4412384033203,200.95008850097656,139.16168212890625,29.191347122192383,328.1498107910156,302.5109558105469,52.68619918823242,157.69000244140625,112.4852066040039,170.08778381347656,60.43796157836914,92.43036651611328,190.34732055664062,126.521240234375,127.66313934326172,204.46043395996094,182.40887451171875,30.92656707763672,36.387447357177734,171.82870483398438,191.30111694335938,23.56300163269043,384.1343994140625,200.4265899658203,55.39318084716797
2020-09-11,139.0292205810547,201.74415588378906,141.00845336914062,28.948087692260742,337.0998840332031,310.63238525390625,53.68646240234375,160.22999572753906,114.5673599243164,173.20703125,60.805015563964844,93.82140350341797,194.8378448486328,128.98814392089844,128.45550537109375,212.067138671875,183.06932067871094,30.83901023864746,36.396785736083984,174.3739013671875,195.23178100585938,23.9825496673584,387.8223876953125,203.0579376220703,55.615116119384766
2020-09-14,138.74002075195312,203.9581756591797,142.71969604492188,29.921133041381836,340.8218994140625,310.2383117675781,54.85490798950195,165.35000610351562,116.14624786376953,175.65281677246094,61.046730041503906,94.42540740966797,196.9900360107422,130.8604736328125,129.48239135742188,215.3011016845703,185.42027282714844,31.928585052490234,37.43402862548828,176.95474243164062,197.69068908691406,24.538837432861328,384.5808410644531,205.25982666015625,55.47640609741211
2020-09-15,134.30247497558594,201.56668090820312,142.57568359375,29.677871704101562,339.7831726074219,309.8440856933594,54.385765075683594,163.49000549316406,114.8431396484375,176.0249786376953,61.24369812011719,94.15087127685547,195.5831756591797,128.7929229736328,130.60630798339844,215.60171508789062,185.02407836914062,32.59984588623047,37.94797134399414,180.09620666503906,199.252197265625,24.945953369140625,391.98602294921875,205.36026000976562,55.76307678222656
2020-09-16,136.5709228515625,201.2209930419922,144.01583862304688,32.840267181396484,342.4059143066406,314.83978271484375,55.695838928222656,167.4600067138672,116.87017822265625,176.78709411621094,61.48540115356445,95.53273010253906,199.68251037597656,130.2482452392578,129.26405334472656,228.0183563232422,184.557373046875,33.63106155395508,39.34030532836914,179.250732421875,198.2470703125,24.660043716430664,388.6279602050781,205.8262176513672,55.29145050048828
2020-09-17,139.0653839111328,205.46218872070312,144.3038787841797,34.29983139038086,342.717529296875,315.1790466308594,55.59846496582031,167.52999877929688,118.84889221191406,178.06314086914062,61.85244369506836,96.10013580322266,199.4402618408203,128.3048553466797,129.16702270507812,222.35205078125,185.2969970703125,33.037628173828125,37.751739501953125,179.45547485351562,200.06883239746094,24.706655502319336,387.0459899902344,203.01222229003906,56.44740295410156
2020-09-18,137.72775268554688,207.35853576660156,142.9145965576172,33.472740173339844,342.02508544921875,313.0339660644531,55.191280364990234,161.13999938964844,116.89775848388672,176.44154357910156,60.742347717285156,94.6267318725586,194.16709899902344,126.88505554199219,129.09429931640625,221.16783142089844,186.58255004882812,31.948047637939453,37.21910858154297,177.80908203125,198.354736328125,24.80921745300293,379.8349304199219,200.052001953125,56.299442291259766
2020-09-21,131.34706115722656,200.1093292236328,136.70492553710938,30.894176483154297,328.58258056640625,298.7251892089844,53.12879180908203,156.35000610351562,111.25106811523438,169.7067108154297,58.172996520996094,89.11750793457031,185.3908233642578,122.74993896484375,130.22625732421875,217.48744201660156,179.51194763183594,29.010068893432617,35.0605354309082,172.64744567871094,192.32415771484375,24.109966278076172,380.6890563964844,191.0251922607422,54.94004440307617
2020-09-22,132.991943359375,203.25753784179688,137.81468200683594,30.407649993896484,336.2084045410156,305.0592041015625,52.925209045410156,156.8000030517578,111.92675018310547,171.1068572998047,58.396793365478516,90.88375091552734,186.9187774658203,123.74376678466797,130.89736938476562,221.7508087158203,179.8729705810547,29.399202346801758,35.62120056152344,175.60202026367188,194.19078063964844,24.21874237060547,381.15484619140625,195.60250854492188,56.40116882324219
2020-09-23,130.48851013183594,200.42698669433594,134.51930236816406,29.726520538330078,331.72467041015625,300.71435546875,51.632835388183594,151.17999267578125,109.9755859375,169.113037109375,57.197174072265625,90.39874267578125,182.11138916015625,121.13490295410156,130.62245178222656,219.92886352539062,178.7547149658203,28.757129669189453,35.08856201171875,172.93222045898438,191.53443908691406,23.77432632446289,375.05999755859375,194.40570068359375,55.864803314208984
