Date,JNJ,PFE,MRK,ABBV,LLY,BMY,GILD,AMGN,MDT,SYK,ISRG,DHR,TMO,UNH,HUM,CI,HCA,CVS,ZBH,REGN
2021-03-18,140.0901336669922,28.33294677734375,64.0036392211914,86.38890075683594,175.2746124267578,51.71523666381836,53.84217071533203,210.36807250976562,103.07301330566406,219.79856872558594,233.10667419433594,187.54783630371094,440.5199890136719,334.9007263183594,390.8245544433594,224.00778198242188,180.7882843017578,63.76499938964844,148.47402954101562,472.0618896484375
2021-03-19,139.71475219726562,28.142845153808594,64.20242309570312,86.0975341796875,175.61761474609375,52.02222442626953,54.16144943237305,211.67628479003906,101.15608215332031,218.97979736328125,235.8300018310547,191.98574829101562,439.7887878417969,338.16595458984375,392.80859375,223.4932861328125,181.33631896972656,62.652015686035156,149.66078186035156,471.0872802734375
2021-03-22,140.11634826660156,28.515127182006836,64.20242309570312,88.16213989257812,177.0947265625,52.58641815185547,55.06049346923828,214.90383911132812,101.3469009399414,220.9601593017578,238.2433319091797,194.14825439453125,449.325439453125,339.3499450683594,387.5848388671875,222.7031707763672,180.9324951171875,62.9002799987793,149.7355194091797,480.5547790527344
2021-03-23,139.98536682128906,28.008195877075195,63.175350189208984,87.27967071533203,175.03634643554688,51.95584487915039,54.19505310058594,210.90167236328125,99.77692413330078,218.4371337890625,236.94000244140625,191.3430938720703,446.70660400390625,340.8669738769531,387.23980712890625,219.06492614746094,176.5866241455078,61.55615997314453,145.90432739257812,467.1690368652344
2021-03-24,141.3472442626953,28.206218719482422,63.15049362182617,85.79783630371094,171.69151306152344,51.69034194946289,54.06902313232422,211.27178955078125,100.58358764648438,222.6072540283203,237.02333068847656,190.6048583984375,440.1444396972656,342.8095397949219,397.44769287109375,220.9943389892578,177.48074340820312,62.677703857421875,147.12841796875,457.78106689453125
2021-03-25,141.39964294433594,28.253738403320312,63.00967025756836,86.48048400878906,174.47412109375,52.096893310546875,53.76654052734375,211.9430694580078,101.62969207763672,224.06394958496094,234.8333282470703,190.10939025878906,437.1006164550781,343.2627868652344,399.163330078125,221.7752227783203,180.1344757080078,63.41398239135742,147.53021240234375,460.9236755371094
2021-03-26,143.9837188720703,28.713153839111328,64.1030502319336,88.2287368774414,176.58966064453125,53.051048278808594,54.81683349609375,217.63218688964844,103.35578155517578,229.43370056152344,243.5833282470703,196.69876098632812,454.662109375,348.2486267089844,406.0165100097656,223.97103881835938,183.71119689941406,65.03207397460938,150.97421264648438,474.2795715332031
2021-03-29,144.95274353027344,29.0062255859375,64.85679626464844,88.85311126708984,177.57118225097656,53.1589241027832,55.61505889892578,219.43963623046875,103.87883758544922,230.43338012695312,241.31666564941406,197.22897338867188,453.18963623046875,350.6351318359375,407.61724853515625,227.43472290039062,179.98065185546875,65.32315826416016,149.9354248046875,478.8641357421875
2021-03-30,144.0535430908203,28.60226821899414,63.746864318847656,88.9030532836914,176.77072143554688,52.528350830078125,55.035301208496094,214.95550537109375,103.59115600585938,232.0561981201172,242.163330078125,193.8560791015625,446.1729736328125,345.547607421875,408.7118225097656,225.82687377929688,181.27862548828125,65.13481903076172,150.8806610107422,468.0740051269531
2021-03-31,143.4773712158203,28.69730567932129,63.85454177856445,90.09355163574219,178.0286407470703,52.78755187988281,54.304290771484375,214.14645385742188,102.98091125488281,232.5143585205078,246.31333923339844,195.66421508789062,451.02532958984375,344.1692810058594,402.5096435546875,222.0968017578125,181.08633422851562,64.40709686279297,149.8137664794922,470.5303649902344
2021-04-01,142.150390625,28.752758026123047,63.85454177856445,90.34329223632812,176.52297973632812,52.620323181152344,55.82511520385742,214.45626831054688,103.03323364257812,231.9130096435547,249.1999969482422,195.66421508789062,450.94622802734375,339.5442810058594,396.3363952636719,222.1794891357422,178.9806671142578,63.610904693603516,149.73892211914062,472.31048583984375
2021-04-02,,,,,,,,,,,,,,,,,,,,
2021-04-05,142.67420959472656,28.736909866333008,63.779998779296875,88.36193084716797,176.1894073486328,52.81263732910156,55.74108123779297,216.90921020507812,104.82905578613281,237.19174194335938,255.30999755859375,196.9247283935547,459.92962646484375,342.4210205078125,396.6532897949219,223.56680297851562,180.75946044921875,64.24443817138672,152.2657470703125,481.88739013671875
2021-04-06,142.6392822265625,28.554738998413086,62.777740478515625,87.72924041748047,174.19778442382812,51.82596206665039,55.64866256713867,214.39602661132812,105.61363983154297,237.1058807373047,255.61666870117188,197.37681579589844,463.2403564453125,337.0466613769531,391.06561279296875,219.69888305664062,179.20181274414062,63.884849548339844,153.02374267578125,476.0398254394531
2021-04-07,142.8313446044922,28.443843841552734,63.05108642578125,87.58771514892578,173.7403564453125,51.892852783203125,55.11930465698242,213.5525665283203,105.16032409667969,236.19903564453125,253.67333984375,196.52487182617188,460.90802001953125,338.2214660644531,395.28997802734375,220.7003173828125,179.57681274414062,63.77356719970703,152.31251525878906,479.1326904296875
2021-04-08,142.27264404296875,28.483444213867188,62.52925491333008,88.32861328125,174.01670837402344,51.76742172241211,54.631980895996094,212.48532104492188,105.17774963378906,238.51861572265625,256.7833251953125,199.8890838623047,465.9778137207031,337.5277404785156,390.892822265625,218.89035034179688,180.7978973388672,63.174259185791016,153.98773193359375,473.7325744628906
2021-04-09,140.77105712890625,28.990379333496094,63.20847702026367,89.5274429321289,175.80828857421875,52.35274124145508,54.70759963989258,214.26695251464844,106.35462951660156,241.81190490722656,261.49334716796875,201.99282836914062,473.2613525390625,348.08203125,401.0599670410156,226.1025390625,183.5285186767578,63.41398239135742,158.61093139648438,472.5491638183594
2021-04-12,141.1115264892578,29.2834529876709,63.13391876220703,90.11852264404297,173.26388549804688,52.41964340209961,54.32950210571289,214.25828552246094,106.17155456542969,240.3895721435547,259.7533264160156,204.14874267578125,470.3953552246094,348.0635681152344,396.71087646484375,225.84527587890625,184.27845764160156,63.74788284301758,157.53465270996094,470.1922607421875
2021-04-13,139.22586059570312,29.43394660949707,63.3078727722168,90.09355163574219,173.94049072265625,53.1638298034668,54.52273941040039,215.1276092529297,107.77558898925781,242.050537109375,264.8233337402344,211.10317993164062,479.1612548828125,346.41705322265625,400.45513916015625,225.33078002929688,181.3170623779297,63.371185302734375,157.66571044921875,474.40887451171875
2021-04-14,139.60997009277344,29.441858291625977,63.283023834228516,89.23406982421875,174.38833618164062,53.35615158081055,54.867244720458984,214.8435821533203,108.01097869873047,240.8286895751953,261.9433288574219,206.28721618652344,472.43121337890625,347.46234130859375,405.8699035644531,229.1710968017578,183.59580993652344,64.2786865234375,157.51593017578125,478.50616455078125
2021-04-15,140.02024841308594,29.78246307373047,63.498374938964844,90.06827545166016,177.1709442138672,53.882938385009766,55.26216125488281,219.58595275878906,109.71089935302734,245.18153381347656,268.239990234375,210.88584899902344,488.5794677734375,360.7640380859375,416.6131591796875,233.69137573242188,186.03799438476562,64.87796020507812,160.74468994140625,491.91180419921875
2021-04-16,141.63534545898438,30.550790786743164,64.1693115234375,90.92774200439453,180.34426879882812,54.73583984375,56.18640899658203,220.08514404296875,109.76322174072266,245.44882202148438,270.8566589355469,211.29440307617188,487.1365966796875,361.6890563964844,417.8996276855469,232.04678344726562,189.3455047607422,64.96358489990234,160.8570098876953,499.827880859375
2021-04-19,142.0281982421875,30.83594512939453,64.32669830322266,91.517578125,180.7159423828125,54.8529052734375,55.413387298583984,220.3088836669922,109.9549789428711,245.08609008789062,270.39666748046875,210.3642120361328,481.9185485839844,360.6067810058594,422.3544006347656,231.97325134277344,187.3841094970703,64.8522720336914,161.46531677246094,496.9339294433594
2021-04-20,145.3368682861328,30.915149688720703,65.08045196533203,91.87146759033203,181.64027404785156,55.25426483154297,55.774688720703125,223.0373077392578,111.82927703857422,246.68975830078125,270.3699951171875,210.2425537109375,476.700439453125,366.79510498046875,425.31134033203125,232.78176879882812,185.5092010498047,64.98927307128906,162.66322326660156,501.63787841796875
2021-04-21,145.4329071044922,31.311189651489258,65.62713623046875,93.36292266845703,181.96421813964844,55.454952239990234,56.119197845458984,222.7274169921875,113.54664611816406,251.9016876220703,297.1266784667969,212.45932006835938,474.7733459472656,368.9041442871094,426.7035217285156,232.44183349609375,189.92237854003906,65.66561889648438,165.32107543945312,503.6864929199219
2021-04-22,144.20193481445312,30.606239318847656,64.57518005371094,92.73095703125,178.2477569580078,55.454952239990234,55.15291976928711,219.51710510253906,113.19793701171875,252.16905212402344,286.5533447265625,219.8658447265625,478.5287170410156,366.8044128417969,426.9051208496094,232.01919555664062,193.7490692138672,65.64838409423828,166.0042724609375,487.7250061035156
2021-04-23,144.49879455566406,30.62208366394043,64.50892639160156,93.85165405273438,179.8391571044922,55.19573211669922,55.01847839355469,221.2212371826172,114.37482452392578,254.87045288085938,291.84332275390625,225.82933044433594,482.3633117675781,370.29168701171875,430.7261962890625,231.33934020996094,194.7009735107422,65.53636932373047,166.22889709472656,485.94488525390625
2021-04-26,143.2765655517578,30.637924194335938,64.21900939941406,93.8600845336914,178.40975952148438,55.095401763916016,55.253753662109375,219.921630859375,113.43330383300781,253.22853088378906,288.64666748046875,224.3688201904297,488.2434997558594,366.1753234863281,428.3260498046875,229.1160125732422,192.835693359375,65.2778091430664,164.4507293701172,498.4057922363281
2021-04-27,142.4559326171875,30.455739974975586,64.07819366455078,93.90220642089844,173.63552856445312,55.1539192199707,54.337894439697266,219.58595275878906,113.30254364013672,252.98989868164062,287.1266784667969,224.29931640625,484.4681701660156,364.91729736328125,430.8797912597656,230.08987426757812,191.29733276367188,64.7262954711914,165.0403289794922,489.0973815917969
2021-04-28,141.40835571289062,30.740888595581055,63.85454177856445,94.3150863647461,172.0536346435547,55.21245574951172,54.144649505615234,203.73214721679688,114.37482452392578,247.78749084472656,289.5966796875,224.62094116210938,480.10015869140625,365.00054931640625,421.10626220703125,227.05799865722656,190.84539794921875,64.9762191772461,167.0524444580078,485.0796813964844
2021-04-29,143.34642028808594,30.57455062866211,61.03000259399414,93.43876647949219,173.62600708007812,52.58687210083008,53.6405029296875,202.01083374023438,114.63633728027344,251.4626007080078,287.739990234375,223.04750061035156,458.94134521484375,371.438720703125,429.7661437988281,229.90611267089844,194.1625518798828,65.81211853027344,167.15541076660156,482.324951171875
2021-04-30,142.06309509277344,30.614152908325195,61.70922088623047,93.9527587890625,174.16921997070312,52.19387435913086,53.329612731933594,206.2539520263672,114.13072967529297,250.69891357421875,288.3333435058594,220.7524871826172,464.71282958984375,368.8948669433594,427.4619140625,228.77603149414062,193.3164520263672,65.83796691894531,165.7983856201172,478.6453552246094
2021-05-03,144.2281036376953,31.54882049560547,62.93510818481445,96.63230895996094,177.1709442138672,53.08021545410156,55.287357330322266,211.1942901611328,114.37482452392578,251.14761352539062,289.1833190917969,221.38711547851562,461.8962707519531,375.4624328613281,432.6078796386719,231.5690460205078,196.63356018066406,66.94963073730469,166.5283660888672,485.92498779296875
2021-05-04,146.4630126953125,31.64387321472168,62.943397521972656,95.97505950927734,179.34365844726562,53.47321701049805,55.15291976928711,212.89845275878906,112.02105712890625,243.978759765625,282.9966735839844,222.56935119628906,459.8209228515625,380.4944763183594,444.51275634765625,238.4136505126953,198.39309692382812,69.90544891357422,161.8396759033203,482.50396728515625
2021-05-05,145.85191345214844,31.659711837768555,64.35980224609375,97.55918884277344,183.73672485351562,54.083621978759766,55.88393783569336,214.61119079589844,110.71343231201172,241.5732421875,279.4666748046875,221.23931884765625,462.28167724609375,381.5675964355469,441.718994140625,237.4214324951172,199.83531188964844,71.56000518798828,162.41989135742188,479.75921630859375
2021-05-06,146.43682861328125,31.347755432128906,64.42609405517578,97.81199645996094,184.76593017578125,53.899662017822266,55.90913391113281,216.28955078125,110.9749526977539,242.5850830078125,280.82000732421875,223.40391540527344,464.6239929199219,383.8522644042969,447.0281982421875,236.05250549316406,201.26795959472656,72.12877655029297,162.1204071044922,495.92950439453125
2021-05-07,147.10031127929688,31.659719467163086,64.94791412353516,97.53392028808594,186.2239227294922,53.882938385009766,55.90913391113281,218.79409790039062,110.45191955566406,243.20555114746094,285.6966552734375,224.69918823242188,462.9537658691406,386.3313903808594,446.509765625,239.95712280273438,202.4120635986328,73.34384155273438,161.4279022216797,494.0101318359375
2021-05-10,148.64552307128906,31.88368034362793,64.74911499023438,97.92996215820312,185.59495544433594,54.100345611572266,56.698944091796875,217.42564392089844,110.62625885009766,244.35105895996094,278.2633361816406,225.1773223876953,458.0321044921875,389.32843017578125,451.2045593261719,245.2215576171875,203.7293701171875,73.98152923583984,160.9225311279297,499.5693359375
2021-05-11,147.43203735351562,31.47573471069336,64.1610336303711,96.80926513671875,185.58543395996094,53.7324333190918,56.48049545288086,217.1502227783203,109.16168975830078,240.07455444335938,278.9166564941406,224.20364379882812,458.55584716796875,380.82757568359375,437.5618896484375,239.6631622314453,198.7969207763672,72.70614624023438,156.80471801757812,498.4256896972656
2021-05-12,146.8384246826172,31.747709274291992,64.60830688476562,96.86824798583984,184.10836791992188,53.95819091796875,56.67375564575195,215.88502502441406,107.33099365234375,233.64076232910156,270.5966796875,217.5708770751953,449.4441223144531,374.97222900390625,435.63214111328125,237.697021484375,196.24896240234375,71.85301208496094,153.26710510253906,504.3428649902344
2021-05-13,148.37490844726562,32.075653076171875,65.17984771728516,98.25016021728516,186.58740234375,54.384639739990234,57.90048599243164,216.95228576660156,108.2637939453125,236.59039306640625,273.5299987792969,219.64852905273438,451.5590515136719,377.9230041503906,437.74432373046875,242.5479736328125,199.47959899902344,72.61996459960938,155.0078125,514.3175659179688
2021-05-14,148.6018524169922,32.011661529541016,64.84851837158203,98.10689544677734,187.80300903320312,54.2508430480957,57.58120346069336,217.8796844482422,109.20528411865234,241.45870971679688,277.7933349609375,220.4395751953125,453.6837158203125,379.0700378417969,434.672119140625,242.10702514648438,203.35433959960938,72.67166900634766,156.54266357421875,513.7705078125
2021-05-17,148.75027465820312,32.083648681640625,66.15725708007812,98.4945297241211,187.15211486816406,54.73583984375,58.034934997558594,218.74639892578125,109.43194580078125,240.40869140625,272.336669921875,218.11851501464844,447.6059265136719,377.98779296875,432.4735107421875,243.20953369140625,201.43136596679688,72.86986541748047,155.1763153076172,520.84130859375
2021-05-18,148.80264282226562,32.03566360473633,65.75138854980469,98.76416015625,186.2906951904297,54.8529052734375,57.85006332397461,217.428955078125,109.71089935302734,241.35366821289062,271.5400085449219,217.26661682128906,449.2760925292969,379.6065368652344,431.5133972167969,241.78549194335938,197.53736877441406,76.35997009277344,155.85946655273438,513.372802734375
2021-05-19,148.47962951660156,31.85968780517578,65.73481750488281,97.61819458007812,188.0901336669922,54.81109619140625,57.55598831176758,215.49612426757812,109.55398559570312,240.79052734375,272.32000732421875,216.74501037597656,451.5886535644531,378.7924499511719,426.8475036621094,241.09642028808594,195.82586669921875,76.87702941894531,155.1295166015625,507.45556640625
2021-05-20,149.3439178466797,32.091651916503906,65.98330688476562,98.67987823486328,190.98072814941406,56.0235481262207,58.27019119262695,218.35638427734375,110.45191955566406,242.7950897216797,277.5533447265625,221.6044158935547,459.830810546875,377.9969787597656,422.1911926269531,239.47940063476562,198.2681427001953,76.75639343261719,156.22447204589844,510.3793640136719
2021-05-21,149.24789428710938,31.955677032470703,65.58573150634766,97.84568786621094,191.31573486328125,56.06535720825195,57.76604080200195,217.55899047851562,110.96623992919922,244.03602600097656,274.9966735839844,219.5615692138672,456.9154052734375,380.7628173828125,428.1916809082031,240.93101501464844,198.4315185546875,77.39408111572266,156.58944702148438,503.9251403808594
2021-05-24,149.81887817382812,31.84368324279785,65.46148681640625,97.66874694824219,192.4069061279297,56.26604080200195,56.65694046020508,214.73338317871094,111.67235565185547,245.4678955078125,278.3066711425781,220.7264404296875,457.0339050292969,380.1337585449219,425.1097106933594,240.27871704101562,198.1815643310547,77.30790710449219,157.09481811523438,497.7095947265625
2021-05-25,149.406005859375,31.45974349975586,64.19414520263672,96.53118896484375,190.6840362548828,55.8228645324707,55.64866256713867,209.7496795654297,111.93389129638672,245.12425231933594,282.0033264160156,221.7957000732422,458.57574462890625,382.0763244628906,424.2361145019531,238.5055389404297,202.11404418945312,76.43754577636719,157.00123596191406,495.2830810546875
2021-05-26,148.51876831054688,31.131784439086914,63.97050094604492,96.64917755126953,192.37818908691406,55.29607009887695,55.74948501586914,206.75949096679688,110.07704162597656,240.96229553222656,279.7933349609375,218.86607360839844,454.29638671875,382.2242736816406,421.3174743652344,238.3126220703125,203.67164611816406,75.2483139038086,153.65081787109375,494.4178771972656
2021-05-27,148.29039001464844,30.91581153869629,62.88542556762695,94.64371490478516,190.6648712158203,54.94487380981445,55.37138748168945,203.95123291015625,109.1006851196289,242.94781494140625,278.1199951171875,221.87396240234375,466.9364013671875,381.7525939941406,421.816650390625,238.4136505126953,205.4600372314453,74.47274017333984,156.8795623779297,492.60791015625
2021-05-28,148.6768798828125,30.97981071472168,62.860565185546875,95.38522338867188,191.18174743652344,54.95323944091797,55.547828674316406,206.23074340820312,110.35598754882812,243.6732940673828,280.7266540527344,222.66497802734375,463.99139404296875,381.03106689453125,420.2230224609375,237.8164825439453,206.5176544189453,74.489990234375,157.53465270996094,499.6588134765625
2021-05-31,,,,,,,,,,,,,,,,,,,,
2021-06-01,145.40907287597656,30.79582977294922,62.2724723815918,94.55103302001953,189.91831970214844,54.434810638427734,54.884056091308594,202.45181274414062,108.7868423461914,244.169677734375,278.67999267578125,213.1634521484375,441.76519775390625,376.220947265625,414.03057861328125,236.74156188964844,207.5560302734375,73.99877166748047,155.5599822998047,500.4544372558594
2021-06-02,145.9976348876953,31.027801513671875,62.8440055847168,93.8685073852539,190.5978546142578,54.091983795166016,55.48060989379883,203.82125854492188,107.92381286621094,239.3300018310547,273.8466796875,210.38165283203125,443.9394226074219,375.4162292480469,411.7744140625,234.65602111816406,202.51788330078125,74.1021957397461,150.7309112548828,502.5726318359375
2021-06-03,145.8571014404297,31.17177963256836,64.15909576416016,94.55103302001953,194.01490783691406,54.18396759033203,55.85871505737305,204.32395935058594,107.28740692138672,238.3563690185547,272.2166748046875,209.5123291015625,440.1049499511719,377.3680419921875,413.45452880859375,236.08926391601562,205.04656982421875,75.02425384521484,149.6827392578125,502.87103271484375
2021-06-04,145.7956085205078,31.315759658813477,64.33271026611328,94.67741394042969,193.36402893066406,54.301029205322266,56.65694046020508,205.2860107421875,107.96739196777344,240.3895721435547,277.1499938964844,210.607666015625,443.4947509765625,375.22198486328125,409.30694580078125,232.38673400878906,205.53695678710938,74.51582336425781,148.9246826171875,509.0666198730469
2021-06-07,144.80294799804688,31.187776565551758,63.195552825927734,95.22513580322266,212.98565673828125,54.158878326416016,56.648536682128906,205.58071899414062,108.06330108642578,238.20361328125,277.0400085449219,208.8429718017578,439.2353210449219,370.2361755371094,399.3894348144531,228.38356018066406,203.71011352539062,74.39517974853516,147.77359008789062,512.1495361328125
2021-06-08,143.52919006347656,31.075788497924805,62.84831237792969,94.66056823730469,211.24365234375,53.26416778564453,56.72416305541992,205.26004028320312,106.18028259277344,238.39453125,277.8900146484375,208.8082275390625,435.82574462890625,371.61444091796875,405.46673583984375,226.83395385742188,201.75830078125,73.94707489013672,147.43663024902344,503.6268615722656
2021-06-09,145.4617919921875,31.84368324279785,64.2719497680664,96.059326171875,216.3165740966797,54.685665130615234,57.682029724121094,207.60018920898438,107.3222885131836,241.63050842285156,280.0799865722656,209.24282836914062,442.9512023925781,371.02239990234375,405.8699035644531,223.2274169921875,200.28721618652344,73.20594787597656,148.0730438232422,518.9716796875
2021-06-10,146.77066040039062,32.53959274291992,66.09488677978516,97.9468002319336,223.53346252441406,56.34964370727539,58.21977615356445,212.03790283203125,108.74324798583984,245.00018310546875,286.3800048828125,214.0762176513672,459.4552001953125,371.3831481933594,404.1513977050781,221.05056762695312,202.00828552246094,73.67992401123047,149.04629516601562,529.10546875
2021-06-11,144.90835571289062,32.11565017700195,66.20773315429688,97.25584411621094,214.48838806152344,56.307838439941406,57.78285598754883,210.4170684814453,107.90635681152344,244.169677734375,288.0899963378906,214.73690795898438,459.6924133300781,368.0531311035156,402.4425048828125,223.07981872558594,203.53704833984375,73.65406799316406,148.12918090820312,522.6512451171875
2021-06-14,145.26852416992188,31.6997127532959,66.05889892578125,97.23902893066406,216.41229248046875,56.26604080200195,57.85926818847656,209.0476837158203,108.2289047241211,244.07421875,290.92999267578125,215.075927734375,464.814453125,369.22784423828125,398.5446472167969,220.99520874023438,199.85458374023438,72.92158508300781,147.44602966308594,525.8336791992188
2021-06-15,144.4954833984375,31.667713165283203,66.27779388427734,97.60132598876953,213.9428253173828,56.37472915649414,57.80831527709961,207.88623046875,109.11811065673828,245.0192413330078,290.78668212890625,213.06781005859375,464.82440185546875,370.2639465332031,407.7037048339844,220.52479553222656,201.95542907714844,73.59375,148.18533325195312,524.5806274414062
2021-06-16,144.44276428222656,31.435741424560547,67.07452392578125,97.3485336303711,211.30105590820312,55.956642150878906,57.163089752197266,207.65219116210938,108.98734283447266,244.7519989013672,290.47332763671875,212.75489807128906,463.1829833984375,367.4610900878906,411.0254821777344,218.59701538085938,199.25706481933594,73.0250015258789,147.89524841308594,520.6922607421875
2021-06-17,145.13674926757812,31.57973289489746,67.61734771728516,96.81770324707031,212.68899536132812,55.83121871948242,57.0696907043457,208.6749725341797,109.15296936035156,247.7588653564453,295.0033264160156,223.4821319580078,480.6455078125,367.5536804199219,411.81280517578125,218.32028198242188,199.69073486328125,72.58551025390625,150.1038360595703,533.0535888671875
2021-06-18,142.2905731201172,31.043790817260742,67.07452392578125,95.31781768798828,209.185791015625,55.58037185668945,56.55181121826172,206.8721466064453,107.42691040039062,243.3296356201172,292.9533386230469,223.3865203857422,477.0758972167969,361.4911804199219,406.5899963378906,213.96661376953125,194.05300903320312,71.00846099853516,148.34442138671875,534.9530639648438
2021-06-21,143.9245147705078,31.5317325592041,67.19710540771484,96.67444610595703,213.12925720214844,55.88139724731445,57.1800537109375,208.22425842285156,109.44065856933594,247.93069458007812,298.0,228.2720489501953,478.1537170410156,369.5682678222656,418.1588439941406,218.12655639648438,200.53878784179688,72.4045181274414,152.99569702148438,531.3231811523438
2021-06-22,143.73126220703125,31.683712005615234,66.706787109375,96.64917755126953,211.9519805908203,55.1371955871582,56.92536926269531,207.93820190429688,110.47805786132812,250.80393981933594,300.6533203125,232.14048767089844,486.7069396972656,370.1438903808594,418.3316650390625,217.69305419921875,202.22528076171875,72.22357940673828,155.709716796875,531.0746459960938
2021-06-23,142.8616180419922,31.23577308654785,66.17273712158203,96.059326171875,207.79794311523438,54.568607330322266,56.585777282714844,206.8981475830078,109.39706420898438,250.70849609375,301.8066711425781,233.5400848388672,488.4967041015625,367.2379455566406,420.9526672363281,214.85208129882812,198.66915893554688,72.15461730957031,153.92221069335938,526.8778076171875
2021-06-24,143.51161193847656,31.347755432128906,66.85564422607422,96.68286895751953,222.9879150390625,55.06194305419922,57.03573989868164,208.8396453857422,109.59857940673828,249.5153350830078,301.5233459472656,232.59176635742188,489.8216552734375,370.3109436035156,423.13201904296875,216.54930114746094,197.0115966796875,72.18907928466797,153.84735107421875,541.4470825195312
2021-06-25,144.24952697753906,31.179780960083008,67.5910873413086,95.19985961914062,220.3557891845703,55.80613327026367,57.630027770996094,210.339111328125,109.45841217041016,251.05210876464844,302.7833251953125,231.9044647216797,487.35955810546875,375.9556579589844,424.0729064941406,218.69847106933594,200.0858612060547,72.45623016357422,155.44068908691406,547.513427734375
2021-06-28,144.0826416015625,31.291767120361328,67.29341125488281,95.21670532226562,218.44143676757812,55.5218391418457,57.47722244262695,210.4777374267578,108.415771484375,248.53207397460938,304.13665771484375,236.36752319335938,499.452880859375,372.7154846191406,427.11627197265625,221.4102783203125,199.4112548828125,72.4906997680664,153.42559814453125,539.706787109375
2021-06-29,144.09140014648438,31.27576446533203,67.59983825683594,94.62686920166016,219.54214477539062,55.41312789916992,57.6724853515625,210.14842224121094,109.11670684814453,249.21144104003906,306.90667724609375,235.6541748046875,502.5577697753906,369.5960998535156,425.2989501953125,218.32028198242188,198.4090118408203,71.94779205322266,151.0637664794922,542.9686279296875
2021-06-30,144.71510314941406,31.323762893676758,68.09015655517578,94.91336059570312,219.6857452392578,55.87303161621094,58.4620475769043,211.2664794921875,108.75747680664062,248.53207397460938,306.5466613769531,233.47047424316406,498.8299255371094,371.7685852050781,425.71246337890625,218.67080688476562,199.23777770996094,71.90473175048828,150.7263641357422,555.4593505859375
2021-07-01,145.78683471679688,31.643714904785156,68.28276824951172,96.27841186523438,221.2267608642578,56.0667724609375,58.69127655029297,213.99667358398438,110.50978088378906,251.37400817871094,309.1533203125,236.81991577148438,503.8333740234375,375.8999328613281,430.433837890625,219.8053436279297,204.14306640625,70.85337829589844,152.9007110595703,571.4506225585938
2021-07-02,148.43968200683594,31.779699325561523,68.81683349609375,97.04519653320312,223.9355010986328,56.39529037475586,58.83561706542969,215.5568084716797,111.12310791015625,253.97679138183594,312.7200012207031,238.4033203125,507.5810241699219,380.0498962402344,434.4147644042969,219.55628967285156,207.05349731445312,71.0343246459961,153.25689697265625,580.4208984375
2021-07-05,,,,,,,,,,,,,,,,,,,,
2021-07-06,147.55245971679688,31.427743911743164,68.3878173828125,97.5170669555664,225.33291625976562,56.14259338378906,58.08000564575195,211.17982482910156,111.24575805664062,253.4408416748047,316.0133361816406,242.48358154296875,511.2792053222656,380.88543701171875,436.1647644042969,216.98281860351562,207.0438690185547,69.95714569091797,152.5633544921875,579.03857421875
2021-07-07,148.81748962402344,31.47573471069336,68.78180694580078,98.37654876708984,225.71583557128906,56.55533218383789,58.03754425048828,210.80709838867188,111.92040252685547,253.9001922607422,318.2300109863281,242.335693359375,516.8757934570312,382.1851501464844,439.9053649902344,217.61929321289062,209.0580291748047,70.09503173828125,150.98878479003906,582.66845703125
2021-07-08,148.52752685546875,31.395748138427734,68.39656829833984,98.03949737548828,226.9600830078125,56.17627716064453,57.46873092651367,211.72584533691406,111.65756225585938,252.56057739257812,317.2900085449219,240.96981811523438,512.8118286132812,380.5976257324219,437.0398864746094,213.4500732421875,206.28250122070312,69.12986755371094,149.26425170898438,571.7490234375
2021-07-09,149.11614990234375,31.683712005615234,68.28276824951172,98.23330688476562,224.92138671875,56.57218933105469,57.9186897277832,212.5232391357422,112.29714965820312,253.02944946289062,316.9266662597656,241.3960723876953,511.4768981933594,382.60296630859375,438.1456604003906,216.66920471191406,210.8504638671875,70.07780456542969,149.31112670898438,577.1987915039062
2021-07-12,148.8789520263672,31.803695678710938,67.89754486083984,99.1180648803711,225.8976593017578,56.858585357666016,57.791343688964844,211.80386352539062,112.32343292236328,253.498291015625,319.6833190917969,241.8658905029297,508.9356384277344,386.2515869140625,440.7034606933594,216.96437072753906,212.34425354003906,70.50867462158203,149.73291015625,570.8639526367188
2021-07-13,148.6944580078125,31.7157039642334,67.95006561279297,99.35398864746094,225.21812438964844,56.80803680419922,57.74040222167969,212.20257568359375,111.62252044677734,250.3214569091797,318.75,240.76968383789062,508.54998779296875,388.5726013183594,442.62664794921875,217.2779998779297,211.2745361328125,70.37078094482422,147.18360900878906,573.8274536132812
2021-07-14,149.70468139648438,31.955677032470703,67.95881652832031,99.99301147460938,226.22308349609375,57.17866897583008,57.6724853515625,212.08990478515625,111.92040252685547,250.0917510986328,318.3599853515625,240.22157287597656,505.0693359375,385.044677734375,442.434326171875,217.70228576660156,210.8119354248047,71.02571105957031,145.8152313232422,577.8551025390625
2021-07-15,147.90382385253906,32.06765365600586,68.2039566040039,99.83963775634766,221.55218505859375,56.79960632324219,57.986610412597656,213.76266479492188,109.83514404296875,245.96763610839844,317.88665771484375,244.4236602783203,508.7279968261719,389.9744567871094,448.9923400878906,216.67843627929688,212.29605102539062,70.72410583496094,143.4909210205078,586.069580078125
