Date,PG,KO,PEP,WMT,COST,MO,PM,MDLZ,KMB,CL,KHC,GIS,HSY,SYY,KR,TAP,STZ,EL,CPB,CHD
2021-03-01,110.33606719970703,42.93136978149414,111.9534912109375,40.99656677246094,314.5323791503906,30.720962524414062,67.30387115478516,47.75218963623047,106.92186737060547,67.5783920288086,29.39958953857422,46.455867767333984,129.59219360351562,71.57478332519531,29.72428321838379,39.03583908081055,201.23794555664062,274.08782958984375,38.652347564697266,74.38763427734375
2021-03-02,109.9898452758789,43.103431701660156,112.33920288085938,40.603355407714844,311.3944091796875,30.84512710571289,67.3989486694336,47.769989013671875,107.53812408447266,67.41751098632812,29.581892013549805,46.735923767089844,129.73504638671875,70.79629516601562,29.426048278808594,39.14028549194336,201.6075897216797,269.975830078125,38.73726272583008,74.8886489868164
2021-03-03,109.33290100097656,43.00018310546875,110.68498992919922,39.81694412231445,307.0902404785156,31.072736740112305,67.46232604980469,47.11144256591797,108.70404815673828,66.69343566894531,30.105051040649414,46.58315658569336,128.8602752685547,72.09669494628906,30.04962730407715,39.12287902832031,199.6761016845703,269.975830078125,38.89859390258789,74.14185333251953
2021-03-04,108.43631744384766,42.96577835083008,111.30097961425781,39.79822540283203,302.4637756347656,30.527841567993164,67.03450775146484,48.01915740966797,108.1075439453125,66.5414810180664,29.494709014892578,46.92262649536133,130.39552307128906,70.25668334960938,30.808780670166016,39.505828857421875,195.13839721679688,265.9198303222656,38.890106201171875,73.65972900390625
2021-03-05,111.8363265991211,43.697078704833984,114.92951965332031,40.29440689086914,300.8332214355469,31.121013641357422,68.26254272460938,49.46079635620117,110.55230712890625,67.98957824707031,30.00200843811035,48.187129974365234,134.2246551513672,72.35324096679688,31.125083923339844,40.176025390625,200.55406188964844,273.099609375,39.5609130859375,75.58817291259766
2021-03-08,113.01700592041016,44.428367614746094,114.1519775390625,39.90744400024414,295.2397155761719,32.34874725341797,68.42098236083984,49.078147888183594,111.86290740966797,68.33818054199219,30.651975631713867,49.018821716308594,135.48316955566406,72.27364349365234,31.396223068237305,41.490264892578125,203.8995361328125,261.14569091796875,40.12135314941406,76.41062927246094
2021-03-09,112.01388549804688,43.75729751586914,114.25565338134766,40.222633361816406,302.2173156738281,32.88674545288086,68.98350524902344,49.496402740478516,111.17401123046875,66.98841857910156,31.01660919189453,48.71330261230469,134.38528442382812,70.20360565185547,31.14317512512207,40.367496490478516,209.87896728515625,261.09906005859375,39.84962463378906,76.01358795166016
2021-03-10,113.04363250732422,44.256309509277344,115.40467834472656,41.24934768676758,307.0048828125,33.24541473388672,68.73790740966797,50.00363540649414,112.94667053222656,67.75718688964844,31.31781005859375,49.6977653503418,136.25076293945312,71.85785675048828,31.848093032836914,40.776573181152344,209.8419647216797,265.9757385253906,40.65631103515625,76.71311950683594
2021-03-11,112.66192626953125,43.77450180053711,115.09366607666016,41.23373794555664,311.57452392578125,32.969512939453125,68.63490295410156,50.0748291015625,111.35883331298828,67.28339385986328,30.805326461791992,49.33283233642578,135.5813751220703,71.68094635009766,31.576967239379883,40.01936340332031,211.27442932128906,271.9339904785156,40.28266906738281,77.04399871826172
2021-03-12,113.75382995605469,43.68775177001953,114.93816375732422,41.85475540161133,313.93505859375,33.55579376220703,69.49847412109375,50.608768463134766,112.13174438476562,67.49795532226562,30.517045974731445,49.8589973449707,136.06336975097656,73.77749633789062,32.04690933227539,40.58509063720703,211.9952850341797,269.6681823730469,40.72422409057617,78.36744689941406
2021-03-15,114.12667846679688,44.26898193359375,114.92951965332031,41.63943099975586,313.3377990722656,34.37657928466797,69.46678161621094,50.929141998291016,112.78705596923828,67.64991760253906,30.85337257385254,50.08814239501953,136.8488006591797,73.63593292236328,32.417457580566406,41.46415710449219,212.4296417236328,269.9852294921875,40.41853713989258,78.36744689941406
2021-03-16,114.46401977539062,44.43381118774414,115.77619171142578,41.626949310302734,310.2472229003906,34.10069274902344,69.8787841796875,51.4185905456543,112.9382553100586,67.81079864501953,31.02153778076172,50.39366149902344,137.00054931640625,71.1678466796875,32.37226867675781,42.134342193603516,213.14125061035156,269.39776611328125,41.52241897583008,78.8401107788086
2021-03-17,114.00238037109375,44.451171875,115.43923950195312,41.28055191040039,312.08642578125,34.33519744873047,70.67105102539062,51.54317092895508,111.35883331298828,67.75718688964844,31.29379653930664,50.40214157104492,137.95556640625,71.44209289550781,31.884239196777344,42.35193634033203,215.3407745361328,271.09478759765625,41.5733528137207,77.66791534423828
2021-03-18,114.2509536743164,43.86992645263672,114.49755096435547,40.741546630859375,306.1991271972656,34.880088806152344,71.74854278564453,51.534278869628906,111.23280334472656,67.99853515625,31.181682586669922,50.83496856689453,139.30335998535156,69.72591400146484,31.35102653503418,42.77841567993164,213.5478973388672,267.5981140136719,42.048866271972656,77.76244354248047
2021-03-19,113.63841247558594,44.07814025878906,116.19949340820312,41.28368377685547,311.8210144042969,34.86629867553711,71.66023254394531,51.7033576965332,109.48536682128906,67.02417755126953,31.341829299926758,50.97923278808594,138.08056640625,70.50438690185547,31.992694854736328,42.82192611694336,216.90261840820312,265.9477233886719,42.27813720703125,78.54707336425781
2021-03-22,115.56477355957031,44.242958068847656,119.0505142211914,41.48112106323242,317.1109924316406,35.61811447143555,72.2463607788086,52.36188507080078,111.76205444335938,67.73035430908203,31.670150756835938,52.150394439697266,139.58004760742188,69.53129577636719,32.70664596557617,43.387657165527344,213.22442626953125,266.8428649902344,43.32255554199219,79.88943481445312
2021-03-23,117.71310424804688,44.58128356933594,120.48463439941406,41.973106384277344,322.6571960449219,34.838714599609375,70.69672393798828,52.148311614990234,113.65238189697266,69.50025939941406,31.165664672851562,51.92973709106445,140.06204223632812,68.80589294433594,33.113338470458984,42.4650764465332,211.70880126953125,262.27398681640625,42.99140167236328,81.02381896972656
2021-03-24,117.67758178710938,44.69406509399414,119.9230728149414,41.71300506591797,320.4765930175781,34.740474700927734,71.09819030761719,51.66775894165039,113.98844146728516,69.51814270019531,30.613136291503906,49.74867630004883,140.36550903320312,68.69092559814453,32.272857666015625,42.0908203125,212.2633056640625,265.7239685058594,41.412025451660156,79.94613647460938
2021-03-25,118.49427032470703,45.1278190612793,120.63150024414062,41.99504470825195,328.34539794921875,35.21762466430664,71.21060180664062,52.112709045410156,113.98004913330078,69.62540435791016,31.389881134033203,50.52095031738281,140.16917419433594,70.40706634521484,32.977783203125,43.605247497558594,213.63107299804688,266.82421875,41.92148971557617,81.29795837402344
2021-03-26,120.2431411743164,46.01268005371094,123.28379821777344,42.34601593017578,333.7301940917969,36.83852005004883,72.72808837890625,52.89582061767578,115.2066421508789,70.81427764892578,32.05451965332031,51.743038177490234,142.1596221923828,71.32709503173828,33.64654541015625,44.71061706542969,217.4663543701172,272.5587158203125,43.195194244384766,82.57415008544922
2021-03-29,122.1251220703125,46.71534729003906,125.10669708251953,42.828609466552734,337.6456298828125,36.698177337646484,73.05728912353516,53.55434799194336,116.70203399658203,71.42213439941406,32.655086517333984,53.032997131347656,143.81979370117188,69.91170501708984,34.297245025634766,46.05098342895508,218.08555603027344,270.8988952636719,44.12074279785156,83.73689270019531
2021-03-30,120.2431411743164,46.10810852050781,123.14556884765625,42.537166595458984,331.5781555175781,35.968421936035156,71.74051666259766,52.58372497558594,116.19795989990234,70.9126205444336,32.25471115112305,52.43894577026367,141.79364013671875,70.67247772216797,34.41473388671875,45.554874420166016,216.2095184326172,275.1881408691406,43.62824249267578,83.11298370361328
2021-03-31,120.2253646850586,45.72639846801758,122.20386505126953,42.56538391113281,334.1663818359375,35.898250579833984,71.250732421875,52.36008071899414,116.81966400146484,70.4656753540039,32.03048324584961,52.04006576538086,141.16880798339844,70.04972839355469,32.525909423828125,44.51913833618164,210.71067810058594,271.1973571777344,42.68571853637695,82.57415008544922
2021-04-01,119.2044906616211,45.552894592285156,122.05702209472656,42.499576568603516,336.4986267089844,35.78598403930664,70.70475769042969,52.27956771850586,115.08056640625,70.21537780761719,32.05451965332031,51.70060729980469,141.70436096191406,69.38249206542969,32.48975372314453,45.171913146972656,212.2078399658203,272.5772399902344,42.43097686767578,81.79898071289062
2021-04-02,,,,,,,,,,,,,,,,,,,,
2021-04-05,121.1308822631836,45.813148498535156,123.68119049072266,43.693519592285156,342.07305908203125,36.010520935058594,71.1383285522461,52.619510650634766,116.29875946044922,71.0914077758789,32.27873229980469,52.21828842163086,142.23101806640625,70.5301284790039,33.194679260253906,45.91172409057617,212.8177947998047,275.318603515625,42.53287124633789,82.68756866455078
2021-04-06,121.17523956298828,46.14280319213867,124.12181854248047,43.90347671508789,341.4093933105469,36.05263137817383,71.16240692138672,52.86104965209961,115.97954559326172,71.3863754272461,32.59103012084961,52.39651107788086,143.48951721191406,72.2826919555664,33.33927917480469,45.61580276489258,218.3813018798828,275.06689453125,42.53287124633789,83.38712310791016
2021-04-07,121.3883285522461,46.22086715698242,123.89720916748047,43.8094596862793,340.16748046875,35.87720489501953,70.88140106201172,52.95050811767578,115.0469970703125,71.1718521118164,32.542972564697266,52.09946823120117,143.31996154785156,71.74893188476562,33.574249267578125,45.0152473449707,217.12440490722656,275.1881408691406,42.10514831542969,83.05626678466797
2021-04-08,121.84991455078125,46.08207702636719,123.14556884765625,43.78125762939453,342.4523010253906,36.1227912902832,71.81277465820312,52.76264953613281,115.55947875976562,71.18972778320312,32.67911148071289,52.15937042236328,142.9093780517578,71.71334075927734,33.64654541015625,44.89339065551758,207.2080841064453,278.40496826171875,41.70307922363281,82.53632354736328
2021-04-09,121.0598373413086,46.134124755859375,123.17147064208984,43.80320358276367,344.3388366699219,36.12981414794922,73.12154388427734,52.6463508605957,114.83698272705078,71.3148422241211,32.14259338378906,51.457645416259766,142.36489868164062,71.93574523925781,34.143611907958984,43.51822280883789,207.15267944335938,281.705810546875,41.12137985229492,82.04476928710938
2021-04-12,121.548095703125,46.28160095214844,123.5602798461914,43.8094596862793,345.8556823730469,36.312252044677734,73.37845611572266,52.43165588378906,115.2906265258789,71.654541015625,32.59103012084961,52.176490783691406,142.45413208007812,72.56737518310547,34.31533432006836,44.057838439941406,209.14886474609375,282.7314758300781,41.771522521972656,82.630859375
2021-04-13,119.94129943847656,46.056053161621094,123.5861587524414,43.67471694946289,346.23486328125,35.9052734375,72.88868713378906,52.50320816040039,115.2738265991211,71.27018737792969,32.76719284057617,51.92831802368164,141.7579803466797,71.59769439697266,33.96285629272461,45.03265380859375,209.38916015625,282.5263671875,41.79718780517578,82.03531646728516
2021-04-14,120.37632751464844,46.0473747253418,122.77406311035156,43.6590461730957,344.3009948730469,36.03157424926758,73.12154388427734,52.17222213745117,114.4841079711914,70.97518920898438,32.24669647216797,51.868408203125,141.1956024169922,71.64217376708984,33.65559387207031,44.51913833618164,211.46853637695312,283.8224792480469,41.43790054321289,82.13927459716797
2021-04-15,121.83218383789062,46.26424789428711,122.94683837890625,43.922279357910156,349.63848876953125,36.214012145996094,73.73175811767578,52.521114349365234,116.71884155273438,71.92272186279297,32.87128829956055,51.81707000732422,143.61448669433594,71.6866455078125,33.61040115356445,46.077091217041016,216.81021118164062,284.5123596191406,41.814300537109375,82.84829711914062
2021-04-16,121.841064453125,46.56787872314453,124.545166015625,44.063297271728516,351.45867919921875,36.705196380615234,74.59891510009766,52.574790954589844,116.96247100830078,72.13726043701172,32.831260681152344,52.458900451660156,143.69485473632812,71.66883850097656,33.53810501098633,46.53837966918945,220.7471466064453,291.1886291503906,42.25913619995117,83.13189697265625
2021-04-19,121.27291107177734,46.84547805786133,125.05486297607422,43.78125762939453,350.3494567871094,34.43875503540039,73.60328674316406,52.50320816040039,116.71884155273438,71.84227752685547,32.79121398925781,52.458900451660156,143.68588256835938,72.13147735595703,33.82729721069336,47.00838851928711,219.58270263671875,288.2887268066406,42.4815559387207,82.5646743774414
2021-04-20,122.284912109375,46.99296188354492,125.88426208496094,44.11969757080078,352.4162292480469,33.11255645751953,75.47408294677734,52.96839904785156,119.62569427490234,73.10974884033203,32.855281829833984,53.31467056274414,144.7659149169922,71.44644165039062,34.12553787231445,45.63320541381836,220.23886108398438,288.5218811035156,42.89215850830078,84.29462432861328
2021-04-21,121.48596954345703,47.37466812133789,126.98143768310547,44.24818801879883,354.6536560058594,33.3862190246582,75.62663269042969,53.29045104980469,118.85276794433594,72.94793701171875,33.29569625854492,53.70832824707031,145.43533325195312,73.30579376220703,34.26110076904297,46.27726745605469,222.8450164794922,288.93212890625,43.24289321899414,84.97527313232422
2021-04-22,120.27986145019531,47.227195739746094,126.19524383544922,43.76873779296875,351.9706726074219,32.62839889526367,75.48210144042969,53.27255630493164,117.89503479003906,72.8580551147461,32.80723190307617,53.083621978759766,144.81048583984375,73.2879867553711,33.82729721069336,45.50264358520508,220.25735473632812,291.0021667480469,42.370330810546875,84.7294692993164
2021-04-23,119.66339874267578,47.253211975097656,125.98790740966797,43.840797424316406,353.8856506347656,33.252899169921875,75.9638671875,53.23677444458008,110.98917388916016,71.72538757324219,32.358802795410156,52.42466735839844,144.08755493164062,73.519287109375,33.75499725341797,45.49394607543945,222.3367462158203,292.5873107910156,41.72019958496094,82.77267456054688
2021-04-26,117.26903533935547,46.55052947998047,123.8539810180664,43.21718978881836,349.3729553222656,33.13362121582031,75.7872085571289,52.574790954589844,109.65337371826172,71.26696014404297,32.13459777832031,51.808509826660156,141.9453887939453,73.19903564453125,33.02296447753906,46.077091217041016,220.42369079589844,294.88104248046875,40.99306106567383,81.3641357421875
2021-04-27,117.19757843017578,46.481136322021484,123.44794464111328,43.364479064941406,350.9751892089844,33.09150695800781,75.8835678100586,52.53004837036133,108.75443267822266,70.6197280883789,32.110565185546875,51.808509826660156,141.6597442626953,74.09756469726562,33.23081970214844,45.3111686706543,220.27584838867188,294.1817626953125,41.07860565185547,80.13521575927734
2021-04-28,117.39413452148438,46.489803314208984,122.53218841552734,43.2109260559082,350.3873291015625,33.10554504394531,75.59454345703125,54.46236038208008,108.9140396118164,70.80850219726562,32.1265754699707,52.031002044677734,141.79364013671875,74.05306243896484,33.122379302978516,45.14579391479492,219.85995483398438,294.1817626953125,40.69365310668945,79.78543090820312
2021-04-29,118.38581085205078,47.0710334777832,124.35504913330078,43.756187438964844,354.8907470703125,32.69856262207031,76.34925842285156,54.489192962646484,111.4260482788086,71.75238037109375,33.37977600097656,52.57014846801758,146.5778045654297,74.88043212890625,33.492916107177734,48.30522537231445,223.2793731689453,295.3471984863281,41.07860565185547,81.279052734375
2021-04-30,119.19882202148438,46.828128814697266,124.545166015625,43.84394073486328,353.51318359375,33.50550842285156,76.27701568603516,54.39973831176758,112.0057373046875,72.5434341430664,33.0634765625,52.08235549926758,146.64920043945312,75.37862396240234,33.02296447753906,47.8265266418457,222.09646606445312,292.59661865234375,40.84763717651367,81.05216217041016
2021-05-03,120.61042022705078,47.26188659667969,125.95333862304688,44.53649139404297,360.3822021484375,33.9405517578125,76.95946502685547,54.936485290527344,113.19869995117188,72.87603759765625,33.624000549316406,52.71562957763672,148.82708740234375,74.76478576660156,33.7821044921875,49.73261642456055,225.30421447753906,269.406982421875,41.403682708740234,82.66865539550781
2021-05-04,120.19945526123047,46.96693420410156,124.37239837646484,44.097774505615234,356.55340576171875,33.5756721496582,76.20472717285156,54.33712387084961,113.18190002441406,72.8940200805664,33.920291900634766,52.88678741455078,148.9788055419922,73.99971008300781,32.4355354309082,49.10594940185547,222.50439453125,281.696533203125,41.275367736816406,84.53096771240234
2021-05-05,119.23458099365234,46.84547805786133,124.31188201904297,44.0601692199707,353.90264892578125,33.926513671875,76.63028717041016,54.694950103759766,113.8960189819336,73.10074615478516,34.00837707519531,52.91244888305664,150.27305603027344,73.8751449584961,32.959693908691406,49.567256927490234,222.2262420654297,274.330322265625,41.78862762451172,83.46276092529297
2021-05-06,120.73550415039062,47.31394577026367,125.754638671875,44.3747673034668,363.65045166015625,34.726436614990234,77.73829650878906,55.213809967041016,114.36648559570312,73.99072265625,34.528873443603516,54.46141052246094,150.5140380859375,75.95686340332031,34.06227111816406,51.743160247802734,224.0063018798828,279.1230163574219,42.618408203125,83.64236450195312
2021-05-07,120.74441528320312,47.28791427612305,125.754638671875,44.10734939575195,365.13250732421875,35.04921340942383,78.2120361328125,55.330101013183594,113.83721160888672,73.87384033203125,34.81714630126953,53.95649337768555,150.38909912109375,76.7397689819336,34.098419189453125,51.795379638671875,223.3572998046875,282.85272216796875,42.387447357177734,82.64976501464844
2021-05-10,122.99581909179688,47.634925842285156,126.7568359375,44.302398681640625,362.434326171875,35.56144332885742,78.73391723632812,55.52690505981445,115.01338958740234,74.91658782958984,34.92924880981445,54.62400436401367,152.0135498046875,76.18819427490234,35.11966323852539,51.838905334472656,221.75340270996094,278.2277526855469,42.900718688964844,84.50261688232422
2021-05-11,122.38829803466797,47.123085021972656,125.8323745727539,43.902854919433594,359.299072265625,35.38602828979492,78.11567687988281,55.4195671081543,112.75345611572266,74.10755157470703,34.63697052001953,54.007843017578125,150.77288818359375,74.7114028930664,34.72201156616211,50.30706024169922,216.97886657714844,274.8897705078125,42.798057556152344,83.273681640625
2021-05-12,121.09283447265625,46.880184173583984,124.60559844970703,42.76713562011719,353.61767578125,34.62820816040039,77.240478515625,55.0706787109375,111.72008514404297,73.75698852539062,34.368709564208984,53.87947082519531,149.59466552734375,72.70082092285156,33.104305267333984,49.9415168762207,213.00157165527344,270.47003173828125,42.088043212890625,82.62142181396484
2021-05-13,123.04048156738281,47.28791427612305,126.45443725585938,43.49073791503906,360.5816955566406,35.168495178222656,78.32442474365234,55.81317901611328,112.36699676513672,74.84467315673828,35.08940505981445,54.75236892700195,153.1649932861328,73.94631958007812,33.43125915527344,50.69002914428711,214.1604766845703,271.3558349609375,42.395999908447266,84.0368881225586
2021-05-14,123.29957580566406,47.47877502441406,126.64451599121094,43.89342498779297,365.2275085449219,35.280765533447266,78.44487762451172,55.7952995300293,112.72823333740234,75.11434936523438,35.017337799072266,54.256019592285156,152.72760009765625,74.72920227050781,33.78547286987305,50.637794494628906,217.34970092773438,276.44696044921875,42.147918701171875,83.95154571533203
2021-05-17,123.04940795898438,47.40069580078125,126.28166198730469,43.69521713256836,364.7904968261719,35.231651306152344,78.32442474365234,55.884742736816406,112.26618194580078,75.1053695678711,35.073387145996094,53.7339973449707,153.95936584472656,74.8448486328125,33.9580192565918,50.420204162597656,218.6754608154297,276.5961608886719,42.22489929199219,83.70506286621094
2021-05-18,121.78974151611328,47.140438079833984,125.71146392822266,44.64532470703125,363.6979064941406,35.0772819519043,78.43685913085938,55.62531661987305,111.68648529052734,74.70984649658203,34.98130416870117,53.85381317138672,154.22711181640625,73.75949096679688,33.78547286987305,48.287811279296875,217.0437774658203,276.1858215332031,41.754417419433594,83.27842712402344
2021-05-19,122.0398941040039,46.99296188354492,125.64237213134766,44.648468017578125,360.7051696777344,34.69135665893555,77.32880401611328,55.768455505371094,111.38402557373047,74.79973602294922,34.88920974731445,53.57139587402344,153.7718963623047,72.18482971191406,33.05889892578125,48.366146087646484,215.4398956298828,278.2651062011719,41.34379577636719,83.14569854736328
2021-05-20,123.29065704345703,47.409358978271484,127.19741821289062,44.80577087402344,364.4294128417969,35.105350494384766,78.22004699707031,56.4572868347168,111.46805572509766,75.59078979492188,35.12944030761719,53.8281364440918,155.21926879882812,71.3218994140625,33.022560119628906,49.1668815612793,218.88868713378906,277.8362731933594,41.79718780517578,82.8423080444336
2021-05-21,123.29065704345703,47.38334655761719,127.08512115478516,44.59498596191406,361.71221923828125,35.08430099487305,78.22004699707031,56.680931091308594,111.1908187866211,75.71663665771484,35.3376350402832,54.02496337890625,155.8201141357422,71.6243667602539,33.23145294189453,49.74132537841797,219.98263549804688,276.6986999511719,41.80574035644531,82.66217041015625
2021-05-24,123.25491333007812,47.53948211669922,127.73304748535156,44.59812927246094,364.3059997558594,35.308837890625,78.814208984375,56.967201232910156,110.99757385253906,75.86946868896484,35.64993667602539,53.95649337768555,156.12501525878906,71.49983978271484,33.24052810668945,50.263545989990234,219.24099731445312,282.0227966308594,41.60898971557617,82.67164611816406
2021-05-25,123.6748046875,47.53082275390625,128.121826171875,44.78060531616211,366.13958740234375,34.810638427734375,78.30033111572266,56.99403381347656,110.98077392578125,76.04024505615234,35.35365295410156,53.785335540771484,156.6809844970703,72.51400756835938,33.11338424682617,50.533355712890625,220.59457397460938,284.568359375,41.412227630615234,82.39671325683594
2021-05-26,123.3978500366211,47.739013671875,128.121826171875,44.727115631103516,366.3676452636719,34.67732238769531,78.13172149658203,56.92247009277344,110.08184814453125,75.89642333984375,35.37767791748047,53.76823806762695,156.30435180664062,72.14036560058594,33.049808502197266,49.93280029296875,219.89920043945312,285.1744384765625,41.36946105957031,82.15972137451172
2021-05-27,120.59253692626953,48.1380729675293,126.57540893554688,44.576114654541016,368.15374755859375,34.522953033447266,77.62589263916016,56.636199951171875,111.6192855834961,75.2312240600586,35.094852447509766,53.29755401611328,155.54212951660156,71.5621109008789,32.958988189697266,49.9415168762207,219.7138214111328,283.5304870605469,40.90752029418945,80.87979888916016
2021-05-28,120.47640228271484,47.964569091796875,127.81085968017578,44.68307876586914,359.384521484375,34.536983489990234,77.42515563964844,56.8330078125,109.74578094482422,75.31212615966797,35.22414779663086,53.79391098022461,155.18341064453125,72.06029510498047,33.58564758300781,50.759647369384766,222.2447967529297,286.30462646484375,41.634647369384766,81.27800750732422
2021-05-31,,,,,,,,,,,,,,,,,,,,
2021-06-01,118.71638488769531,47.95589065551758,127.54299926757812,44.566673278808594,359.3466491699219,34.63522720336914,77.7061767578125,56.65409469604492,109.22491455078125,74.14352416992188,35.43423843383789,53.62274169921875,154.82470703125,72.46061706542969,33.858116149902344,50.65520095825195,220.04754638671875,284.0256042480469,41.80574035644531,80.46266174316406
2021-06-02,119.23458099365234,48.146751403808594,128.05274963378906,44.469146728515625,361.5887756347656,34.740474700927734,77.73027801513672,56.91352844238281,109.8382339477539,74.50306701660156,35.6281852722168,54.33303451538086,155.62283325195312,71.7756118774414,34.46661376953125,52.308895111083984,221.86468505859375,283.6332092285156,42.4815559387207,80.68069458007812
2021-06-03,121.36984252929688,48.2681999206543,128.50962829589844,44.54780578613281,364.7049865722656,34.92992401123047,78.17991638183594,57.020870208740234,109.83822631835938,75.4649429321289,35.5473747253418,54.59832763671875,156.5195770263672,71.42865753173828,34.957054138183594,52.047794342041016,221.2527618408203,282.90472412109375,42.27622985839844,81.73308563232422
2021-06-04,121.45915222167969,48.78870391845703,128.65753173828125,44.62644958496094,368.1727600097656,34.922916412353516,78.60545349121094,57.27134704589844,110.6603012084961,75.4829330444336,35.52313232421875,54.795166015625,156.84239196777344,70.82369995117188,35.06603240966797,52.31760025024414,221.80906677246094,283.34375,42.498661041259766,81.97957611083984
2021-06-07,121.87905883789062,48.615203857421875,128.57923889160156,44.327571868896484,361.4082946777344,35.42811965942383,79.13536071777344,56.958248138427734,111.092529296875,75.41999816894531,35.45849609375,54.529869079589844,156.0263671875,71.01943969726562,35.39300537109375,52.79629898071289,221.65142822265625,282.97943115234375,42.310455322265625,81.55294036865234
2021-06-08,120.46747589111328,48.27688217163086,127.37828063964844,43.9909553527832,360.7432861328125,35.00010299682617,77.40107727050781,56.618309020996094,109.93990325927734,74.54802703857422,35.37767791748047,54.0763053894043,155.65869140625,71.44644165039062,35.32032775878906,52.85722351074219,220.99319458007812,280.2334289550781,42.01961135864258,80.70914459228516
2021-06-09,120.42278289794922,48.129398345947266,127.14334106445312,43.755001068115234,360.99017333984375,35.014129638671875,77.68209838867188,56.636199951171875,109.5839614868164,74.21543884277344,34.77969741821289,53.16062545776367,155.0130157470703,70.69025421142578,34.76632308959961,52.86593246459961,219.41712951660156,278.19708251953125,39.28216552734375,80.14978790283203
2021-06-10,121.31620025634766,48.502437591552734,128.44871520996094,44.00668716430664,363.887939453125,35.182533264160156,78.32442474365234,56.92247009277344,109.88058471679688,75.15032196044922,34.706974029541016,53.54573059082031,156.37608337402344,70.21875762939453,35.229515075683594,52.84852981567383,219.88067626953125,278.608154296875,39.111080169677734,80.32992553710938
2021-06-11,120.48533630371094,48.71930694580078,128.5270233154297,44.28038787841797,362.7668151855469,34.9158935546875,79.36018371582031,57.05665588378906,109.95687103271484,75.17729187011719,35.086769104003906,53.50294494628906,156.75274658203125,71.05500030517578,35.1568603515625,52.18704605102539,220.5481719970703,280.4201965332031,39.4447021484375,80.2920150756836
2021-06-14,120.53001403808594,48.55323028564453,129.29281616210938,44.220611572265625,364.6004943847656,34.33039855957031,80.69302368164062,57.06560516357422,109.77040100097656,74.97953796386719,34.6019172668457,53.61418533325195,156.6361541748047,70.63689422607422,34.87531661987305,52.012977600097656,219.13900756835938,283.2222900390625,39.19662094116211,80.14978790283203
2021-06-15,120.2977066040039,48.43086624145508,129.30154418945312,44.04443359375,364.7430114746094,34.201866149902344,80.66091918945312,56.94929885864258,109.51614379882812,74.8536605834961,34.553436279296875,53.17774963378906,156.797607421875,70.47675323486328,34.393959045410156,50.60298156738281,218.87014770507812,282.8393859863281,38.811676025390625,80.76605224609375
2021-06-16,118.62702941894531,47.784080505371094,128.01356506347656,43.1478157043457,360.4676513671875,33.823429107666016,80.22734069824219,56.126285552978516,109.23646545410156,73.6670913696289,33.866573333740234,52.330528259277344,154.84263610839844,68.8931884765625,34.103336334228516,50.2983512878418,216.91395568847656,279.28070068359375,38.93999481201172,79.86536407470703
2021-06-17,119.70807647705078,48.02880859375,129.24935913085938,43.3271369934082,365.54107666015625,33.4664192199707,80.29158020019531,56.52885055541992,110.2450180053711,74.09857177734375,33.397891998291016,52.287742614746094,155.59591674804688,67.647705078125,35.583717346191406,48.86225509643555,212.99232482910156,280.1212158203125,39.085418701171875,81.02203369140625
2021-06-18,117.9570083618164,46.9974479675293,126.55155944824219,42.52490234375,361.8643493652344,33.06657028198242,79.89009857177734,55.58952713012695,109.06696319580078,72.83109283447266,32.7271842956543,51.14099884033203,152.88772583007812,66.46449279785156,35.19318771362305,47.199859619140625,205.12123107910156,276.3664245605469,38.72611999511719,79.33445739746094
2021-06-21,118.8861312866211,47.51313018798828,127.54361724853516,42.911865234375,367.48870849609375,33.766319274902344,80.4200439453125,56.054718017578125,109.71955871582031,73.20864868164062,32.99384689331055,51.4661979675293,154.45709228515625,68.82202911376953,35.94700622558594,48.48800277709961,209.4693603515625,281.5970153808594,38.96564865112305,79.5904312133789
2021-06-22,118.93080139160156,47.68792724609375,127.735107421875,43.11006164550781,372.6001281738281,33.730613708496094,80.29158020019531,56.24258804321289,110.28738403320312,73.07379150390625,32.76758575439453,51.526100158691406,154.48394775390625,68.61741638183594,36.17405319213867,47.80040740966797,208.31971740722656,280.6910705566406,38.99987030029297,79.58094787597656
2021-06-23,118.76104736328125,47.303348541259766,126.05551147460938,42.7734375,372.4006042480469,33.573516845703125,80.33172607421875,55.7595100402832,110.43146514892578,72.13890075683594,32.436275482177734,50.67033386230469,152.78012084960938,68.7419662475586,35.59279251098633,47.626346588134766,207.9025115966797,282.437744140625,38.68335723876953,78.73717498779297
2021-06-24,118.84146118164062,47.539344787597656,126.76910400390625,43.07231140136719,372.49560546875,33.866275787353516,80.47801208496094,56.045772552490234,111.08406829833984,72.41758728027344,32.622127532958984,50.61899185180664,154.591552734375,68.70636749267578,35.55647277832031,47.83522415161133,209.5249786376953,288.3409118652344,38.66625213623047,78.86042785644531
2021-06-25,120.53893280029297,47.47816467285156,127.41309356689453,43.58196258544922,374.81378173828125,34.00193786621094,80.48612213134766,56.519901275634766,112.77912139892578,73.22661590576172,32.88071823120117,51.02975082397461,157.03968811035156,68.537353515625,35.6109619140625,47.93967056274414,211.93539428710938,295.11273193359375,39.145294189453125,79.85590362548828
